carnegie_id,AffiliationId,year,student.grad_students
104179.0,138006243.0,2001,2689.0
104179.0,138006243.0,2002,7449.0
104179.0,138006243.0,2003,7450.0
104179.0,138006243.0,2004,7387.0
104179.0,138006243.0,2005,7361.0
104179.0,138006243.0,2006,7105.0
104179.0,138006243.0,2007,6870.0
104179.0,138006243.0,2008,8341.0
104179.0,138006243.0,2009,8421.0
104179.0,138006243.0,2010,8494.0
104179.0,138006243.0,2011,8571.0
104179.0,138006243.0,2012,8658.0
104179.0,138006243.0,2013,8951.0
104179.0,138006243.0,2014,9249.0
104179.0,138006243.0,2015,9264.0
104179.0,138006243.0,2016,9467.0
104179.0,138006243.0,2017,9650.0
104179.0,138006243.0,2018,9944.0
104179.0,138006243.0,2019,10061.0
104179.0,138006243.0,2020,10244.0
104179.0,138006243.0,2021,10840.0
104586.0,84475105.0,2001,11.0
104586.0,84475105.0,2002,31.0
104586.0,84475105.0,2003,38.0
104586.0,84475105.0,2004,31.0
104586.0,84475105.0,2005,32.0
104586.0,84475105.0,2006,44.0
104586.0,84475105.0,2007,31.0
104586.0,84475105.0,2008,31.0
104586.0,84475105.0,2009,45.0
104586.0,84475105.0,2010,51.0
104586.0,84475105.0,2011,51.0
104586.0,84475105.0,2012,46.0
104586.0,84475105.0,2013,42.0
104586.0,84475105.0,2014,51.0
104586.0,84475105.0,2015,60.0
104586.0,84475105.0,2016,62.0
104586.0,84475105.0,2017,57.0
104586.0,84475105.0,2018,50.0
104586.0,84475105.0,2019,52.0
104586.0,84475105.0,2020,43.0
104586.0,84475105.0,2021,38.0
104717.0,311071055.0,2001,2451.0
104717.0,311071055.0,2002,2436.0
104717.0,311071055.0,2003,1598.0
104717.0,311071055.0,2004,2818.0
104717.0,311071055.0,2005,5878.0
104717.0,311071055.0,2006,7604.0
104717.0,311071055.0,2007,8593.0
104717.0,311071055.0,2008,12253.0
104717.0,311071055.0,2009,15206.0
104717.0,311071055.0,2010,15783.0
104717.0,311071055.0,2011,15601.0
104717.0,311071055.0,2012,17492.0
104717.0,311071055.0,2013,20292.0
104717.0,311071055.0,2014,22904.0
104717.0,311071055.0,2015,26149.0
104717.0,311071055.0,2016,29537.0
104717.0,311071055.0,2017,33728.0
104717.0,311071055.0,2018,36114.0
104717.0,311071055.0,2019,37214.0
104717.0,311071055.0,2020,39675.0
104717.0,311071055.0,2021,37202.0
105330.0,203172682.0,2001,4280.0
105330.0,203172682.0,2002,6198.0
105330.0,203172682.0,2003,5677.0
105330.0,203172682.0,2004,5674.0
105330.0,203172682.0,2005,5402.0
105330.0,203172682.0,2006,6032.0
105330.0,203172682.0,2007,5781.0
105330.0,203172682.0,2008,5719.0
105330.0,203172682.0,2009,5297.0
105330.0,203172682.0,2010,5008.0
105330.0,203172682.0,2011,4613.0
105330.0,203172682.0,2012,4223.0
105330.0,203172682.0,2013,4434.0
105330.0,203172682.0,2014,4377.0
105330.0,203172682.0,2015,3906.0
105330.0,203172682.0,2016,3861.0
105330.0,203172682.0,2017,3967.0
105330.0,203172682.0,2018,3994.0
105330.0,203172682.0,2019,4222.0
105330.0,203172682.0,2020,4338.0
105330.0,203172682.0,2021,4549.0
105525.0,52700928.0,2001,
105525.0,52700928.0,2002,
105525.0,52700928.0,2003,
105525.0,52700928.0,2004,
105525.0,52700928.0,2005,
105525.0,52700928.0,2006,
105525.0,52700928.0,2007,
105525.0,52700928.0,2008,
105525.0,52700928.0,2009,
105525.0,52700928.0,2010,
105525.0,52700928.0,2011,
105525.0,52700928.0,2012,
105525.0,52700928.0,2013,
105525.0,52700928.0,2014,
105525.0,52700928.0,2015,
105525.0,52700928.0,2016,
105525.0,52700928.0,2017,
105525.0,52700928.0,2018,
105525.0,52700928.0,2019,
105525.0,52700928.0,2020,
105525.0,52700928.0,2021,
106245.0,102401767.0,2001,1236.0
106245.0,79620101.0,2001,1236.0
106245.0,102401767.0,2002,1834.0
106245.0,79620101.0,2002,1834.0
106245.0,102401767.0,2003,1984.0
106245.0,79620101.0,2003,1984.0
106245.0,102401767.0,2004,2057.0
106245.0,79620101.0,2004,2057.0
106245.0,102401767.0,2005,2063.0
106245.0,79620101.0,2005,2063.0
106245.0,102401767.0,2006,2134.0
106245.0,79620101.0,2006,2134.0
106245.0,102401767.0,2007,2198.0
106245.0,79620101.0,2007,2198.0
106245.0,102401767.0,2008,2312.0
106245.0,79620101.0,2008,2312.0
106245.0,102401767.0,2009,2932.0
106245.0,79620101.0,2009,2932.0
106245.0,102401767.0,2010,2855.0
106245.0,79620101.0,2010,2855.0
106245.0,102401767.0,2011,2694.0
106245.0,79620101.0,2011,2694.0
106245.0,102401767.0,2012,2561.0
106245.0,79620101.0,2012,2561.0
106245.0,102401767.0,2013,2407.0
106245.0,79620101.0,2013,2407.0
106245.0,102401767.0,2014,2261.0
106245.0,79620101.0,2014,2261.0
106245.0,102401767.0,2015,2316.0
106245.0,79620101.0,2015,2316.0
106245.0,102401767.0,2016,2932.0
106245.0,79620101.0,2016,2932.0
106245.0,102401767.0,2017,2831.0
106245.0,79620101.0,2017,2831.0
106245.0,102401767.0,2018,2800.0
106245.0,79620101.0,2018,2800.0
106245.0,102401767.0,2019,2461.0
106245.0,79620101.0,2019,2461.0
106245.0,102401767.0,2020,2331.0
106245.0,79620101.0,2020,2331.0
106245.0,102401767.0,2021,2326.0
106245.0,79620101.0,2021,2326.0
106397.0,78715868.0,2001,1507.0
106397.0,78715868.0,2002,2696.0
106397.0,78715868.0,2003,2865.0
106397.0,78715868.0,2004,2981.0
106397.0,78715868.0,2005,3095.0
106397.0,78715868.0,2006,3146.0
106397.0,78715868.0,2007,3297.0
106397.0,78715868.0,2008,3370.0
106397.0,78715868.0,2009,4014.0
106397.0,78715868.0,2010,4158.0
106397.0,78715868.0,2011,4172.0
106397.0,78715868.0,2012,4187.0
106397.0,78715868.0,2013,4332.0
106397.0,78715868.0,2014,4401.0
106397.0,78715868.0,2015,4595.0
106397.0,78715868.0,2016,4646.0
106397.0,78715868.0,2017,4514.0
106397.0,78715868.0,2018,4392.0
106397.0,78715868.0,2019,4534.0
106397.0,78715868.0,2020,4737.0
106397.0,78715868.0,2021,4803.0
106412.0,94525581.0,2001,78.0
106412.0,94525581.0,2002,123.0
106412.0,94525581.0,2003,115.0
106412.0,94525581.0,2004,103.0
106412.0,94525581.0,2005,99.0
106412.0,94525581.0,2006,77.0
106412.0,94525581.0,2007,101.0
106412.0,94525581.0,2008,137.0
106412.0,94525581.0,2009,141.0
106412.0,94525581.0,2010,145.0
106412.0,94525581.0,2011,125.0
106412.0,94525581.0,2012,104.0
106412.0,94525581.0,2013,94.0
106412.0,94525581.0,2014,112.0
106412.0,94525581.0,2015,113.0
106412.0,94525581.0,2016,100.0
106412.0,94525581.0,2017,95.0
106412.0,94525581.0,2018,106.0
106412.0,94525581.0,2019,116.0
106412.0,94525581.0,2020,161.0
106412.0,94525581.0,2021,186.0
106458.0,125956826.0,2001,896.0
106458.0,125956826.0,2002,1160.0
106458.0,125956826.0,2003,1160.0
106458.0,125956826.0,2004,1246.0
106458.0,125956826.0,2005,1276.0
106458.0,125956826.0,2006,1387.0
106458.0,125956826.0,2007,1484.0
106458.0,125956826.0,2008,1726.0
106458.0,125956826.0,2009,2132.0
106458.0,125956826.0,2010,3364.0
106458.0,125956826.0,2011,3787.0
106458.0,125956826.0,2012,3709.0
106458.0,125956826.0,2013,3454.0
106458.0,125956826.0,2014,3287.0
106458.0,125956826.0,2015,3818.0
106458.0,125956826.0,2016,4246.0
106458.0,125956826.0,2017,4326.0
106458.0,125956826.0,2018,4359.0
106458.0,125956826.0,2019,4428.0
106458.0,125956826.0,2020,4620.0
106458.0,125956826.0,2021,4622.0
106485.0,169655526.0,2001,205.0
106485.0,169655526.0,2002,166.0
106485.0,169655526.0,2003,181.0
106485.0,169655526.0,2004,210.0
106485.0,169655526.0,2005,140.0
106485.0,169655526.0,2006,115.0
106485.0,169655526.0,2007,155.0
106485.0,169655526.0,2008,120.0
106485.0,169655526.0,2009,116.0
106485.0,169655526.0,2010,142.0
106485.0,169655526.0,2011,129.0
106485.0,169655526.0,2012,115.0
106485.0,169655526.0,2013,187.0
106485.0,169655526.0,2014,213.0
106485.0,169655526.0,2015,215.0
106485.0,169655526.0,2016,255.0
106485.0,169655526.0,2017,283.0
106485.0,169655526.0,2018,301.0
106485.0,169655526.0,2019,312.0
106485.0,169655526.0,2020,293.0
106485.0,169655526.0,2021,420.0
106704.0,32038505.0,2001,529.0
106704.0,32038505.0,2002,890.0
106704.0,32038505.0,2003,936.0
106704.0,32038505.0,2004,1024.0
106704.0,32038505.0,2005,1406.0
106704.0,32038505.0,2006,1693.0
106704.0,32038505.0,2007,1944.0
106704.0,32038505.0,2008,1926.0
106704.0,32038505.0,2009,1635.0
106704.0,32038505.0,2010,1621.0
106704.0,32038505.0,2011,1534.0
106704.0,32038505.0,2012,1503.0
106704.0,32038505.0,2013,1780.0
106704.0,32038505.0,2014,1856.0
106704.0,32038505.0,2015,1867.0
106704.0,32038505.0,2016,1871.0
106704.0,32038505.0,2017,1808.0
106704.0,32038505.0,2018,1752.0
106704.0,32038505.0,2019,1735.0
106704.0,32038505.0,2020,1720.0
106704.0,32038505.0,2021,1861.0
107044.0,107363760.0,2001,458.0
107044.0,107363760.0,2002,1006.0
107044.0,107363760.0,2003,1074.0
107044.0,107363760.0,2004,1311.0
107044.0,107363760.0,2005,1620.0
