carnegie_id,AffiliationId,year,student.demographics.student_faculty_ratio,student.demographics.faculty.race_ethnicity.two_or_more,student.demographics.faculty.race_ethnicity.aian,student.demographics.faculty.race_ethnicity.asian,student.demographics.faculty.race_ethnicity.black,student.demographics.faculty.race_ethnicity.hispanic,student.demographics.faculty.race_ethnicity.nhpi,student.demographics.faculty.race_ethnicity.non_resident_alien,student.demographics.faculty.race_ethnicity.unknown,student.demographics.faculty.race_ethnicity.white,student.demographics.faculty.men,student.demographics.faculty.women
100663.0,32389192.0,2001,,,0.0022,0.0322,0.0437,0.0137,,0.1672,0.0,0.741,0.3055,0.6945
100663.0,32389192.0,2002,,,,,,,,,,,,
100663.0,32389192.0,2003,,,0.0031,0.1044,0.045,0.0212,,0.0502,0.0,0.7761,0.3133,0.6867
100663.0,32389192.0,2004,,,,,,,,,,,,
100663.0,32389192.0,2005,,,0.0036,0.1119,0.047,0.0266,,0.0501,0.0,0.7609,0.3301,0.6699
100663.0,32389192.0,2006,,,,,,,,,,,,
100663.0,32389192.0,2007,,,0.0034,0.1196,0.0498,0.0268,,0.042,0.0,0.7584,0.3602,0.6398
100663.0,32389192.0,2008,16.0,,,,,,,,,,,
100663.0,32389192.0,2009,17.0,,0.003,0.1362,0.0518,0.0316,,0.0261,0.0005,0.7509,0.3735,0.6265
100663.0,32389192.0,2010,17.0,,,,,,,,,,,
100663.0,32389192.0,2011,18.0,0.001,0.0019,0.1341,0.0549,0.0321,0.0005,0.0272,0.0,0.7483,0.3848,0.6152
100663.0,32389192.0,2012,18.0,,,,,,,,,,,
100663.0,32389192.0,2013,18.0,0.0022,0.0013,0.1399,0.0602,0.0303,0.0,0.0267,0.0,0.7393,0.3948,0.6052
100663.0,32389192.0,2014,18.0,,,,,,,,,,,
100663.0,32389192.0,2015,18.0,0.0053,0.0018,0.1473,0.0569,0.0309,0.0004,0.0304,0.0,0.7271,0.3964,0.6036
100663.0,32389192.0,2016,16.0,0.0066,0.0018,0.1539,0.0576,0.033,0.0,0.0321,0.0,0.715,0.4019,0.5981
100663.0,32389192.0,2017,19.0,0.0073,0.0017,0.1524,0.0625,0.0304,0.0009,0.039,0.0004,0.7055,0.4054,0.5946
100663.0,32389192.0,2018,19.0,0.007,0.0016,0.1522,0.063,0.0307,0.0004,0.0471,0.0012,0.6968,0.4141,0.5859
100663.0,32389192.0,2019,19.0,0.0071,0.0016,0.155,0.0614,0.0309,0.0004,0.0543,0.0004,0.6889,0.4289,0.5711
100663.0,32389192.0,2020,20.0,0.0067,0.002,0.1564,0.0601,0.0314,0.0008,0.0597,0.0008,0.682,0.4347,0.5653
100663.0,32389192.0,2021,19.0,0.0081,0.0015,0.1575,0.0619,0.0319,0.0012,0.0569,0.0004,0.6808,0.4433,0.5567
100706.0,82495205.0,2001,,,0.0,0.125,0.0227,0.0114,,0.0189,0.0,0.822,0.3523,0.6477
100706.0,82495205.0,2002,,,,,,,,,,,,
100706.0,82495205.0,2003,,,0.0,0.1126,0.041,0.0171,,0.0375,0.0,0.7918,0.3413,0.6587
100706.0,82495205.0,2004,,,,,,,,,,,,
100706.0,82495205.0,2005,,,0.0033,0.1171,0.0468,0.0134,,0.0334,0.0,0.786,0.3612,0.6388
100706.0,82495205.0,2006,,,,,,,,,,,,
100706.0,82495205.0,2007,,,0.0033,0.1115,0.0492,0.0197,,0.059,0.0,0.7574,0.3574,0.6426
100706.0,82495205.0,2008,16.0,,,,,,,,,,,
100706.0,82495205.0,2009,17.0,,0.0032,0.1374,0.0575,0.0192,,0.0224,0.0,0.7604,0.3706,0.6294
100706.0,82495205.0,2010,16.0,,,,,,,,,,,
100706.0,82495205.0,2011,16.0,0.0,0.0,0.1401,0.0478,0.0287,0.0,0.0096,0.0,0.7739,0.3631,0.6369
100706.0,82495205.0,2012,16.0,,,,,,,,,,,
100706.0,82495205.0,2013,16.0,0.0,0.0032,0.1474,0.0449,0.0224,0.0,0.0288,0.0,0.7532,0.3878,0.6122
100706.0,82495205.0,2014,16.0,,,,,,,,,,,
100706.0,82495205.0,2015,16.0,0.0031,0.0,0.1558,0.0405,0.0249,0.0031,0.0498,0.0,0.7227,0.4174,0.5826
100706.0,82495205.0,2016,17.0,0.0031,0.0,0.1651,0.0367,0.0245,0.0031,0.0336,0.0,0.7339,0.4281,0.5719
100706.0,82495205.0,2017,16.0,0.0029,0.0,0.1676,0.0462,0.0231,0.0029,0.0376,0.0,0.7197,0.448,0.552
100706.0,82495205.0,2018,17.0,0.0029,0.0,0.1729,0.049,0.0202,0.0029,0.0461,0.0,0.7061,0.4496,0.5504
100706.0,82495205.0,2019,19.0,0.0028,0.0028,0.1708,0.0551,0.022,0.0,0.0496,0.0,0.697,0.4601,0.5399
100706.0,82495205.0,2020,19.0,0.0028,0.0057,0.1785,0.051,0.0198,0.0,0.051,0.0,0.6912,0.4504,0.5496
100706.0,82495205.0,2021,19.0,0.0028,0.0085,0.1823,0.0513,0.0256,0.0,0.0484,0.0,0.6809,0.4644,0.5356
100751.0,17301866.0,2001,,,0.0034,0.0394,0.0427,0.0101,,0.0247,0.0,0.8796,0.3307,0.6693
100751.0,17301866.0,2002,,,,,,,,,,,,
100751.0,17301866.0,2003,,,0.0022,0.0412,0.0477,0.0087,,0.0239,0.0,0.8764,0.3525,0.6475
100751.0,17301866.0,2004,,,,,,,,,,,,
100751.0,17301866.0,2005,,,0.0011,0.0499,0.0586,0.013,,0.0249,0.0,0.8525,0.3688,0.6312
100751.0,17301866.0,2006,,,,,,,,,,,,
100751.0,17301866.0,2007,,,0.001,0.0476,0.0554,0.0146,,0.035,0.0,0.8465,0.3936,0.6064
100751.0,17301866.0,2008,22.0,,,,,,,,,,,
100751.0,17301866.0,2009,20.0,,0.0009,0.0576,0.0504,0.0171,,0.0432,0.0,0.8308,0.4158,0.5842
100751.0,17301866.0,2010,19.0,,,,,,,,,,,
100751.0,17301866.0,2011,19.0,0.0016,0.0008,0.0608,0.0542,0.0205,0.0,0.0345,0.0,0.8274,0.4248,0.5752
100751.0,17301866.0,2012,20.0,,,,,,,,,,,
100751.0,17301866.0,2013,21.0,0.0032,0.0,0.0727,0.0599,0.0232,0.0,0.028,0.0,0.8131,0.4393,0.5607
100751.0,17301866.0,2014,21.0,,,,,,,,,,,
100751.0,17301866.0,2015,24.0,0.003,0.0,0.0663,0.0572,0.0264,0.0,0.0399,0.0166,0.7907,0.436,0.564
100751.0,17301866.0,2016,23.0,0.0015,0.0007,0.0682,0.0581,0.0247,0.0,0.0428,0.0457,0.7583,0.4448,0.5552
100751.0,17301866.0,2017,23.0,0.0014,0.0028,0.0746,0.0648,0.0237,0.0014,0.0425,0.0007,0.7882,0.4509,0.5491
100751.0,17301866.0,2018,22.0,0.0027,0.0027,0.0795,0.0627,0.0249,0.0013,0.0438,0.002,0.7803,0.4522,0.5478
100751.0,17301866.0,2019,20.0,0.0039,0.0026,0.0897,0.0615,0.0268,0.002,0.0399,0.0039,0.7696,0.4542,0.5458
100751.0,17301866.0,2020,20.0,0.0053,0.0026,0.0883,0.0639,0.029,0.002,0.0448,0.002,0.762,0.4608,0.5392
100751.0,17301866.0,2021,19.0,0.0074,0.0018,0.094,0.0645,0.0283,0.0018,0.0541,0.0018,0.7462,0.4585,0.5415
100858.0,82497590.0,2001,,,0.0063,0.0744,0.0404,0.0135,,0.0,0.0,0.8655,0.2744,0.7256
100858.0,82497590.0,2002,,,,,,,,,,,,
100858.0,82497590.0,2003,,,0.0069,0.064,0.0467,0.0164,,0.0363,0.0,0.8297,0.2861,0.7139
100858.0,82497590.0,2004,,,,,,,,,,,,
100858.0,82497590.0,2005,,,0.0051,0.0723,0.0408,0.017,,0.0357,0.0,0.8291,0.2866,0.7134
100858.0,82497590.0,2006,,,,,,,,,,,,
100858.0,82497590.0,2007,,,0.0062,0.0875,0.0398,0.023,,0.0265,0.0,0.8171,0.2871,0.7129
100858.0,82497590.0,2008,18.0,,,,,,,,,,,
100858.0,82497590.0,2009,18.0,,0.0042,0.0921,0.0414,0.0253,,0.0253,0.0,0.8117,0.3269,0.6731
100858.0,82497590.0,2010,18.0,,,,,,,,,,,
100858.0,82497590.0,2011,18.0,0.0,0.0042,0.102,0.0416,0.0263,0.0,0.0212,0.0034,0.8012,0.339,0.661
100858.0,82497590.0,2012,18.0,,,,,,,,,,,
100858.0,82497590.0,2013,18.0,0.0,0.0035,0.094,0.075,0.0245,0.0,0.0217,0.007,0.7742,0.3822,0.6178
100858.0,82497590.0,2014,17.0,,,,,,,,,,,
100858.0,82497590.0,2015,19.0,0.0068,0.0075,0.0857,0.0687,0.0259,0.0007,0.0299,0.0041,0.7707,0.4048,0.5952
100858.0,82497590.0,2016,19.0,0.0098,0.0065,0.0792,0.0681,0.0288,0.0007,0.0465,0.0039,0.7564,0.4113,0.5887
100858.0,82497590.0,2017,19.0,0.0106,0.0069,0.081,0.0704,0.0274,0.0006,0.0604,0.0044,0.7383,0.4174,0.5826
100858.0,82497590.0,2018,19.0,0.0116,0.0055,0.0888,0.0693,0.0322,0.0006,0.0487,0.0067,0.7366,0.4227,0.5773
100858.0,82497590.0,2019,20.0,0.0136,0.0059,0.0939,0.0691,0.0396,0.0006,0.0461,0.0041,0.7271,0.43,0.57
100858.0,82497590.0,2020,20.0,0.0135,0.0059,0.1018,0.07,0.0383,0.0006,0.0424,0.0047,0.7228,0.4332,0.5668
100858.0,82497590.0,2021,20.0,0.0146,0.0041,0.1092,0.0637,0.0403,0.0012,0.0438,0.0053,0.7179,0.4416,0.5584
100937.0,41112366.0,2001,,,0.0,0.0101,0.0303,0.0101,,0.0101,0.0,0.9394,0.3737,0.6263
100937.0,41112366.0,2002,,,,,,,,,,,,
100937.0,41112366.0,2003,,,0.0,0.0,0.0211,0.0105,,0.0,0.0105,0.9579,0.3789,0.6211
100937.0,41112366.0,2004,,,,,,,,,,,,
100937.0,41112366.0,2005,,,0.0,0.0,0.0204,0.0102,,0.0,0.0102,0.9592,0.4082,0.5918
100937.0,41112366.0,2006,,,,,,,,,,,,
100937.0,41112366.0,2007,,,0.0,0.0,0.01,0.01,,0.0,0.0,0.98,0.44,0.56
100937.0,41112366.0,2008,12.0,,,,,,,,,,,
100937.0,41112366.0,2009,12.0,0.0091,0.0,0.0,0.0091,0.0091,0.0,0.0,0.0,0.9727,0.4273,0.5727
100937.0,41112366.0,2010,13.0,,,,,,,,,,,
100937.0,41112366.0,2011,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.625
100937.0,41112366.0,2012,13.0,,,,,,,,,,,
100937.0,41112366.0,2013,13.0,0.0,0.0,0.0349,0.0,0.0116,0.0,0.0,0.0,0.9535,0.3721,0.6279
100937.0,41112366.0,2014,13.0,,,,,,,,,,,
100937.0,41112366.0,2015,13.0,0.0,0.0,0.0323,0.0215,0.0108,0.0,0.0,0.0,0.9355,0.4301,0.5699
100937.0,41112366.0,2016,13.0,0.0105,0.0105,0.0211,0.0211,0.0105,0.0,0.0,0.0105,0.9158,0.4105,0.5895
100937.0,41112366.0,2017,13.0,0.0,0.0112,0.0225,0.0112,0.0225,0.0,0.0,0.0112,0.9213,0.4045,0.5955
100937.0,41112366.0,2018,12.0,0.0,0.0104,0.0313,0.0104,0.0104,0.0,0.0,0.0104,0.9271,0.4271,0.5729
100937.0,41112366.0,2019,11.0,0.0099,0.0099,0.0198,0.0396,0.0,0.0,0.0,0.0099,0.9109,0.4554,0.5446
100937.0,41112366.0,2020,10.0,0.0098,0.0098,0.0196,0.0392,0.0,0.0,0.0,0.0196,0.902,0.4706,0.5294
100937.0,41112366.0,2021,10.0,0.0099,0.0099,0.0198,0.0495,0.0,0.0,0.0,0.0099,0.901,0.4653,0.5347
101240.0,2799891983.0,2001,,,0.0,0.0079,0.1024,0.0,,0.0,0.0,0.8898,0.5827,0.4173
101240.0,2799891983.0,2002,,,,,,,,,,,,
101240.0,2799891983.0,2003,,,0.0,0.0135,0.0811,0.0068,,0.0,0.0,0.8986,0.5743,0.4257
101240.0,2799891983.0,2004,,,,,,,,,,,,
101240.0,2799891983.0,2005,,,0.0,0.014,0.0629,0.007,,0.0,0.0,0.9161,0.5734,0.4266
101240.0,2799891983.0,2006,,,,,,,,,,,,
101240.0,2799891983.0,2007,,,0.0,0.0205,0.0548,0.0068,,0.0,0.0,0.9178,0.5685,0.4315
101240.0,2799891983.0,2008,19.0,,,,,,,,,,,
101240.0,2799891983.0,2009,22.0,0.0,0.0,0.0196,0.0458,0.0065,0.0,0.0,0.0,0.9281,0.5556,0.4444
101240.0,2799891983.0,2010,25.0,,,,,,,,,,,
101240.0,2799891983.0,2011,26.0,0.0,0.0,0.013,0.039,0.0065,0.0,0.0,0.0,0.9416,0.5714,0.4286
101240.0,2799891983.0,2012,20.0,,,,,,,,,,,
101240.0,2799891983.0,2013,20.0,0.0133,0.0133,0.0067,0.04,0.0,0.0,0.0,0.0,0.9267,0.58,0.42
101240.0,2799891983.0,2014,18.0,,,,,,,,,,,
101240.0,2799891983.0,2015,18.0,0.0134,0.0067,0.0067,0.0403,0.0,0.0,0.0,0.0,0.9329,0.5772,0.4228
101240.0,2799891983.0,2016,18.0,0.0136,0.0068,0.0068,0.0408,0.0,0.0,0.0,0.0,0.932,0.585,0.415
101240.0,2799891983.0,2017,18.0,0.0143,0.0071,0.0071,0.0429,0.0,0.0,0.0,0.0,0.9286,0.5714,0.4286
101240.0,2799891983.0,2018,17.0,0.0144,0.0,0.0072,0.0432,0.0,0.0,0.0,0.0,0.9353,0.5683,0.4317
101240.0,2799891983.0,2019,15.0,0.0226,0.0,0.0075,0.0451,0.0075,0.0,0.0,0.0,0.9173,0.5639,0.4361
101240.0,2799891983.0,2020,15.0,0.0233,0.0,0.0078,0.0388,0.0078,0.0,0.0,0.0,0.9225,0.5426,0.4574
101240.0,2799891983.0,2021,15.0,0.024,0.0,0.008,0.032,0.024,0.0,0.0,0.0,0.912,0.52,0.48
102030.0,2800361551.0,2001,,,0.0,0.019,0.581,0.0,,0.0,0.0,0.4,0.5429,0.4571
102030.0,2800361551.0,2002,,,,,,,,,,,,
102030.0,2800361551.0,2003,,,0.0,0.0174,0.5913,0.0,,0.0,0.0,0.3913,0.5391,0.4609
102030.0,2800361551.0,2004,,,,,,,,,,,,
102030.0,2800361551.0,2005,,,0.0,0.0177,0.5929,0.0,,0.0,0.0,0.3894,0.5398,0.4602
102030.0,2800361551.0,2006,,,,,,,,,,,,
102030.0,2800361551.0,2007,,,0.0,0.0085,0.6068,0.0,,0.0,0.0,0.3846,0.547,0.453
102030.0,2800361551.0,2008,15.0,,,,,,,,,,,
102030.0,2800361551.0,2009,18.0,,0.0102,0.0102,0.5816,0.0,,0.0,0.0,0.398,0.5918,0.4082
102030.0,2800361551.0,2010,19.0,,,,,,,,,,,
102030.0,2800361551.0,2011,21.0,0.0,0.0114,0.0114,0.5455,0.0,0.0,0.0,0.1023,0.3295,0.5795,0.4205
102030.0,2800361551.0,2012,23.0,,,,,,,,,,,
102030.0,2800361551.0,2013,23.0,0.0,0.0118,0.0,0.5529,0.0,0.0,0.0,0.1529,0.2824,0.5765,0.4235
102030.0,2800361551.0,2014,20.0,,,,,,,,,,,
102030.0,2800361551.0,2015,19.0,0.0,0.0116,0.0,0.5,0.0,0.0,0.0,0.2442,0.2442,0.5698,0.4302
102030.0,2800361551.0,2016,19.0,0.0,0.0122,0.0,0.4878,0.0,0.0,0.0,0.2683,0.2317,0.6098,0.3902
102030.0,2800361551.0,2017,18.0,0.0,0.0127,0.0,0.481,0.0,0.0,0.0,0.2785,0.2278,0.6076,0.3924
102030.0,2800361551.0,2018,19.0,0.0,0.0135,0.0,0.473,0.0,0.0,0.0,0.2973,0.2162,0.6081,0.3919
102030.0,2800361551.0,2019,19.0,0.0,0.0154,0.0,0.4923,0.0,0.0,0.0,0.2615,0.2308,0.6308,0.3692
102030.0,2800361551.0,2020,14.0,0.0,0.0,0.0,0.6271,0.0,0.0,0.0,0.0,0.3729,0.6441,0.3559
102030.0,2800361551.0,2021,15.0,0.0,0.0,0.0,0.5789,0.0175,0.0,0.0,0.0175,0.386,0.6667,0.3333
102049.0,83321563.0,2001,,,0.0,0.0195,0.0428,0.0,,0.0,0.0039,0.9339,0.4125,0.5875
102049.0,83321563.0,2002,,,,,,,,,,,,
102049.0,83321563.0,2003,,,0.0,0.0152,0.0492,0.0,,0.0,0.0038,0.9318,0.4091,0.5909
102049.0,83321563.0,2004,,,,,,,,,,,,
102049.0,83321563.0,2005,,,0.0,0.018,0.054,0.0036,,0.0,0.0036,0.9209,0.4245,0.5755
102049.0,83321563.0,2006,,,,,,,,,,,,
102049.0,83321563.0,2007,,,0.0,0.0179,0.05,0.0071,,0.0,0.0036,0.9214,0.4286,0.5714
102049.0,83321563.0,2008,11.0,,,,,,,,,,,
102049.0,83321563.0,2009,12.0,0.0035,0.0,0.0142,0.0567,0.0142,0.0,0.0142,0.0035,0.8936,0.4574,0.5426
102049.0,83321563.0,2010,12.0,,,,,,,,,,,
102049.0,83321563.0,2011,11.0,0.0,0.0065,0.0163,0.0456,0.0163,0.0,0.0163,0.0065,0.8925,0.4756,0.5244
102049.0,83321563.0,2012,11.0,,,,,,,,,,,
102049.0,83321563.0,2013,12.0,0.0033,0.0067,0.0267,0.0533,0.0167,0.0,0.0133,0.0033,0.8767,0.4733,0.5267
102049.0,83321563.0,2014,12.0,,,,,,,,,,,
102049.0,83321563.0,2015,12.0,0.003,0.003,0.018,0.0601,0.015,0.0,0.012,0.009,0.8799,0.4835,0.5165
102049.0,83321563.0,2016,12.0,0.0028,0.0057,0.0199,0.0625,0.017,0.0,0.0114,0.0085,0.8722,0.5085,0.4915
102049.0,83321563.0,2017,12.0,0.0028,0.0057,0.0227,0.0822,0.017,0.0,0.0113,0.0085,0.8499,0.5354,0.4646
102049.0,83321563.0,2018,12.0,0.0028,0.0055,0.0249,0.0693,0.0111,0.0028,0.0139,0.0139,0.856,0.5152,0.4848
102049.0,83321563.0,2019,12.0,0.0054,0.0054,0.0272,0.0734,0.0109,0.0,0.0109,0.0109,0.856,0.5054,0.4946
102049.0,83321563.0,2020,12.0,0.0055,0.0055,0.0276,0.0718,0.0138,0.0,0.0166,0.0138,0.8453,0.5166,0.4834
102049.0,83321563.0,2021,12.0,0.0082,0.0055,0.0275,0.0714,0.0137,0.0,0.0165,0.011,0.8462,0.5192,0.4808
102094.0,83809506.0,2001,,,0.0077,0.0525,0.0201,0.0185,,0.0046,0.0,0.8966,0.3318,0.6682
102094.0,83809506.0,2002,,,,,,,,,,,,
102094.0,83809506.0,2003,,,0.0083,0.0803,0.0332,0.0152,,0.0055,0.0111,0.8463,0.3573,0.6427
102094.0,83809506.0,2004,,,,,,,,,,,,
102094.0,83809506.0,2005,,,0.0057,0.0857,0.0329,0.0171,,0.0,0.0229,0.8357,0.36,0.64
102094.0,83809506.0,2006,,,,,,,,,,,,
102094.0,83809506.0,2007,,,0.0095,0.0878,0.0405,0.0216,,0.0,0.0,0.8405,0.3865,0.6135
102094.0,83809506.0,2008,22.0,,,,,,,,,,,
102094.0,83809506.0,2009,22.0,0.0028,0.0041,0.0939,0.0428,0.0152,0.0014,0.0,0.0,0.8398,0.4157,0.5843
102094.0,83809506.0,2010,22.0,,,,,,,,,,,
102094.0,83809506.0,2011,21.0,0.0027,0.0,0.0866,0.0433,0.0108,0.0041,0.0,0.0,0.8525,0.4154,0.5846
102094.0,83809506.0,2012,21.0,,,,,,,,,,,
102094.0,83809506.0,2013,19.0,0.0013,0.0053,0.0901,0.0503,0.0132,0.0,0.0,0.0013,0.8384,0.4305,0.5695
102094.0,83809506.0,2014,20.0,,,,,,,,,,,
102094.0,83809506.0,2015,20.0,0.0063,0.0051,0.0964,0.0457,0.0152,0.0,0.0,0.0063,0.8249,0.4315,0.5685
102094.0,83809506.0,2016,20.0,0.009,0.0013,0.0847,0.0488,0.0128,0.0,0.0,0.0039,0.8395,0.4416,0.5584
102094.0,83809506.0,2017,18.0,0.0128,0.0013,0.0882,0.0486,0.0115,0.0,0.0,0.0038,0.8338,0.4629,0.5371
102094.0,83809506.0,2018,18.0,0.0141,0.0013,0.1023,0.0512,0.0102,0.0013,0.0,0.0038,0.8159,0.4642,0.5358
102094.0,83809506.0,2019,17.0,0.0099,0.0,0.1147,0.0518,0.0086,0.0012,0.0,0.0037,0.8101,0.4686,0.5314
102094.0,83809506.0,2020,17.0,0.0112,0.0,0.1161,0.0499,0.005,0.0012,0.0,0.0025,0.814,0.4744,0.5256
102094.0,83809506.0,2021,17.0,0.0144,0.0,0.1346,0.0493,0.006,0.0012,0.0,0.0048,0.7897,0.4808,0.5192
102234.0,50213246.0,2001,,,0.0,0.0,0.0,0.0294,,0.0,0.0,0.9706,0.4412,0.5588
102234.0,50213246.0,2002,,,,,,,,,,,,
102234.0,50213246.0,2003,,,0.0,0.0,0.0,0.0299,,0.0149,0.0,0.9552,0.3731,0.6269
102234.0,50213246.0,2004,,,,,,,,,,,,
102234.0,50213246.0,2005,,,0.0,0.0,0.0139,0.0139,,0.0139,0.0,0.9583,0.4444,0.5556
102234.0,50213246.0,2006,,,,,,,,,,,,
102234.0,50213246.0,2007,,,0.0,0.0,0.025,0.0375,,0.0625,0.0,0.875,0.4375,0.5625
102234.0,50213246.0,2008,13.0,,,,,,,,,,,
102234.0,50213246.0,2009,13.0,,0.0,0.0,0.0366,0.0488,,0.0366,0.0,0.878,0.4756,0.5244
102234.0,50213246.0,2010,15.0,,,,,,,,,,,
102234.0,50213246.0,2011,13.0,0.0,0.0,0.0119,0.0476,0.0714,0.0,0.0119,0.0,0.8571,0.5,0.5
102234.0,50213246.0,2012,13.0,,,,,,,,,,,
102234.0,50213246.0,2013,13.0,0.0,0.0,0.0,0.0274,0.0685,0.0,0.0274,0.0,0.8767,0.4247,0.5753
102234.0,50213246.0,2014,13.0,,,,,,,,,,,
102234.0,50213246.0,2015,14.0,0.0,0.0,0.0244,0.0366,0.0488,0.0,0.0122,0.0,0.878,0.4878,0.5122
102234.0,50213246.0,2016,14.0,0.0,0.0,0.0227,0.0341,0.0341,0.0,0.0227,0.0,0.8864,0.4886,0.5114
102234.0,50213246.0,2017,14.0,0.0,0.0,0.0233,0.0233,0.0465,0.0,0.0233,0.0,0.8837,0.4884,0.5116
102234.0,50213246.0,2018,13.0,0.0,0.0,0.0118,0.0235,0.0235,0.0,0.0353,0.0118,0.8941,0.4824,0.5176
102234.0,50213246.0,2019,13.0,0.0,0.0,0.0482,0.0241,0.0361,0.0,0.012,0.0,0.8795,0.494,0.506
102234.0,50213246.0,2020,13.0,0.0,0.0,0.0519,0.013,0.039,0.0,0.013,0.0,0.8831,0.4805,0.5195
102234.0,50213246.0,2021,11.0,0.0,0.0,0.0241,0.0361,0.0241,0.0,0.0241,0.012,0.8795,0.5301,0.4699
102368.0,149292303.0,2001,,,0.0,0.0214,0.0498,0.0071,,0.0,0.0249,0.8968,0.4093,0.5907
102368.0,149292303.0,2002,,,,,,,,,,,,
102368.0,149292303.0,2003,,,0.003,0.0364,0.0697,0.003,,0.0,0.0,0.8879,0.3909,0.6091
102368.0,149292303.0,2004,,,,,,,,,,,,
102368.0,149292303.0,2005,,,0.0022,0.0417,0.0899,0.0044,,0.0,0.0044,0.8575,0.4101,0.5899
102368.0,149292303.0,2006,,,,,,,,,,,,
102368.0,149292303.0,2007,,,0.0,0.0455,0.089,0.0062,,0.0,0.0083,0.8509,0.4058,0.5942
102368.0,149292303.0,2008,25.0,,,,,,,,,,,
102368.0,149292303.0,2009,22.0,,0.0019,0.0504,0.0969,0.0058,,0.0,0.0116,0.8333,0.4128,0.5872
102368.0,149292303.0,2010,20.0,,,,,,,,,,,
102368.0,149292303.0,2011,19.0,0.0,0.0,0.0587,0.0898,0.0052,0.0,0.0,0.0397,0.8066,0.4542,0.5458
102368.0,149292303.0,2012,18.0,,,,,,,,,,,
102368.0,149292303.0,2013,17.0,0.0,0.002,0.0713,0.0855,0.0,0.002,0.0,0.0,0.8391,0.4725,0.5275
102368.0,149292303.0,2014,15.0,,,,,,,,,,,
102368.0,149292303.0,2015,15.0,0.0,0.0,0.0873,0.0832,0.0,0.0021,0.0,0.0,0.8274,0.4969,0.5031
102368.0,149292303.0,2016,15.0,0.0,0.0021,0.083,0.0871,0.0,0.0021,0.0,0.0,0.8257,0.5083,0.4917
102368.0,149292303.0,2017,14.0,0.0019,0.0038,0.0133,0.0741,0.0,0.0,0.0989,0.0,0.808,0.5038,0.4962
102368.0,149292303.0,2018,16.0,0.0,0.0055,0.0185,0.0721,0.0,0.0,0.1054,0.0037,0.7948,0.5065,0.4935
102368.0,149292303.0,2019,15.0,0.0,0.0038,0.019,0.076,0.0,0.0,0.1065,0.0095,0.7852,0.5152,0.4848
102368.0,149292303.0,2020,18.0,0.0,0.0041,0.0207,0.0705,0.0,0.0,0.1058,0.0104,0.7884,0.5124,0.4876
102368.0,149292303.0,2021,16.0,0.0022,0.0044,0.0218,0.0721,0.0,0.0,0.1135,0.0109,0.7751,0.5109,0.4891
102377.0,6026837.0,2001,,,0.0042,0.1992,0.5847,0.0085,,0.0,0.0127,0.1907,0.3475,0.6525
102377.0,6026837.0,2002,,,,,,,,,,,,
102377.0,6026837.0,2003,,,0.0035,0.2085,0.583,0.0035,,0.0,0.0212,0.1802,0.3392,0.6608
102377.0,6026837.0,2004,,,,,,,,,,,,
102377.0,6026837.0,2005,,,0.0,0.2232,0.6094,0.0043,,0.0,0.0215,0.1416,0.3991,0.6009
102377.0,6026837.0,2006,,,,,,,,,,,,
102377.0,6026837.0,2007,,,0.0,0.1356,0.4763,0.0126,,0.205,0.0126,0.1577,0.3849,0.6151
102377.0,6026837.0,2008,9.0,,,,,,,,,,,
102377.0,6026837.0,2009,12.0,,0.0,0.1294,0.486,0.0105,,0.1573,0.0734,0.1434,0.3776,0.6224
102377.0,6026837.0,2010,12.0,,,,,,,,,,,
102377.0,6026837.0,2011,12.0,0.0,0.0,0.1081,0.4291,0.0068,0.0,0.1419,0.2162,0.098,0.3885,0.6115
102377.0,6026837.0,2012,12.0,,,,,,,,,,,
102377.0,6026837.0,2013,13.0,0.0,0.0,0.2901,0.5085,0.0137,0.0,0.0102,0.0171,0.1604,0.3925,0.6075
102377.0,6026837.0,2014,13.0,,,,,,,,,,,
102377.0,6026837.0,2015,14.0,0.0,0.0,0.2151,0.681,0.0036,0.0,0.0072,0.0323,0.0609,0.3728,0.6272
102377.0,6026837.0,2016,14.0,0.0,0.0,0.1389,0.6667,0.0069,0.0,0.0,0.1597,0.0278,0.3924,0.6076
102377.0,6026837.0,2017,14.0,0.0,0.0,0.1389,0.6597,0.0069,0.0104,0.0,0.1493,0.0347,0.3993,0.6007
102377.0,6026837.0,2018,14.0,0.0,0.0,0.1389,0.6632,0.0069,0.0104,0.0,0.1493,0.0313,0.4028,0.5972
102377.0,6026837.0,2019,10.0,0.0,0.0,0.2276,0.4851,0.0,0.0,0.0,0.1157,0.1716,0.4328,0.5672
102377.0,6026837.0,2020,11.0,0.0,0.0,0.2319,0.4943,0.0,0.0,0.0,0.1179,0.1559,0.4373,0.5627
102377.0,6026837.0,2021,9.0,0.0114,0.0304,0.2129,0.4981,0.0,0.0076,0.0,0.0837,0.1559,0.4335,0.5665
102553.0,147853995.0,2001,,,0.0291,0.0268,0.0112,0.0201,,0.0224,0.0022,0.8881,0.4519,0.5481
102553.0,147853995.0,2002,,,,,,,,,,,,
102553.0,147853995.0,2003,,,0.0301,0.0321,0.012,0.0181,,0.0301,0.004,0.8735,0.4699,0.5301
102553.0,147853995.0,2004,,,,,,,,,,,,
102553.0,147853995.0,2005,,,0.0365,0.0461,0.0173,0.0173,,0.025,0.0058,0.8522,0.4952,0.5048
