carnegie_id,AffiliationId,year,student.demographics.student_faculty_ratio,student.demographics.faculty.race_ethnicity.two_or_more,student.demographics.faculty.race_ethnicity.aian,student.demographics.faculty.race_ethnicity.asian,student.demographics.faculty.race_ethnicity.black,student.demographics.faculty.race_ethnicity.hispanic,student.demographics.faculty.race_ethnicity.nhpi,student.demographics.faculty.race_ethnicity.non_resident_alien,student.demographics.faculty.race_ethnicity.unknown,student.demographics.faculty.race_ethnicity.white,student.demographics.faculty.men,student.demographics.faculty.women
161253.0,7947594.0,2017,16.0,0.0088,0.0071,0.0283,0.0071,0.0124,0.0,0.1025,0.0883,0.7456,0.4011,0.5989
161253.0,7947594.0,2018,15.0,0.0083,0.0066,0.0314,0.005,0.0132,0.0,0.1188,0.1056,0.7112,0.4158,0.5842
161253.0,7947594.0,2019,15.0,0.01,0.005,0.0317,0.0083,0.0167,0.0,0.1319,0.1002,0.6962,0.4124,0.5876
161253.0,7947594.0,2020,16.0,0.0106,0.0053,0.0319,0.0071,0.016,0.0,0.1454,0.094,0.6897,0.422,0.578
161253.0,7947594.0,2021,16.0,0.0116,0.005,0.0348,0.0083,0.0199,0.0,0.144,0.0497,0.7268,0.4272,0.5728
161341.0,160136153.0,2001,,,0.0,0.0526,0.0,0.0,,0.0,0.0175,0.9298,0.386,0.614
161341.0,160136153.0,2002,,,,,,,,,,,,
161341.0,160136153.0,2003,,,0.0,0.0517,0.0,0.0,,0.0,0.0345,0.9138,0.4483,0.5517
161341.0,160136153.0,2004,,,,,,,,,,,,
161341.0,160136153.0,2005,,,0.0,0.0577,0.0,0.0,,0.0,0.0192,0.9231,0.4615,0.5385
161341.0,160136153.0,2006,,,,,,,,,,,,
161341.0,160136153.0,2007,,,0.0,0.0678,0.0169,0.0,,0.0,0.0678,0.8475,0.4237,0.5763
161341.0,160136153.0,2008,15.0,,,,,,,,,,,
161341.0,160136153.0,2009,21.0,,0.0192,0.0577,0.0192,0.0,,0.0192,0.0192,0.8654,0.4808,0.5192
161341.0,160136153.0,2010,22.0,,,,,,,,,,,
161341.0,160136153.0,2011,17.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0227,0.0455,0.8409,0.4318,0.5682
161341.0,160136153.0,2012,13.0,,,,,,,,,,,
161341.0,160136153.0,2013,14.0,0.0,0.0,0.0652,0.0,0.0,0.0,0.0,0.087,0.8478,0.4565,0.5435
161341.0,160136153.0,2014,13.0,,,,,,,,,,,
161341.0,160136153.0,2015,15.0,0.0,0.0,0.0488,0.0,0.0244,0.0,0.0,0.0,0.9268,0.4878,0.5122
161341.0,160136153.0,2016,16.0,0.0,0.0,0.05,0.0,0.025,0.0,0.0,0.0,0.925,0.475,0.525
161341.0,160136153.0,2017,15.0,0.0,0.0,0.0541,0.0,0.027,0.0,0.0,0.0,0.9189,0.4595,0.5405
161341.0,160136153.0,2018,13.0,0.0,0.0,0.0833,0.0,0.0278,0.0,0.0,0.0,0.8889,0.5,0.5
161341.0,160136153.0,2019,13.0,0.0,0.0,0.0606,0.0,0.0303,0.0,0.0606,0.0,0.8485,0.4545,0.5455
161341.0,160136153.0,2020,18.0,0.0,0.0,0.0606,0.0,0.0303,0.0,0.0909,0.0,0.8182,0.4545,0.5455
161341.0,160136153.0,2021,19.0,0.0,0.0,0.0571,0.0,0.0286,0.0,0.0857,0.0,0.8286,0.4286,0.5714
161457.0,275799156.0,2001,,,0.0,0.0201,0.0201,0.0067,,0.0,0.0,0.953,0.5503,0.4497
161457.0,275799156.0,2002,,,,,,,,,,,,
161457.0,275799156.0,2003,,,0.0057,0.0172,0.0115,0.0115,,0.0,0.0,0.954,0.477,0.523
161457.0,275799156.0,2004,,,,,,,,,,,,
161457.0,275799156.0,2005,,,0.0,0.0174,0.0058,0.0058,,0.0,0.0,0.9709,0.4709,0.5291
161457.0,275799156.0,2006,,,,,,,,,,,,
161457.0,275799156.0,2007,,,0.0,0.0398,0.0114,0.0114,,0.0,0.0341,0.9034,0.4716,0.5284
161457.0,275799156.0,2008,13.0,,,,,,,,,,,
161457.0,275799156.0,2009,13.0,,0.005,0.0249,0.005,0.005,,0.0199,0.0348,0.9055,0.5025,0.4975
161457.0,275799156.0,2010,13.0,,,,,,,,,,,
161457.0,275799156.0,2011,13.0,0.0,0.0079,0.0276,0.0039,0.0039,0.0079,0.0079,0.0236,0.9173,0.5551,0.4449
161457.0,275799156.0,2012,13.0,,,,,,,,,,,
161457.0,275799156.0,2013,13.0,0.0037,0.0074,0.0332,0.0074,0.0037,0.0037,0.0074,0.0221,0.9114,0.5572,0.4428
161457.0,275799156.0,2014,13.0,,,,,,,,,,,
161457.0,275799156.0,2015,13.0,0.0,0.0036,0.0576,0.0072,0.0072,0.0036,0.0,0.0288,0.8921,0.5396,0.4604
161457.0,275799156.0,2016,13.0,0.0,0.0034,0.0612,0.0102,0.0068,0.0034,0.0,0.0272,0.8878,0.5408,0.4592
161457.0,275799156.0,2017,13.0,0.0,0.0033,0.0633,0.01,0.0067,0.0033,0.0033,0.03,0.88,0.5667,0.4333
161457.0,275799156.0,2018,13.0,0.0032,0.0032,0.0617,0.0162,0.0065,0.0032,0.0195,0.0227,0.8636,0.5812,0.4188
161457.0,275799156.0,2019,13.0,0.0032,0.0032,0.0667,0.0063,0.0063,0.0032,0.0,0.0222,0.8889,0.5841,0.4159
161457.0,275799156.0,2020,13.0,0.0063,0.0031,0.0656,0.0063,0.0063,0.0031,0.0,0.0281,0.8813,0.5813,0.4188
161457.0,275799156.0,2021,12.0,0.006,0.003,0.0359,0.003,0.009,0.003,0.024,0.021,0.8952,0.5599,0.4401
161554.0,73443619.0,2001,,,0.0025,0.0204,0.0051,0.0076,,0.0433,0.0458,0.8753,0.4122,0.5878
161554.0,73443619.0,2002,,,,,,,,,,,,
161554.0,73443619.0,2003,,,0.0026,0.0204,0.0077,0.0102,,0.0204,0.0102,0.9286,0.4209,0.5791
161554.0,73443619.0,2004,,,,,,,,,,,,
161554.0,73443619.0,2005,,,0.0025,0.0227,0.0076,0.0101,,0.0176,0.0126,0.927,0.4358,0.5642
161554.0,73443619.0,2006,,,,,,,,,,,,
161554.0,73443619.0,2007,,,0.0026,0.0234,0.0026,0.0078,,0.0182,0.026,0.9193,0.4427,0.5573
161554.0,73443619.0,2008,16.0,,,,,,,,,,,
161554.0,73443619.0,2009,16.0,,0.0028,0.0223,0.0056,0.0084,,0.0167,0.0334,0.9109,0.4318,0.5682
161554.0,73443619.0,2010,16.0,,,,,,,,,,,
161554.0,73443619.0,2011,15.0,0.0054,0.0054,0.027,0.0,0.0108,0.0,0.0216,0.0405,0.8892,0.4622,0.5378
161554.0,73443619.0,2012,15.0,,,,,,,,,,,
161554.0,73443619.0,2013,14.0,0.0031,0.0061,0.0307,0.0031,0.0184,0.0,0.0153,0.0613,0.862,0.4816,0.5184
161554.0,73443619.0,2014,15.0,,,,,,,,,,,
161554.0,73443619.0,2015,16.0,0.0041,0.0041,0.0207,0.0041,0.0332,0.0,0.0166,0.0622,0.8548,0.4938,0.5062
161554.0,73443619.0,2016,14.0,0.0039,0.0078,0.031,0.0078,0.0349,0.0,0.0116,0.0581,0.845,0.5039,0.4961
161554.0,73443619.0,2017,14.0,0.004,0.004,0.0278,0.0159,0.0317,0.0,0.0278,0.0556,0.8333,0.5198,0.4802
161554.0,73443619.0,2018,13.0,0.0034,0.0069,0.0241,0.0206,0.0275,0.0,0.0275,0.0825,0.8076,0.5361,0.4639
161554.0,73443619.0,2019,13.0,0.0101,0.0067,0.0235,0.0134,0.0302,0.0034,0.0403,0.0638,0.8087,0.5604,0.4396
161554.0,73443619.0,2020,12.0,0.01,0.0,0.0134,0.0134,0.0368,0.0067,0.0669,0.0669,0.786,0.5452,0.4548
161554.0,73443619.0,2021,13.0,0.0068,0.0034,0.0203,0.0102,0.0373,0.0034,0.0678,0.0508,0.8,0.5322,0.4678
161572.0,875066120.0,2001,,,0.0,0.0606,0.0,0.0,,0.0,0.0,0.9394,0.3333,0.6667
161572.0,875066120.0,2002,,,,,,,,,,,,
161572.0,875066120.0,2003,,,0.0,0.0645,0.0,0.0,,0.0,0.0,0.9355,0.3226,0.6774
161572.0,875066120.0,2004,,,,,,,,,,,,
161572.0,875066120.0,2005,,,0.0,0.0714,0.0,0.0,,0.0,0.0,0.9286,0.2857,0.7143
161572.0,875066120.0,2006,,,,,,,,,,,,
161572.0,875066120.0,2007,,,0.0,0.0357,0.0,0.0,,0.0357,0.0,0.9286,0.3929,0.6071
161572.0,875066120.0,2008,15.0,,,,,,,,,,,
161572.0,875066120.0,2009,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4545,0.5455
161572.0,875066120.0,2010,12.0,,,,,,,,,,,
161572.0,875066120.0,2011,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5429,0.4571
161572.0,875066120.0,2012,11.0,,,,,,,,,,,
161572.0,875066120.0,2013,11.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0,0.0,0.9737,0.5526,0.4474
161572.0,875066120.0,2014,11.0,,,,,,,,,,,
161572.0,875066120.0,2015,12.0,0.0244,0.0,0.0,0.0,0.0488,0.0,0.0,0.0488,0.878,0.561,0.439
161572.0,875066120.0,2016,14.0,0.0204,0.0,0.0,0.0,0.0204,0.0,0.0,0.0,0.9592,0.5306,0.4694
161572.0,875066120.0,2017,15.0,0.0,0.0,0.0238,0.0,0.0238,0.0,0.0,0.0,0.9524,0.4286,0.5714
161572.0,875066120.0,2018,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.625
161572.0,875066120.0,2019,14.0,0.0,0.0,0.0222,0.0222,0.0,0.0,0.0,0.0,0.9556,0.4667,0.5333
161572.0,875066120.0,2020,15.0,0.0208,0.0,0.0,0.0208,0.0,0.0,0.0,0.1667,0.7917,0.5208,0.4792
161572.0,875066120.0,2021,27.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.9,0.45,0.55
161873.0,6059380.0,2001,,,0.0,0.0723,0.0542,0.0181,,0.0,0.0,0.8554,0.3373,0.6627
161873.0,6059380.0,2002,,,,,,,,,,,,
161873.0,6059380.0,2003,,,0.0,0.0608,0.0743,0.027,,0.0,0.0,0.8378,0.3919,0.6081
161873.0,6059380.0,2004,,,,,,,,,,,,
161873.0,6059380.0,2005,,,0.0,0.0566,0.0818,0.0189,,0.0,0.0,0.8428,0.3899,0.6101
161873.0,6059380.0,2006,,,,,,,,,,,,
161873.0,6059380.0,2007,,,0.0,0.0422,0.0904,0.0181,,0.0,0.0482,0.8012,0.4096,0.5904
161873.0,6059380.0,2008,12.0,,,,,,,,,,,
161873.0,6059380.0,2009,20.0,,0.0,0.0955,0.1124,0.0225,,0.0,0.0,0.7697,0.4326,0.5674
161873.0,6059380.0,2010,20.0,,,,,,,,,,,
161873.0,6059380.0,2011,20.0,0.0,0.0,0.0769,0.0989,0.0275,0.0,0.0,0.0275,0.7692,0.4286,0.5714
161873.0,6059380.0,2012,19.0,,,,,,,,,,,
161873.0,6059380.0,2013,16.0,0.0,0.0,0.1029,0.098,0.0245,0.0,0.0343,0.0,0.7402,0.4559,0.5441
161873.0,6059380.0,2014,15.0,,,,,,,,,,,
161873.0,6059380.0,2015,15.0,0.0,0.0,0.0846,0.0846,0.0199,0.0,0.0348,0.005,0.7711,0.4428,0.5572
161873.0,6059380.0,2016,15.0,0.0,0.0,0.0974,0.0872,0.0205,0.0,0.0308,0.0103,0.7538,0.4256,0.5744
161873.0,6059380.0,2017,14.0,0.0,0.0,0.096,0.0859,0.0303,0.0,0.0303,0.0556,0.702,0.4495,0.5505
161873.0,6059380.0,2018,14.0,0.0,0.0,0.102,0.0867,0.0357,0.0,0.0255,0.0153,0.7347,0.449,0.551
161873.0,6059380.0,2019,12.0,0.0,0.0,0.1231,0.1026,0.0462,0.0,0.0256,0.0154,0.6872,0.4564,0.5436
161873.0,6059380.0,2020,13.0,0.0,0.0,0.1192,0.1088,0.0415,0.0052,0.0259,0.0104,0.6891,0.4819,0.5181
161873.0,6059380.0,2021,11.0,0.0,0.0,0.1282,0.1179,0.041,0.0,0.0256,0.0103,0.6769,0.4872,0.5128
162007.0,324100.0,2001,,,0.0,0.0134,0.6309,0.0671,,0.0,0.0134,0.2752,0.4228,0.5772
162007.0,324100.0,2002,,,,,,,,,,,,
162007.0,324100.0,2003,,,0.0122,0.0122,0.5976,0.0488,,0.0244,0.0183,0.2866,0.4146,0.5854
162007.0,324100.0,2004,,,,,,,,,,,,
162007.0,324100.0,2005,,,0.0,0.026,0.651,0.0521,,0.0313,0.0,0.2396,0.4427,0.5573
162007.0,324100.0,2006,,,,,,,,,,,,
162007.0,324100.0,2007,,,0.0,0.0512,0.6744,0.0372,,0.0233,0.0,0.214,0.4605,0.5395
162007.0,324100.0,2008,16.0,,,,,,,,,,,
162007.0,324100.0,2009,16.0,,0.0,0.0478,0.6783,0.0391,,0.0217,0.0391,0.1739,0.4913,0.5087
162007.0,324100.0,2010,16.0,,,,,,,,,,,
162007.0,324100.0,2011,16.0,0.0,0.0487,0.0,0.7257,0.0442,0.0,0.0177,0.0044,0.1593,0.5088,0.4912
162007.0,324100.0,2012,16.0,,,,,,,,,,,
162007.0,324100.0,2013,16.0,0.0044,0.0,0.0439,0.7193,0.0439,0.0,0.0132,0.0175,0.1579,0.5044,0.4956
162007.0,324100.0,2014,16.0,,,,,,,,,,,
162007.0,324100.0,2015,16.0,0.0045,0.0,0.05,0.6955,0.0455,0.0,0.0136,0.0364,0.1545,0.5091,0.4909
162007.0,324100.0,2016,16.0,0.0045,0.0,0.0586,0.6351,0.0541,0.0,0.0135,0.0856,0.1486,0.545,0.455
162007.0,324100.0,2017,16.0,0.0047,0.0,0.0469,0.6338,0.0563,0.0,0.0141,0.0798,0.1643,0.5211,0.4789
162007.0,324100.0,2018,16.0,0.0049,0.0,0.0488,0.6146,0.0634,0.0,0.0146,0.0829,0.1707,0.5463,0.4537
162007.0,324100.0,2019,17.0,0.0045,0.0,0.0679,0.6516,0.0543,0.0,0.0136,0.0679,0.1403,0.552,0.448
162007.0,324100.0,2020,16.0,0.0044,0.0,0.0705,0.6784,0.0573,0.0,0.0132,0.0441,0.1322,0.5595,0.4405
162007.0,324100.0,2021,18.0,0.0,0.0,0.0658,0.6842,0.057,0.0,0.0132,0.0439,0.136,0.557,0.443
162283.0,47500952.0,2001,,,0.0,0.0654,0.7009,0.0,,0.028,0.028,0.1776,0.4953,0.5047
162283.0,47500952.0,2002,,,,,,,,,,,,
162283.0,47500952.0,2003,,,0.0,0.064,0.768,0.0,,0.0,0.0,0.168,0.52,0.48
162283.0,47500952.0,2004,,,,,,,,,,,,
162283.0,47500952.0,2005,,,0.0,0.0763,0.7481,0.0,,0.0076,0.0,0.1679,0.4962,0.5038
162283.0,47500952.0,2006,,,,,,,,,,,,
162283.0,47500952.0,2007,,,0.0,0.0699,0.7832,0.0,,0.007,0.007,0.1329,0.5455,0.4545
162283.0,47500952.0,2008,15.0,,,,,,,,,,,
162283.0,47500952.0,2009,14.0,,0.0,0.0566,0.761,0.0063,,0.044,0.0063,0.1258,0.5597,0.4403
162283.0,47500952.0,2010,15.0,,,,,,,,,,,
162283.0,47500952.0,2011,16.0,0.0,0.0,0.0526,0.7105,0.0066,0.0,0.0921,0.0132,0.125,0.5132,0.4868
162283.0,47500952.0,2012,14.0,,,,,,,,,,,
162283.0,47500952.0,2013,14.0,0.0154,0.0,0.0846,0.6615,0.0077,0.0,0.0615,0.0,0.1692,0.5154,0.4846
162283.0,47500952.0,2014,14.0,,,,,,,,,,,
162283.0,47500952.0,2015,13.0,0.0234,0.0,0.0625,0.6641,0.0156,0.0,0.0547,0.0,0.1797,0.5156,0.4844
162283.0,47500952.0,2016,13.0,0.0076,0.0,0.0758,0.6818,0.0152,0.0,0.053,0.0,0.1667,0.5076,0.4924
162283.0,47500952.0,2017,14.0,0.0083,0.0,0.1074,0.7025,0.0165,0.0,0.0,0.0,0.1653,0.5289,0.4711
162283.0,47500952.0,2018,13.0,0.0085,0.0,0.0847,0.678,0.0169,0.0,0.0678,0.0,0.1441,0.5508,0.4492
162283.0,47500952.0,2019,13.0,0.0081,0.0,0.0813,0.6829,0.0163,0.0,0.065,0.0,0.1463,0.5691,0.4309
162283.0,47500952.0,2020,12.0,0.0081,0.0,0.0894,0.6829,0.0163,0.0,0.065,0.0,0.1382,0.5447,0.4553
162283.0,47500952.0,2021,10.0,0.0079,0.0,0.0952,0.6905,0.0159,0.0,0.0556,0.0,0.1349,0.5238,0.4762
162584.0,152830075.0,2001,,,0.0,0.0442,0.0281,0.0241,,0.0161,0.008,0.8795,0.3695,0.6305
162584.0,152830075.0,2002,,,,,,,,,,,,
162584.0,152830075.0,2003,,,0.0,0.0377,0.0335,0.0167,,0.0251,0.0042,0.8828,0.3766,0.6234
162584.0,152830075.0,2004,,,,,,,,,,,,
162584.0,152830075.0,2005,,,0.0,0.0258,0.0343,0.0086,,0.0687,0.0043,0.8584,0.3777,0.6223
162584.0,152830075.0,2006,,,,,,,,,,,,
162584.0,152830075.0,2007,,,0.0,0.0472,0.0386,0.0086,,0.0343,0.0,0.8712,0.3734,0.6266
162584.0,152830075.0,2008,17.0,,,,,,,,,,,
162584.0,152830075.0,2009,16.0,,0.0,0.0579,0.0331,0.0165,,0.0289,0.0,0.8636,0.3884,0.6116
162584.0,152830075.0,2010,17.0,,,,,,,,,,,
162584.0,152830075.0,2011,16.0,0.0,0.0,0.0526,0.0283,0.0243,0.0,0.0283,0.0121,0.8543,0.4211,0.5789
162584.0,152830075.0,2012,16.0,,,,,,,,,,,
162584.0,152830075.0,2013,15.0,0.004,0.0,0.0595,0.0317,0.0159,0.0,0.0357,0.0278,0.8254,0.3968,0.6032
162584.0,152830075.0,2014,15.0,,,,,,,,,,,
162584.0,152830075.0,2015,16.0,0.0,0.0,0.0685,0.0444,0.0202,0.0,0.0323,0.0081,0.8266,0.4113,0.5887
162584.0,152830075.0,2016,15.0,0.0,0.0,0.0772,0.0386,0.0193,0.0,0.0386,0.0,0.8263,0.4208,0.5792
162584.0,152830075.0,2017,14.0,0.0,0.0,0.0723,0.0402,0.0201,0.0,0.0442,0.0,0.8233,0.4378,0.5622
162584.0,152830075.0,2018,15.0,0.0,0.0,0.0756,0.0462,0.0126,0.0,0.042,0.0,0.8235,0.4244,0.5756
162584.0,152830075.0,2019,15.0,0.0042,0.0,0.0966,0.042,0.0126,0.0,0.0336,0.0,0.8109,0.437,0.563
162584.0,152830075.0,2020,14.0,0.0042,0.0,0.1004,0.0502,0.0126,0.0,0.0377,0.0,0.795,0.4561,0.5439
162584.0,152830075.0,2021,13.0,0.0043,0.0,0.1121,0.0431,0.0086,0.0,0.0517,0.0,0.7802,0.4871,0.5129
162654.0,42321615.0,2001,,,0.0,0.0385,0.0385,0.0256,,0.0128,0.0,0.8846,0.6282,0.3718
162654.0,42321615.0,2002,,,,,,,,,,,,
162654.0,42321615.0,2003,,,0.0,0.0306,0.0714,0.051,,0.0,0.0,0.8469,0.6224,0.3776
162654.0,42321615.0,2004,,,,,,,,,,,,
162654.0,42321615.0,2005,,,0.0,0.0354,0.0619,0.0442,,0.0265,0.0177,0.8142,0.6106,0.3894
162654.0,42321615.0,2006,,,,,,,,,,,,
162654.0,42321615.0,2007,,,0.0,0.0236,0.063,0.0394,,0.0315,0.0394,0.8031,0.6142,0.3858
162654.0,42321615.0,2008,9.0,,,,,,,,,,,
162654.0,42321615.0,2009,9.0,,0.0,0.0385,0.0615,0.0462,,0.0,0.0,0.8538,0.6538,0.3462
162654.0,42321615.0,2010,9.0,,,,,,,,,,,
162654.0,42321615.0,2011,9.0,0.0299,0.0,0.0224,0.0746,0.0522,0.0075,0.0,0.0149,0.7985,0.6194,0.3806
162654.0,42321615.0,2012,9.0,,,,,,,,,,,
162654.0,42321615.0,2013,9.0,0.0,0.0,0.0284,0.0709,0.0496,0.0,0.0,0.0426,0.8085,0.6028,0.3972
162654.0,42321615.0,2014,9.0,,,,,,,,,,,
162654.0,42321615.0,2015,11.0,0.0288,0.0,0.036,0.0647,0.0504,0.0216,0.0,0.0,0.7986,0.5971,0.4029
162654.0,42321615.0,2016,10.0,0.0226,0.0,0.0301,0.0602,0.0526,0.015,0.0,0.0075,0.812,0.6015,0.3985
162654.0,42321615.0,2017,10.0,0.0,0.0,0.035,0.0699,0.0629,0.0,0.007,0.042,0.7832,0.5944,0.4056
162654.0,42321615.0,2018,10.0,0.0,0.0,0.031,0.0698,0.0543,0.0,0.0,0.0543,0.7907,0.5969,0.4031
162654.0,42321615.0,2019,11.0,0.0,0.0,0.0263,0.0789,0.0526,0.0,0.0,0.0351,0.807,0.614,0.386
162654.0,42321615.0,2020,9.0,0.0099,0.0,0.0396,0.1287,0.0792,0.0,0.0,0.0198,0.7228,0.6238,0.3762
162654.0,42321615.0,2021,8.0,0.0094,0.0,0.0472,0.1226,0.0755,0.0,0.0,0.0094,0.7358,0.6321,0.3679
162706.0,6376790.0,2001,,,0.0,0.0,0.0533,0.0133,,0.0,0.0133,0.92,0.4667,0.5333
162706.0,6376790.0,2002,,,,,,,,,,,,
162706.0,6376790.0,2003,,,0.0112,0.0112,0.0449,0.0112,,0.0112,0.0,0.9101,0.4831,0.5169
162706.0,6376790.0,2004,,,,,,,,,,,,
162706.0,6376790.0,2005,,,0.0,0.0,0.0612,0.0204,,0.0,0.0102,0.9082,0.5612,0.4388
162706.0,6376790.0,2006,,,,,,,,,,,,
162706.0,6376790.0,2007,,,0.0,0.01,0.04,0.01,,0.01,0.01,0.92,0.56,0.44
162706.0,6376790.0,2008,21.0,,,,,,,,,,,
162706.0,6376790.0,2009,20.0,,0.0,0.0098,0.049,0.0098,,0.0098,0.0196,0.902,0.5294,0.4706
162706.0,6376790.0,2010,21.0,,,,,,,,,,,
162706.0,6376790.0,2011,20.0,0.0,0.0,0.0099,0.0495,0.0099,0.0,0.0198,0.0,0.9109,0.5248,0.4752
162706.0,6376790.0,2012,20.0,,,,,,,,,,,
162706.0,6376790.0,2013,19.0,0.0,0.0,0.0094,0.0377,0.0189,0.0,0.0094,0.0,0.9245,0.5472,0.4528
162706.0,6376790.0,2014,20.0,,,,,,,,,,,
162706.0,6376790.0,2015,19.0,0.0,0.0,0.0189,0.0566,0.0189,0.0,0.0,0.0,0.9057,0.5943,0.4057
162706.0,6376790.0,2016,19.0,0.0,0.0,0.0189,0.0566,0.0189,0.0,0.0,0.0,0.9057,0.5943,0.4057
162706.0,6376790.0,2017,19.0,0.0,0.0,0.0288,0.0481,0.0192,0.0,0.0,0.0,0.9038,0.5865,0.4135
162706.0,6376790.0,2018,19.0,0.0,0.0,0.0286,0.0571,0.0095,0.0,0.0,0.0,0.9048,0.6381,0.3619
162706.0,6376790.0,2019,18.0,0.0,0.0,0.0093,0.0741,0.0278,0.0,0.0,0.0,0.8889,0.6296,0.3704
162706.0,6376790.0,2020,17.0,0.0,0.0,0.0374,0.0654,0.028,0.0,0.0,0.0,0.8692,0.6075,0.3925
162706.0,6376790.0,2021,15.0,0.0182,0.0,0.0364,0.0727,0.0364,0.0,0.0,0.0,0.8364,0.6182,0.3818
162760.0,87552059.0,2001,,,0.0,0.0638,0.0213,0.0106,,0.0,0.0,0.9043,0.5426,0.4574
162760.0,87552059.0,2002,,,,,,,,,,,,
162760.0,87552059.0,2003,,,0.0,0.0426,0.0319,0.0106,,0.0213,0.0,0.8936,0.5319,0.4681
162760.0,87552059.0,2004,,,,,,,,,,,,
162760.0,87552059.0,2005,,,0.0,0.1111,0.0494,0.0123,,0.0,0.0,0.8272,0.5185,0.4815
162760.0,87552059.0,2006,,,,,,,,,,,,
162760.0,87552059.0,2007,,,0.0,0.0864,0.037,0.037,,0.0,0.0,0.8395,0.5432,0.4568
162760.0,87552059.0,2008,13.0,,,,,,,,,,,
162760.0,87552059.0,2009,11.0,,0.0,0.075,0.0375,0.025,,0.025,0.0,0.8375,0.5875,0.4125
162760.0,87552059.0,2010,12.0,,,,,,,,,,,
162760.0,87552059.0,2011,12.0,0.0,0.0,0.0682,0.0455,0.0114,0.0,0.0455,0.0,0.8295,0.5795,0.4205
162760.0,87552059.0,2012,12.0,,,,,,,,,,,
162760.0,87552059.0,2013,12.0,0.0,0.0,0.0645,0.0538,0.0323,0.0,0.0108,0.0108,0.828,0.6022,0.3978
162760.0,87552059.0,2014,11.0,,,,,,,,,,,
162760.0,87552059.0,2015,11.0,0.0,0.01,0.07,0.06,0.04,0.0,0.0,0.0,0.82,0.58,0.42
162760.0,87552059.0,2016,10.0,0.0,0.0388,0.0388,0.0583,0.0485,0.0,0.0,0.0,0.8155,0.5922,0.4078
162760.0,87552059.0,2017,10.0,0.0,0.0,0.1048,0.0571,0.0476,0.0,0.0,0.0,0.7905,0.6095,0.3905
162760.0,87552059.0,2018,10.0,0.0,0.0,0.1321,0.0755,0.0377,0.0,0.0,0.0,0.7547,0.6132,0.3868
162760.0,87552059.0,2019,10.0,0.0,0.0,0.1287,0.0594,0.0396,0.0,0.0,0.0,0.7723,0.5941,0.4059
162760.0,87552059.0,2020,11.0,0.0103,0.0,0.134,0.0722,0.0412,0.0,0.0,0.0206,0.7216,0.5876,0.4124
162760.0,87552059.0,2021,10.0,0.0,0.0,0.1429,0.0714,0.0408,0.0,0.0,0.0306,0.7143,0.5918,0.4082
162928.0,145311948.0,2001,,,0.0007,0.1089,0.0358,0.0196,,0.0927,0.0,0.7423,0.3573,0.6427
162928.0,145311948.0,2002,,,,,,,,,,,,
162928.0,145311948.0,2003,,,0.0007,0.1145,0.0343,0.0178,,0.097,0.0013,0.7343,0.3653,0.6347
162928.0,145311948.0,2004,,,,,,,,,,,,
162928.0,145311948.0,2005,,,0.0009,0.1332,0.0335,0.0205,,0.0754,0.0006,0.7359,0.3593,0.6407
162928.0,145311948.0,2006,,,,,,,,,,,,
162928.0,145311948.0,2007,,,0.002,0.1317,0.0375,0.0193,,0.0666,0.0134,0.7295,0.3804,0.6196
162928.0,145311948.0,2008,11.0,,,,,,,,,,,
162928.0,145311948.0,2009,11.0,,0.0022,0.1474,0.0377,0.0206,,0.0645,0.0024,0.7252,0.3902,0.6098
162928.0,145311948.0,2010,9.0,,,,,,,,,,,
162928.0,145311948.0,2011,9.0,0.0,0.003,0.1556,0.0422,0.0231,0.0013,0.064,0.0,0.7109,0.4018,0.5982
162928.0,145311948.0,2012,10.0,,,,,,,,,,,
162928.0,145311948.0,2013,10.0,0.0,0.0036,0.1731,0.0399,0.0221,0.0012,0.0613,0.0,0.6989,0.4061,0.5939
162928.0,145311948.0,2014,9.0,,,,,,,,,,,
162928.0,145311948.0,2015,10.0,0.0034,0.0032,0.1767,0.037,0.0238,0.0009,0.066,0.0005,0.6886,0.423,0.577
162928.0,145311948.0,2016,10.0,0.0071,0.0013,0.1892,0.0441,0.032,0.0004,0.0615,0.0018,0.6625,0.4367,0.5633
162928.0,145311948.0,2017,7.0,0.0002,0.0021,0.2013,0.0469,0.0305,0.0009,0.0633,0.0,0.655,0.4456,0.5544
162928.0,145311948.0,2018,7.0,0.0076,0.0018,0.199,0.0511,0.0339,0.0002,0.0659,0.001,0.6394,0.4492,0.5508
162928.0,145311948.0,2019,6.0,0.0088,0.0024,0.1982,0.0534,0.0352,0.0004,0.0658,0.0,0.6357,0.4542,0.5458
162928.0,145311948.0,2020,6.0,0.0141,0.002,0.1989,0.0505,0.0402,0.0006,0.0674,0.0004,0.626,0.4585,0.5415
162928.0,145311948.0,2021,6.0,0.0139,0.0034,0.2029,0.0525,0.0409,0.0004,0.0674,0.0002,0.6185,0.4635,0.5365
