Year,Canonical_Name,Fuzzy_Matches,Institution_1,Institution_2
2005,Rev Edward A Malloy Csc,Rev Edward A Malloy Csc,University Of Notre Dame,University Of St Thomas Minnesota
2005,Rev Edward A Malloy Csc,Rev Edward A Malloy Csc,University Of Notre Dame,Vanderbilt University
2005,Rev Edward A Malloy Csc,Rev Edward A Malloy Csc,University Of St Thomas Minnesota,Vanderbilt University
2005,Thomas E Larkin,Thomas E Larkin,Loyola Marymount University,University Of Notre Dame
2005,Liam E Mcgee,Liam E Mcgee,Loyola Marymount University,University Of San Diego
2005,Douglas F Manchester,Douglas F Manchester,University Of San Diego,Wake Forest University
2005,Rev Paul Bernadicou,Rev Paul Bernadicou,Loyola Marymount University,University Of San Francisco
2005,Joan A Payden,Joan A Payden,Loyola Marymount University,University Of Southern California
2005,Edward P Roski,Edward P Roski,Loyola Marymount University,University Of Southern California
2005,Kathleen L Mccarthy,Kathleen L Mccarthy,Loyola Marymount University,University Of Southern California
2005,E George Mantes,E George Mantes,University Of Utah,Utah State University
2005,Maria Sweeten,Maria Sweeten,University Of Utah,Utah State University
2005,Jed H Pitcher,Jed H Pitcher,University Of Utah,Utah State University
2005,Marlon O Snow,Marlon O Snow,University Of Utah,Utah State University
2005,Richard E Kendell,Richard E Kendell,University Of Utah,Utah State University
2005,David L Maher,David L Maher,University Of Utah,Utah State University
2005,Kim R Burningham,Kim R Burningham,University Of Utah,Utah State University
2005,Bonnie Jean Beesley,Bonnie Jean Beesley,University Of Utah,Utah State University
2005,Daryl C Barrett,Daryl C Barrett,University Of Utah,Utah State University
2005,Jerry C Atkin,Jerry C Atkin,University Of Utah,Utah State University
2005,Linnea S Barney,Linnea S Barney,University Of Utah,Utah State University
2005,David J Grant,David J Grant,University Of Utah,Utah State University
2005,James S Jardine,James S Jardine,University Of Utah,Utah State University
2005,Michael R Jensen,Michael R Jensen,University Of Utah,Utah State University
2005,David J Jordan,David J Jordan,University Of Utah,Utah State University
2005,Nolan E Karras,Nolan E Karras,University Of Utah,Utah State University
2007,Max A Trevino,Max A Trevino,Andrews University,Loma Linda University
2007,Jan Paulsen,Jan Paulsen,Andrews University,Loma Linda University
2007,Dennis N Carlson,Dennis N Carlson,Andrews University,Loma Linda University
2007,Matthew Bediako,Matthew Bediako,Andrews University,Loma Linda University
2007,C Garland Dulan,C Garland Dulan,Andrews University,Loma Linda University
2007,Robert Lemon,Robert Lemon,Andrews University,Loma Linda University
2007,Robert R Bob Riley,Robert R Bob Riley,Auburn University,University Of South Alabama
2007,Rev Scott R Pilarz,Rev Scott R Pilarz,Boston College,Loyola University Chicago
2007,Robert B Lawton,Robert B Lawton,Boston College,Loyola Marymount University
2007,Rev Bradley M Schaeffer,Rev Bradley M Schaeffer,Boston College,Georgetown University
2007,Thomas H Lee,Thomas H Lee,Brandeis University,Rockefeller University
2007,E John Rosenwald,E John Rosenwald,Brandeis University,Columbia University
2007,E John Rosenwald,E John Rosenwald,Brandeis University,New York University
2007,E John Rosenwald,E John Rosenwald,Columbia University,New York University
2007,D Ronald Daniel,D Ronald Daniel,Brandeis University,Rockefeller University
2007,Jeffrey W Greenberg,Jeffrey W Greenberg,Brown University,Cornell University
2007,James F Rothenberg,James F Rothenberg,California Institute Of Technology,Harvard University
2007,Gordon M Binder,Gordon M Binder,California Institute Of Technology,Massachusetts Institute Of Technology
2007,David D Ho,David D Ho,California Institute Of Technology,Massachusetts Institute Of Technology
2007,George L Argyros,George L Argyros,California Institute Of Technology,Chapman University
2007,Peter Norton,Peter Norton,California Institute Of Technology,University Of Pennsylvania
2007,Erroll B Davis,Erroll B Davis,Carnegie Mellon University,University Of Chicago
2007,Ira J Gumberg,Ira J Gumberg,Carnegie Mellon University,University Of Pittsburgh
2007,William S Dietrich Ii,William S Dietrich Ii,Carnegie Mellon University,University Of Pittsburgh
2007,James V Mazzo,James V Mazzo,Chapman University,University Of San Diego
2007,Paul M Horn,Paul M Horn,Clarkson University,Polytechnic University
2007,James R Williams,James R Williams,Clemson University,Mercer University
2007,Sonali B Wilson,Sonali B Wilson,Clemson University,Cleveland State University
2007,Vijaya K Konangi,Vijaya K Konangi,Clemson University,Cleveland State University
2007,Cory A Booker,Cory A Booker,Columbia University,New Jersey Institute Of Technology
2007,Ruth L Gottesman,Ruth L Gottesman,Columbia University,Yeshiva University
2007,Charles O Chuck Prince,Charles O Chuck Prince,Columbia University,Cornell University
2007,Ratan N Tata,Ratan N Tata,Cornell University,University Of Southern California
2007,Paul A Gould,Paul A Gould,Cornell University,New School
2007,Robert A Belfer,Robert A Belfer,Cornell University,Yeshiva University
2007,Brooke Astor,Brooke Astor,Cornell University,Rockefeller University
2007,Kevin R Brine,Kevin R Brine,Cornell University,New York University
2007,Robert C Richardson,Robert C Richardson,Cornell University,Duke University
2007,Elizabeth D Moore,Elizabeth D Moore,Cornell University,Rochester Institute Of Technology
2007,Peter C Meinig,Peter C Meinig,Cornell University,University Of Tulsa
2007,Franci J Blassberg,Franci J Blassberg,Cornell University,New School
2007,Bruce C Ratner,Bruce C Ratner,Cornell University,Long Island University
2007,Martin Y Tang,Martin Y Tang,Cornell University,Massachusetts Institute Of Technology
2007,Russell L Carson,Russell L Carson,Dartmouth College,Rockefeller University
2007,Jeffrey P Orleans,Jeffrey P Orleans,Drexel University,Thomas Jefferson University
2007,David M Rubenstein,David M Rubenstein,Duke University,Johns Hopkins University
2007,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,Middle Tennessee State University
2007,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,Tennessee State University
2007,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,Tennessee Technological University
2007,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,University Of Memphis
2007,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,Tennessee State University
2007,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,Tennessee Technological University
2007,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,University Of Memphis
2007,J Stanley Rogers,J Stanley Rogers,Tennessee State University,Tennessee Technological University
2007,J Stanley Rogers,J Stanley Rogers,Tennessee State University,University Of Memphis
2007,J Stanley Rogers,J Stanley Rogers,Tennessee Technological University,University Of Memphis
2007,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Middle Tennessee State University
2007,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Tennessee State University
2007,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Tennessee Technological University
2007,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,University Of Memphis
2007,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,Tennessee State University
2007,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,Tennessee Technological University
2007,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,University Of Memphis
2007,Richard G Rhoda,Richard G Rhoda,Tennessee State University,Tennessee Technological University
2007,Richard G Rhoda,Richard G Rhoda,Tennessee State University,University Of Memphis
2007,Richard G Rhoda,Richard G Rhoda,Tennessee Technological University,University Of Memphis
2007,Lana Seivers,Lana Seivers,East Tennessee State University,Middle Tennessee State University
2007,Lana Seivers,Lana Seivers,East Tennessee State University,Tennessee State University
2007,Lana Seivers,Lana Seivers,East Tennessee State University,Tennessee Technological University
2007,Lana Seivers,Lana Seivers,East Tennessee State University,University Of Memphis
2007,Lana Seivers,Lana Seivers,Middle Tennessee State University,Tennessee State University
2007,Lana Seivers,Lana Seivers,Middle Tennessee State University,Tennessee Technological University
2007,Lana Seivers,Lana Seivers,Middle Tennessee State University,University Of Memphis
2007,Lana Seivers,Lana Seivers,Tennessee State University,Tennessee Technological University
2007,Lana Seivers,Lana Seivers,Tennessee State University,University Of Memphis
2007,Lana Seivers,Lana Seivers,Tennessee Technological University,University Of Memphis
2007,William H Watkins,William H Watkins,East Tennessee State University,Middle Tennessee State University
2007,William H Watkins,William H Watkins,East Tennessee State University,Tennessee State University
2007,William H Watkins,William H Watkins,East Tennessee State University,Tennessee Technological University
2007,William H Watkins,William H Watkins,East Tennessee State University,University Of Memphis
2007,William H Watkins,William H Watkins,Middle Tennessee State University,Tennessee State University
2007,William H Watkins,William H Watkins,Middle Tennessee State University,Tennessee Technological University
2007,William H Watkins,William H Watkins,Middle Tennessee State University,University Of Memphis
2007,William H Watkins,William H Watkins,Tennessee State University,Tennessee Technological University
2007,William H Watkins,William H Watkins,Tennessee State University,University Of Memphis
2007,William H Watkins,William H Watkins,Tennessee Technological University,University Of Memphis
2007,Robert P Thomas,Robert P Thomas,East Tennessee State University,Middle Tennessee State University
2007,Robert P Thomas,Robert P Thomas,East Tennessee State University,Tennessee State University
2007,Robert P Thomas,Robert P Thomas,East Tennessee State University,Tennessee Technological University
2007,Robert P Thomas,Robert P Thomas,East Tennessee State University,University Of Memphis
2007,Robert P Thomas,Robert P Thomas,Middle Tennessee State University,Tennessee State University
2007,Robert P Thomas,Robert P Thomas,Middle Tennessee State University,Tennessee Technological University
2007,Robert P Thomas,Robert P Thomas,Middle Tennessee State University,University Of Memphis
2007,Robert P Thomas,Robert P Thomas,Tennessee State University,Tennessee Technological University
2007,Robert P Thomas,Robert P Thomas,Tennessee State University,University Of Memphis
2007,Robert P Thomas,Robert P Thomas,Tennessee Technological University,University Of Memphis
2007,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,Middle Tennessee State University
2007,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,Tennessee State University
2007,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,Tennessee Technological University
2007,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,University Of Memphis
2007,Leslie Parks Pope,Leslie Parks Pope,Middle Tennessee State University,Tennessee State University
2007,Leslie Parks Pope,Leslie Parks Pope,Middle Tennessee State University,Tennessee Technological University
2007,Leslie Parks Pope,Leslie Parks Pope,Middle Tennessee State University,University Of Memphis
2007,Leslie Parks Pope,Leslie Parks Pope,Tennessee State University,Tennessee Technological University
2007,Leslie Parks Pope,Leslie Parks Pope,Tennessee State University,University Of Memphis
2007,Leslie Parks Pope,Leslie Parks Pope,Tennessee Technological University,University Of Memphis
2007,Maxine A Smith,Maxine A Smith,East Tennessee State University,Middle Tennessee State University
2007,Maxine A Smith,Maxine A Smith,East Tennessee State University,Tennessee State University
2007,Maxine A Smith,Maxine A Smith,East Tennessee State University,Tennessee Technological University
2007,Maxine A Smith,Maxine A Smith,East Tennessee State University,University Of Memphis
2007,Maxine A Smith,Maxine A Smith,Middle Tennessee State University,Tennessee State University
2007,Maxine A Smith,Maxine A Smith,Middle Tennessee State University,Tennessee Technological University
2007,Maxine A Smith,Maxine A Smith,Middle Tennessee State University,University Of Memphis
2007,Maxine A Smith,Maxine A Smith,Tennessee State University,Tennessee Technological University
2007,Maxine A Smith,Maxine A Smith,Tennessee State University,University Of Memphis
2007,Maxine A Smith,Maxine A Smith,Tennessee Technological University,University Of Memphis
2007,Fran Marcum,Fran Marcum,East Tennessee State University,Middle Tennessee State University
2007,Fran Marcum,Fran Marcum,East Tennessee State University,Tennessee State University
2007,Fran Marcum,Fran Marcum,East Tennessee State University,Tennessee Technological University
2007,Fran Marcum,Fran Marcum,East Tennessee State University,University Of Memphis
2007,Fran Marcum,Fran Marcum,Middle Tennessee State University,Tennessee State University
2007,Fran Marcum,Fran Marcum,Middle Tennessee State University,Tennessee Technological University
2007,Fran Marcum,Fran Marcum,Middle Tennessee State University,University Of Memphis
2007,Fran Marcum,Fran Marcum,Tennessee State University,Tennessee Technological University
2007,Fran Marcum,Fran Marcum,Tennessee State University,University Of Memphis
2007,Fran Marcum,Fran Marcum,Tennessee Technological University,University Of Memphis
2007,Howard Roddy,Howard Roddy,East Tennessee State University,Middle Tennessee State University
2007,Howard Roddy,Howard Roddy,East Tennessee State University,Tennessee State University
2007,Howard Roddy,Howard Roddy,East Tennessee State University,Tennessee Technological University
2007,Howard Roddy,Howard Roddy,East Tennessee State University,University Of Memphis
2007,Howard Roddy,Howard Roddy,Middle Tennessee State University,Tennessee State University
2007,Howard Roddy,Howard Roddy,Middle Tennessee State University,Tennessee Technological University
2007,Howard Roddy,Howard Roddy,Middle Tennessee State University,University Of Memphis
2007,Howard Roddy,Howard Roddy,Tennessee State University,Tennessee Technological University
2007,Howard Roddy,Howard Roddy,Tennessee State University,University Of Memphis
2007,Howard Roddy,Howard Roddy,Tennessee Technological University,University Of Memphis
2007,Judy Gooch,Judy Gooch,East Tennessee State University,Middle Tennessee State University
2007,Judy Gooch,Judy Gooch,East Tennessee State University,Tennessee Technological University
2007,Judy Gooch,Judy Gooch,East Tennessee State University,University Of Memphis
2007,Judy Gooch,Judy Gooch,Middle Tennessee State University,Tennessee Technological University
2007,Judy Gooch,Judy Gooch,Middle Tennessee State University,University Of Memphis
2007,Judy Gooch,Judy Gooch,Tennessee Technological University,University Of Memphis
2007,Ken Givens,Ken Givens,East Tennessee State University,Middle Tennessee State University
2007,Ken Givens,Ken Givens,East Tennessee State University,Tennessee State University
2007,Ken Givens,Ken Givens,East Tennessee State University,Tennessee Technological University
2007,Ken Givens,Ken Givens,East Tennessee State University,University Of Memphis
2007,Ken Givens,Ken Givens,Middle Tennessee State University,Tennessee State University
2007,Ken Givens,Ken Givens,Middle Tennessee State University,Tennessee Technological University
2007,Ken Givens,Ken Givens,Middle Tennessee State University,University Of Memphis
2007,Ken Givens,Ken Givens,Tennessee State University,Tennessee Technological University
2007,Ken Givens,Ken Givens,Tennessee State University,University Of Memphis
2007,Ken Givens,Ken Givens,Tennessee Technological University,University Of Memphis
2007,Noble Cody,Noble Cody,East Tennessee State University,Middle Tennessee State University
2007,Noble Cody,Noble Cody,East Tennessee State University,Tennessee State University
2007,Noble Cody,Noble Cody,East Tennessee State University,Tennessee Technological University
2007,Noble Cody,Noble Cody,Middle Tennessee State University,Tennessee State University
2007,Noble Cody,Noble Cody,Middle Tennessee State University,Tennessee Technological University
2007,Noble Cody,Noble Cody,Tennessee State University,Tennessee Technological University
2007,Agenia Clark,Agenia Clark,East Tennessee State University,Middle Tennessee State University
2007,Agenia Clark,Agenia Clark,East Tennessee State University,Tennessee State University
2007,Agenia Clark,Agenia Clark,East Tennessee State University,Tennessee Technological University
2007,Agenia Clark,Agenia Clark,East Tennessee State University,University Of Memphis
2007,Agenia Clark,Agenia Clark,Middle Tennessee State University,Tennessee State University
2007,Agenia Clark,Agenia Clark,Middle Tennessee State University,Tennessee Technological University
2007,Agenia Clark,Agenia Clark,Middle Tennessee State University,University Of Memphis
2007,Agenia Clark,Agenia Clark,Tennessee State University,Tennessee Technological University
2007,Agenia Clark,Agenia Clark,Tennessee State University,University Of Memphis
2007,Agenia Clark,Agenia Clark,Tennessee Technological University,University Of Memphis
2007,Phil Bredesen,Phil Bredesen,East Tennessee State University,Middle Tennessee State University
2007,Phil Bredesen,Phil Bredesen,East Tennessee State University,Tennessee State University
2007,Phil Bredesen,Phil Bredesen,East Tennessee State University,Tennessee Technological University
2007,Phil Bredesen,Phil Bredesen,East Tennessee State University,University Of Memphis
2007,Phil Bredesen,Phil Bredesen,Middle Tennessee State University,Tennessee State University
2007,Phil Bredesen,Phil Bredesen,Middle Tennessee State University,Tennessee Technological University
2007,Phil Bredesen,Phil Bredesen,Middle Tennessee State University,University Of Memphis
2007,Phil Bredesen,Phil Bredesen,Tennessee State University,Tennessee Technological University
2007,Phil Bredesen,Phil Bredesen,Tennessee State University,University Of Memphis
2007,Phil Bredesen,Phil Bredesen,Tennessee Technological University,University Of Memphis
2007,Frank Barnett,Frank Barnett,East Tennessee State University,Middle Tennessee State University
2007,Frank Barnett,Frank Barnett,East Tennessee State University,Tennessee State University
2007,Frank Barnett,Frank Barnett,East Tennessee State University,Tennessee Technological University
2007,Frank Barnett,Frank Barnett,East Tennessee State University,University Of Memphis
2007,Frank Barnett,Frank Barnett,Middle Tennessee State University,Tennessee State University
2007,Frank Barnett,Frank Barnett,Middle Tennessee State University,Tennessee Technological University
2007,Frank Barnett,Frank Barnett,Middle Tennessee State University,University Of Memphis
2007,Frank Barnett,Frank Barnett,Tennessee State University,Tennessee Technological University
2007,Frank Barnett,Frank Barnett,Tennessee State University,University Of Memphis
2007,Frank Barnett,Frank Barnett,Tennessee Technological University,University Of Memphis
2007,Jonas Kisber,Jonas Kisber,East Tennessee State University,Middle Tennessee State University
2007,Jonas Kisber,Jonas Kisber,East Tennessee State University,Tennessee State University
2007,Jonas Kisber,Jonas Kisber,East Tennessee State University,Tennessee Technological University
2007,Jonas Kisber,Jonas Kisber,East Tennessee State University,University Of Memphis
2007,Jonas Kisber,Jonas Kisber,Middle Tennessee State University,Tennessee State University
2007,Jonas Kisber,Jonas Kisber,Middle Tennessee State University,Tennessee Technological University
2007,Jonas Kisber,Jonas Kisber,Middle Tennessee State University,University Of Memphis
2007,Jonas Kisber,Jonas Kisber,Tennessee State University,Tennessee Technological University
2007,Jonas Kisber,Jonas Kisber,Tennessee State University,University Of Memphis
2007,Jonas Kisber,Jonas Kisber,Tennessee Technological University,University Of Memphis
2007,Joel I Picket,Joel I Picket,Fordham University,Yeshiva University
2007,Winston J Churchill,Winston J Churchill,Fordham University,Georgetown University
2007,William P Frank,William P Frank,Fordham University,Georgetown University
2007,Michael J Garanzini,Michael J Garanzini,Fordham University,Loyola University Chicago
2007,Elizabeth A Cowles,Elizabeth A Cowles,George Washington University,Washington State University
2007,Rev Robert L Niehoff,Rev Robert L Niehoff,Georgetown University,Saint Louis University
2007,John A Thain,John A Thain,Howard University,Massachusetts Institute Of Technology
2007,Marilyn Howard,Marilyn Howard,Idaho State University,University Of Idaho
2007,Roderick W Lewis,Roderick W Lewis,Idaho State University,University Of Idaho
2007,Blake Hall,Blake Hall,Idaho State University,University Of Idaho
2007,Craig J Duchossois,Craig J Duchossois,Illinois Institute Of Technology,University Of Chicago
2007,Judy G Hample,Judy G Hample,Indiana University Of Pennsylvania,West Chester University Of Pennsylvania
2007,Amir I Arbisser Md,Amir I Arbisser Md,Iowa State University,University Of Iowa
2007,Mary Ellen Becker,Mary Ellen Becker,Iowa State University,University Of Iowa
2007,Jenny L Connolly,Jenny L Connolly,Iowa State University,University Of Iowa
2007,Robert N Downer,Robert N Downer,Iowa State University,University Of Iowa
2007,Michael G Gartner,Michael G Gartner,Iowa State University,University Of Iowa
2007,Ruth R Harkin,Ruth R Harkin,Iowa State University,University Of Iowa
2007,Rose A Vasquez,Rose A Vasquez,Iowa State University,University Of Iowa
2007,Teresa A Wahlert,Teresa A Wahlert,Iowa State University,University Of Iowa
2007,Michael F Price,Michael F Price,Johns Hopkins University,Yeshiva University
2007,Robert J Abernethy,Robert J Abernethy,Johns Hopkins University,Loyola Marymount University
2007,David H Koch,David H Koch,Johns Hopkins University,Rockefeller University
2007,Richard Bond,Richard Bond,Kansas State University,University Of Kansas
2007,Richard Bond,Richard Bond,Kansas State University,Wichita State University
2007,Richard Bond,Richard Bond,University Of Kansas,Wichita State University
2007,Janice B Debauge,Janice B Debauge,Kansas State University,University Of Kansas
2007,Janice B Debauge,Janice B Debauge,Kansas State University,Wichita State University
2007,Janice B Debauge,Janice B Debauge,University Of Kansas,Wichita State University
2007,Franklin Gaines,Franklin Gaines,Kansas State University,University Of Kansas
2007,Franklin Gaines,Franklin Gaines,Kansas State University,Wichita State University
2007,Franklin Gaines,Franklin Gaines,University Of Kansas,Wichita State University
2007,Nelson D Galle,Nelson D Galle,Kansas State University,University Of Kansas
2007,Nelson D Galle,Nelson D Galle,Kansas State University,Wichita State University
2007,Nelson D Galle,Nelson D Galle,University Of Kansas,Wichita State University
2007,James R Grier,James R Grier,Kansas State University,University Of Kansas
2007,James R Grier,James R Grier,Kansas State University,Wichita State University
2007,James R Grier,James R Grier,University Of Kansas,Wichita State University
2007,Janie Perkins,Janie Perkins,Kansas State University,University Of Kansas
2007,Janie Perkins,Janie Perkins,Kansas State University,Wichita State University
2007,Janie Perkins,Janie Perkins,University Of Kansas,Wichita State University
2007,Donna L Shank,Donna L Shank,Kansas State University,University Of Kansas
2007,Donna L Shank,Donna L Shank,Kansas State University,Wichita State University
2007,Donna L Shank,Donna L Shank,University Of Kansas,Wichita State University
2007,Christine Downeyschmidt,Christine Downeyschmidt,Kansas State University,University Of Kansas
2007,Christine Downeyschmidt,Christine Downeyschmidt,Kansas State University,Wichita State University
2007,Christine Downeyschmidt,Christine Downeyschmidt,University Of Kansas,Wichita State University
2007,Dan Lykins,Dan Lykins,Kansas State University,University Of Kansas
2007,Dan Lykins,Dan Lykins,Kansas State University,Wichita State University
2007,Dan Lykins,Dan Lykins,University Of Kansas,Wichita State University
2007,Margaret H Marshall,Margaret H Marshall,Massachusetts Institute Of Technology,Yale University
2007,Robert B Millard,Robert B Millard,Massachusetts Institute Of Technology,New School
2007,James H Simons,James H Simons,Massachusetts Institute Of Technology,Rockefeller University
2007,Theresa M Stone,Theresa M Stone,Massachusetts Institute Of Technology,University Of North Carolina At Greensboro
2007,Raymond G Chambers,Raymond G Chambers,New Jersey Institute Of Technology,University Of Notre Dame
2007,Nancy B Peretsman,Nancy B Peretsman,New School,Princeton University
2007,William D Zabel,William D Zabel,New School,New York University
2007,Strachan Donnelley,Strachan Donnelley,New School,University Of Chicago
2007,Edward H Bersoff,Edward H Bersoff,New York University,Virginia Commonwealth University
2007,Catherine B Reynolds,Catherine B Reynolds,New York University,Vanderbilt University
2007,Henry R Silverman,Henry R Silverman,New York University,University Of Pennsylvania
2007,Tom Horne,Tom Horne,Northern Arizona University,University Of Arizona
2007,Jack B Jewett,Jack B Jewett,Northern Arizona University,University Of Arizona
2007,Anne L Mariucci,Anne L Mariucci,Northern Arizona University,University Of Arizona
2007,Dennis Deconcini,Dennis Deconcini,Northern Arizona University,University Of Arizona
2007,Christina A Palacios,Christina A Palacios,Northern Arizona University,University Of Arizona
2007,Joel Sideman,Joel Sideman,Northern Arizona University,University Of Arizona
2007,Gary Stuart,Gary Stuart,Northern Arizona University,University Of Arizona
2007,Mary Venezio,Mary Venezio,Northern Arizona University,University Of Arizona
2007,Fred Boice,Fred Boice,Northern Arizona University,University Of Arizona
2007,Robert Bulla,Robert Bulla,Northern Arizona University,University Of Arizona
2007,Ernest Calderon,Ernest Calderon,Northern Arizona University,University Of Arizona
2007,Edward Hermes,Edward Hermes,Northern Arizona University,University Of Arizona
2007,Janet Napolitano,Janet Napolitano,Northern Arizona University,University Of Arizona
2007,James D Harrel,James D Harrel,Oklahoma State University,University Of Oklahoma
2007,Bill W Burgess,Bill W Burgess,Oklahoma State University,University Of Oklahoma
2007,Julie Carson,Julie Carson,Oklahoma State University,University Of Oklahoma
2007,Cheryl P Hunter,Cheryl P Hunter,Oklahoma State University,University Of Oklahoma
2007,John Massey,John Massey,Oklahoma State University,University Of Oklahoma
2007,Joseph L Parker,Joseph L Parker,Oklahoma State University,University Of Oklahoma
2007,William Stuart Price,William Stuart Price,Oklahoma State University,University Of Oklahoma
2007,Carl R Renfro,Carl R Renfro,Oklahoma State University,University Of Oklahoma
2007,Gerald L Zahorchak,Gerald L Zahorchak,Pennsylvania State University,University Of Pittsburgh
2007,Edward G Rendell,Edward G Rendell,Pennsylvania State University,University Of Pennsylvania
2007,Edward G Rendell,Edward G Rendell,Pennsylvania State University,University Of Pittsburgh
2007,Edward G Rendell,Edward G Rendell,University Of Pennsylvania,University Of Pittsburgh
2007,Dennis J Keller,Dennis J Keller,Princeton University,University Of Chicago
2007,John O Wynne,John O Wynne,Princeton University,University Of Virginia
2007,Jon S Corzine,Jon S Corzine,New Jersey Institute Of Technology,Princeton University
2007,Jon S Corzine,Jon S Corzine,New Jersey Institute Of Technology,University Of Chicago
2007,Jon S Corzine,Jon S Corzine,Princeton University,University Of Chicago
2007,Anthony B Evnin,Anthony B Evnin,Princeton University,Rockefeller University
2007,Linda S Sanford,Linda S Sanford,Rensselaer Polytechnic Institute,St Johns University
2007,Bruce W Dunlevie,Bruce W Dunlevie,Rice University,Stanford University
2007,Robert Muse Bass,Robert Muse Bass,Rockefeller University,Stanford University
2007,Evelyn G Lipper,Evelyn G Lipper,Rockefeller University,Yeshiva University
2007,Tonnis H Tony Venhuizen,Tonnis H Tony Venhuizen,South Dakota State University,University Of South Dakota
2007,Randall K Morris,Randall K Morris,South Dakota State University,University Of South Dakota
2007,Robert T Tad Perry,Robert T Tad Perry,South Dakota State University,University Of South Dakota
2007,Carole Pagones,Carole Pagones,South Dakota State University,University Of South Dakota
2007,Dean M Krogman,Dean M Krogman,South Dakota State University,University Of South Dakota
2007,Harvey C Jewett Iv,Harvey C Jewett Iv,South Dakota State University,University Of South Dakota
2007,James O Hansen,James O Hansen,South Dakota State University,University Of South Dakota
2007,Terry D Baloun,Terry D Baloun,South Dakota State University,University Of South Dakota
2007,Kathryn Johnson,Kathryn Johnson,South Dakota State University,University Of South Dakota
2007,Joseph Neubauer,Joseph Neubauer,Tufts University,University Of Chicago
2007,William B Richardson,William B Richardson,Tufts University,University Of New Mexico
2007,M Jodi Rell,M Jodi Rell,University Of Connecticut,Yale University
2007,Thomas E Larkin,Thomas E Larkin,Loyola Marymount University,University Of Notre Dame
2007,Ira Harkavy,Ira Harkavy,University Of Pennsylvania,Widener University
2007,Douglas F Manchester,Douglas F Manchester,University Of San Diego,Wake Forest University
2007,Liam E Mcgee,Liam E Mcgee,Loyola Marymount University,University Of San Diego
2007,Kathleen L Mccarthy,Kathleen L Mccarthy,Loyola Marymount University,University Of Southern California
2007,Joan A Payden,Joan A Payden,Loyola Marymount University,University Of Southern California
2007,Edward P Roski,Edward P Roski,Loyola Marymount University,University Of Southern California
2007,Rev Edward A Malloy Csc,Rev Edward A Malloy Csc,University Of St Thomas Minnesota,Vanderbilt University
2007,Greg W Haws,Greg W Haws,University Of Utah,Utah State University
2007,James S Jardine,James S Jardine,University Of Utah,Utah State University
2007,Jed H Pitcher,Jed H Pitcher,University Of Utah,Utah State University
2007,Richard E Kendell,Richard E Kendell,University Of Utah,Utah State University
2007,Nolan E Karras,Nolan E Karras,University Of Utah,Utah State University
2007,David J Jordan,David J Jordan,University Of Utah,Utah State University
2007,Michael R Jensen,Michael R Jensen,University Of Utah,Utah State University
2007,Meghan Holbrook,Meghan Holbrook,University Of Utah,Utah State University
2007,Ali Hasnain,Ali Hasnain,University Of Utah,Utah State University
2007,David J Grant,David J Grant,University Of Utah,Utah State University
2007,Katharine Bagley Garff,Katharine Bagley Garff,University Of Utah,Utah State University
2007,Rosanita Cespedes,Rosanita Cespedes,University Of Utah,Utah State University
2007,Janet A Cannon,Janet A Cannon,University Of Utah,Utah State University
2007,Jerry C Atkin,Jerry C Atkin,University Of Utah,Utah State University
2007,Josh M Reid,Josh M Reid,University Of Utah,Utah State University
2008,Donald C Schneider,Donald C Schneider,Andrews University,Loma Linda University
2008,Jan Paulsen,Jan Paulsen,Andrews University,Loma Linda University
2008,Matthew Bediako,Matthew Bediako,Andrews University,Loma Linda University
2008,C Garland Dulan,C Garland Dulan,Andrews University,Loma Linda University
2008,Robert E Lemon,Robert E Lemon,Andrews University,Loma Linda University
2008,David Martinez,David Martinez,Arizona State University,Northern Arizona University
2008,David Martinez,David Martinez,Arizona State University,University Of Arizona
2008,David Martinez,David Martinez,Northern Arizona University,University Of Arizona
2008,Mary Venezia,Mary Venezia,Arizona State University,Northern Arizona University
2008,Mary Venezia,Mary Venezia,Arizona State University,University Of Arizona
2008,Mary Venezia,Mary Venezia,Northern Arizona University,University Of Arizona
2008,Joel Sideman,Joel Sideman,Arizona State University,Northern Arizona University
2008,Joel Sideman,Joel Sideman,Arizona State University,University Of Arizona
2008,Joel Sideman,Joel Sideman,Northern Arizona University,University Of Arizona
2008,Christina A Palacios,Christina A Palacios,Arizona State University,Northern Arizona University
