Id,Label,Interlock_Count,AffiliationId,female_president,control,region,betweenness,closeness,eigenvector,degree,clustering
Adelphi University,Adelphi University,0.0,71965598.0,False,Private,Northeast,0.0,0.0,1.8078841598687553e-24,0,0.0
American University,American University,0.0,181401687.0,False,Private,Northeast,0.0,0.0,1.8078841598687553e-24,0,0.0
Andrews University,Andrews University,0.08695652173913043,102298084.0,False,Private,Midwest,0.0,0.005376344086021506,3.0788212108621336e-23,1,0.0
Arizona State University,Arizona State University,1.80909090909091,55732556.0,False,Public,West,0.0,0.010752688172043012,6.802915507428415e-09,2,0.9352978616456158
Auburn University,Auburn University,0.16666666666666666,82497590.0,False,Public,South,0.0,0.005376344086021506,3.4147699192719223e-22,1,0.0
Ball State University,Ball State University,0.0,198089087.0,False,Public,Midwest,0.0,0.0,1.8078841598687553e-24,0,0.0
Baylor University,Baylor University,0.0,157394403.0,False,Private,South,0.0,0.0,1.8078841598687553e-24,0,0.0
Biola University,Biola University,0.0,152479009.0,False,Private,West,0.0,0.0,1.8078841598687553e-24,0,0.0
Boston College,Boston College,0.03333333333333333,103531236.0,False,Private,Northeast,0.0,0.05384309040223018,2.903971207651542e-23,1,0.0
Boston University,Boston University,0.018867924528301886,111088046.0,False,Private,Northeast,0.0,0.056347420188380425,1.1227107937796528e-23,1,0.0
Bowling Green State University,Bowling Green State University,0.0,157417397.0,False,Public,Midwest,0.0,0.0,1.8078841598687553e-24,0,0.0
Brandeis University,Brandeis University,0.027777777777777776,6902469.0,False,Private,Northeast,0.0,0.05173535376726743,1.2928385443007815e-23,1,0.0
Brigham Young University,Brigham Young University,0.0,100005738.0,False,Private,West,0.0,0.0,1.8078841598687553e-24,0,0.0
Brown University,Brown University,0.1103021978021978,27804330.0,False,Private,Northeast,0.005579773321708805,0.06293348228832099,3.721380585438404e-23,3,0.0
California Institute Of Technology,California Institute Of Technology,0.05399719495091164,122411786.0,False,Private,West,0.002964254577157803,0.05173535376726743,1.8910204572383866e-23,2,0.0
Carnegie Mellon University,Carnegie Mellon University,0.21612598527783203,74973139.0,False,Private,Northeast,0.014123801220575414,0.0581505376344086,1.2713464874425764e-20,4,0.0
Case Western Reserve University,Case Western Reserve University,0.047619047619047616,58956616.0,False,Private,Midwest,0.0,0.020264681555004136,1.2974679702403146e-06,1,0.0
Catholic University Of America,Catholic University Of America,0.02564102564102564,84470341.0,False,Private,Northeast,0.0,0.009677419354838708,7.226107493079463e-24,1,0.0
Central Michigan University,Central Michigan University,0.0,1629065.0,False,Public,Midwest,0.0,0.0,1.8078841598687553e-24,0,0.0
Chapman University,Chapman University,0.021739130434782608,185071736.0,False,Private,West,0.0,0.043788055447596834,6.338682579402375e-24,1,0.0
Clark Atlanta University,Clark Atlanta University,0.0,52064589.0,False,Private,South,0.0,0.0,1.8078841598687553e-24,0,0.0
Clark University,Clark University,0.0,130785548.0,False,Private,Northeast,0.0,0.0,1.8078841598687553e-24,0,0.0
Clarkson University,Clarkson University,0.0,16944753.0,False,Private,Northeast,0.0,0.0,1.8078841598687553e-24,0,0.0
Clemson University,Clemson University,0.0,8078737.0,False,Public,South,0.0,0.0,1.8078841598687553e-24,0,0.0
Cleveland State University,Cleveland State University,2.56892230576441,102607778.0,True,Public,Midwest,0.0,0.03293010752688172,7.584679673542562e-05,6,0.4433469110737292
College Of William And Mary,College Of William And Mary,0.0,16285277.0,False,Public,South,0.0,0.0,1.8078841598687553e-24,0,0.0
Colorado School Of Mines,Colorado School Of Mines,0.0,167576493.0,False,Public,West,0.0,0.0,1.8078841598687553e-24,0,0.0
Columbia University,Columbia University,0.041666666666666664,78577930.0,False,Private,Northeast,0.0,0.06490015360983102,2.5430275964087333e-23,1,0.0
Cornell University,Cornell University,0.02857142857142857,205783295.0,False,Private,Northeast,0.0,0.005376344086021506,4.7113147345121376e-24,1,0.0
Creighton University,Creighton University,0.03333333333333333,114493937.0,False,Private,Midwest,0.0,0.05384309040223018,2.903971207651542e-23,1,0.0
Dartmouth College,Dartmouth College,0.0625,107672454.0,False,Private,Northeast,0.0,0.06160014579916165,9.440809308015887e-23,1,0.0
Drexel University,Drexel University,0.0,72816309.0,False,Private,Northeast,0.0,0.0,1.8078841598687553e-24,0,0.0
Duke University,Duke University,0.0,170897317.0,False,Private,South,0.0,0.0,1.8078841598687553e-24,0,0.0
Duquesne University,Duquesne University,0.06976744186046512,165102784.0,False,Private,Northeast,0.0,0.0482977887328975,2.600494072972909e-21,1,0.0
East Carolina University,East Carolina University,0.0,186335123.0,False,Public,South,0.0,0.0,1.8078841598687553e-24,0,0.0
East Tennessee State University,East Tennessee State University,3.947368421052636,119443389.0,False,Public,South,0.0,0.021505376344086023,0.45385130762828313,4,0.9763492115678579
Eastern Michigan University,Eastern Michigan University,0.0,138216421.0,False,Public,Midwest,0.0,0.0,1.8078841598687553e-24,0,0.0
Emory University,Emory University,0.0,150468666.0,False,Private,South,0.0,0.0,1.8078841598687553e-24,0,0.0
Florida Institute Of Technology,Florida Institute Of Technology,0.0,106959904.0,True,Private,South,0.0,0.0,1.8078841598687553e-24,0,0.0
Fordham University,Fordham University,0.05718954248366013,164389053.0,False,Private,Northeast,0.002964254577157803,0.06320710612435718,4.988771258699802e-23,2,0.0
Gallaudet University,Gallaudet University,0.0,66108857.0,False,Private,Northeast,0.0,0.0,1.8078841598687553e-24,0,0.0
George Mason University,George Mason University,0.0,162714631.0,False,Public,South,0.0,0.0,1.8078841598687553e-24,0,0.0
George Washington University,George Washington University,0.02857142857142857,193531525.0,False,Private,Northeast,0.0,0.05384309040223018,1.1533619048929649e-23,1,0.0
