Id,Label,Interlock_Count,AffiliationId,female_president,control,region,betweenness,closeness,eigenvector,degree,clustering
Adelphi University,Adelphi University,0.037037037037037035,71965598.0,True,Private,Northeast,0.0,0.00966183574879227,2.566036839233784e-19,1,0.0
American University,American University,0.0,181401687.0,True,Private,Northeast,0.0,0.0,1.5341757947131837e-32,0,0.0
Andrews University,Andrews University,0.14285714285714285,102298084.0,True,Private,Midwest,0.0,0.007246376811594203,0.707095667492295,1,0.0
Arizona State University,Arizona State University,0.0,55732556.0,False,Public,West,0.0,0.0,1.5341757947131837e-32,0,0.0
Auburn University,Auburn University,0.0625,82497590.0,False,Public,South,0.0,0.007246376811594203,3.643138389669685e-18,1,0.0
Ball State University,Ball State University,0.0,198089087.0,False,Public,Midwest,0.0,0.0,1.5341757947131837e-32,0,0.0
Baylor College Of Medicine,Baylor College Of Medicine,0.12333333333333332,181547552.0,False,Private,South,0.0013752247963609435,0.031561996779388084,6.774378607383447e-05,2,0.0
Baylor University,Baylor University,0.08333333333333333,157394403.0,True,Private,South,0.0,0.024487756121939035,4.30937352415657e-05,1,0.0
Biola University,Biola University,0.0,152479009.0,False,Private,West,0.0,0.0,1.5341757947131837e-32,0,0.0
Boston College,Boston College,0.05263157894736842,103531236.0,False,Private,Northeast,0.0,0.007246376811594203,2.2324751773835434e-20,1,0.0
Boston University,Boston University,0.08333333333333333,111088046.0,False,Private,Northeast,0.0,0.007246376811594203,1.4654977093882162e-13,1,0.0
Brandeis University,Brandeis University,0.0,6902469.0,False,Private,Northeast,0.0,0.0,1.5341757947131837e-32,0,0.0
Brown University,Brown University,0.02040816326530612,27804330.0,True,Private,Northeast,0.0,0.03737604881769641,5.683609510244336e-05,1,0.0
Carnegie Mellon University,Carnegie Mellon University,0.08040816326530613,74973139.0,False,Private,Northeast,0.0013752247963609435,0.030875866414618782,0.001511209506186493,2,0.0
Case Western Reserve University,Case Western Reserve University,0.02564102564102564,58956616.0,True,Private,Midwest,0.0,0.02471395881006865,2.461650105039413e-13,1,0.0
Catholic University Of America,Catholic University Of America,0.022222222222222223,84470341.0,False,Private,Northeast,0.0,0.007246376811594203,2.498151101238581e-27,1,0.0
Central Michigan University,Central Michigan University,0.0,1629065.0,False,Public,Midwest,0.0,0.0,1.5341757947131837e-32,0,0.0
Chapman University,Chapman University,0.0,185071736.0,True,Private,West,0.0,0.0,1.5341757947131837e-32,0,0.0
Clark Atlanta University,Clark Atlanta University,0.03333333333333333,52064589.0,False,Private,South,0.0,0.02471395881006865,3.2001451365512364e-13,1,0.0
Clark University,Clark University,0.0,130785548.0,False,Private,Northeast,0.0,0.0,1.5341757947131837e-32,0,0.0
Clarkson University,Clarkson University,0.0,16944753.0,False,Private,Northeast,0.0,0.0,1.5341757947131837e-32,0,0.0
Clemson University,Clemson University,0.0,8078737.0,False,Public,South,0.0,0.0,1.5341757947131837e-32,0,0.0
College Of William And Mary,College Of William And Mary,0.0,16285277.0,False,Public,South,0.0,0.0,1.5341757947131837e-32,0,0.0
Colorado School Of Mines,Colorado School Of Mines,0.0,167576493.0,False,Public,West,0.0,0.0,1.5341757947131837e-32,0,0.0
Columbia University,Columbia University,0.0,78577930.0,False,Private,Northeast,0.0,0.0,1.5341757947131837e-32,0,0.0
Cornell University,Cornell University,0.03795202291442892,205783295.0,True,Private,Northeast,0.0,0.03838621229925578,6.562465891529286e-05,2,0.1358341704322889
Creighton University,Creighton University,0.05263157894736842,114493937.0,False,Private,Midwest,0.0,0.007246376811594203,2.2324751773835434e-20,1,0.0
Dartmouth College,Dartmouth College,0.0,107672454.0,False,Private,Northeast,0.0,0.0,1.5341757947131837e-32,0,0.0
