Id,Source,Target,Type,Weight,Year,PersonName_Source,PersonName_Target
e1089,New York University,Polytechnic Institute Of New York University,Undirected,1,2011,John Edward Sexton,John Edward Sexton
e1090,New York University,Polytechnic Institute Of New York University,Undirected,1,2011,Charles J. Hinkaty,Charles J. Hinkaty
e1091,Baylor College Of Medicine,Rice University,Undirected,1,2011,"James T. ""Jim"" Hackett","James T. ""Jim"" Hackett"
e1092,Baylor College Of Medicine,Rice University,Undirected,1,2011,"Robert Theron ""Bob"" Brockman","Robert Theron ""Bob"" Brockman"
e1093,Brown University,Rockefeller University,Undirected,1,2011,Karen M. Levy,Karen M. Levy
e1094,Georgetown University,Saint Louis University,Undirected,1,2011,"Rev. Robert L. ""Bob"" Niehoff, S.J.","Rev. Robert L. ""Bob"" Niehoff, S.J"
e1095,Catholic University Of America,Seton Hall University,Undirected,1,2011,The Most Reverend John J. Myers,The Most Reverend John J. Myers
e1096,Baylor College Of Medicine,Southern Methodist University,Undirected,1,2011,Rev. Kirbyjon H. Caldwell,Rev. Kirbyjon H. Caldwell
e1097,Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2011,Linda S. Sanford,Linda S. Sanford
e1098,Catholic University Of America,St Johns University,Undirected,1,2011,"Sister Margaret Mary Fitzpatrick, SC","Sister Margaret Mary Fitzpatrick, SC"
e1099,Rockefeller University,Stanford University,Undirected,1,2011,Robert Muse Bass,Robert Muse Bass
e1100,Rochester Institute Of Technology,Syracuse University,Undirected,1,2011,"Thomas C. Wilmot, Sr.","Thomas C. Wilmot, Sr."
e1101,Dartmouth College,Texas Christian University,Undirected,1,2011,Trevor Rees-Jones,Trevor Rees-Jones
e1102,Pennsylvania State University,Thomas Jefferson University,Undirected,1,2011,Ira M. Lubert,Ira M. Lubert
e1103,Georgetown University,University Of Chicago,Undirected,1,2011,"Thomas A. ""Tom"" Reynolds III","Thomas A. ""Tom"" Reynolds III"
e1104,Loyola University Chicago,University Of Chicago,Undirected,1,2011,Mary A. Tolan,Mary A. Tolan
e1105,Duke University,University Of Chicago,Undirected,1,2011,David M. Rubenstein,David M. Rubenstein
e1106,Johns Hopkins University,University Of Chicago,Undirected,1,2011,David M. Rubenstein,David M. Rubenstein
e1107,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2011,Craig J. Duchossois,Craig J. Duchossois
e1108,Howard University,University Of Delaware,Undirected,1,2011,"Patrick T. ""Pat"" Harker","Patrick T. ""Pat"" Harker"
e1109,Pepperdine University,University Of Pacific,Undirected,1,2011,Janice Rogers Brown,Janice Rogers Brown
e1110,Pennsylvania State University,University Of Pennsylvania,Undirected,1,2011,"Edward G. ""Ed"" Rendell","Edward G. ""Ed"" Rendell"
e1111,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2011,"Edward G. ""Ed"" Rendell","Edward G. ""Ed"" Rendell"
e1112,University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2011,"Edward G. ""Ed"" Rendell","Edward G. ""Ed"" Rendell"
e1113,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2011,Luke Ravenstahl,Luke Ravenstahl
e1114,Chapman University,University Of San Diego,Undirected,1,2011,"James V. ""Jim"" Mazzo","James V. ""Jim"" Mazzo"
e1115,Auburn University,University Of South Alabama,Undirected,1,2011,"Robert R. ""Bob"" Riley","Robert R. ""Bob"" Riley"
e1116,Cornell University,University Of Southern California,Undirected,1,2011,Ratan N. Tata,Ratan N. Tata
e1117,California Institute Of Technology,University Of Southern California,Undirected,1,2011,David L. Lee,David L. Lee
e1118,St Johns University,University Of St Thomas Minnesota,Undirected,1,2011,"Sister Carol Keehan, DC","Sister Carol Keehan, DC"
e1119,Seton Hall University,University Of St Thomas Minnesota,Undirected,1,2011,"Antoine M. Garibaldi, Ph.D","Antoine M. Garibaldi, Ph.D."
e1120,Georgetown University,University Of St Thomas Minnesota,Undirected,1,2011,John J. Fauth IV,John J. Fauth IV
e1121,University Of San Diego,University Of St Thomas Minnesota,Undirected,1,2011,"Ronald L. ""Ron"" Fowler","Ronald L. ""Ron"" Fowler"
e1122,Cornell University,University Of Tulsa,Undirected,1,2011,Peter C. Meinig.,Peter C. Meinig
e1123,Howard University,University Of Virginia,Undirected,1,2011,Sheila C. Johnson,Sheila C. Johnson
e1124,New School,University Of Virginia,Undirected,1,2011,Sheila C. Johnson,Sheila C. Johnson
e1125,University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2011,Rev. Edward A. Malloy,Rev. Edward A. Malloy
e1126,University Of Pacific,Washington University,Undirected,1,2011,Steven F. Leer,Steven F. Leer
e1127,Carnegie Mellon University,West Virginia University,Undirected,1,2011,"Raymond J. ""Ray"" Lane","Raymond J. ""Ray"" Lane"
e1128,University Of Connecticut,Yale University,Undirected,1,2011,M. Jodi Rell,M. Jodi Rell
e1129,Massachusetts Institute Of Technology,Yale University,Undirected,1,2011,Margaret H. Marshall,Margaret H. Marshall
e1130,Brown University,Howard University,Undirected,1,2011,Ruth J. Simmons,Ruth J. Simmons
e1131,Loyola Marymount University,Loyola University Chicago,Undirected,1,2011,"Rev. Paul J. Fitzgerald, S.J.","Rev. Paul J. Fitzgerald, S.J"
e1132,Loyola Marymount University,University Of Southern California,Undirected,1,2011,Kathleen L. McCarthy,Kathleen L. McCarthy
e1133,Loyola Marymount University,University Of Southern California,Undirected,1,2011,"Joan A. Payden, CFA.","Joan A. Payden, CFA"
e1134,Loyola Marymount University,University Of Southern California,Undirected,1,2011,"Edward P. Roski, Jr.","Edward P. Roski, Jr."
e1135,Baylor College Of Medicine,Baylor University,Undirected,1,2013,"William K. Robbins, Jr","William K. Robbins, Jr"
e1136,Brown University,Carnegie Mellon University,Undirected,1,2013,Steven Price,Steven Price
e1137,Brandeis University,Cornell University,Undirected,1,2013,Barton J. Winokur,Barton J. Winokur
e1138,Boston College,Creighton University,Undirected,1,2013,"Rev. William P. Leahy, S.J.","Rev. William P. Leahy, S.J."
e1139,Boston College,Creighton University,Undirected,1,2013,"Dr. Timothy R. Lannon, S.J","Dr. Timothy R. Lannon, S.J"
e1140,Clark Atlanta University,Emory University,Undirected,1,2013,Bishop B. Michael Watson,Bishop B. Michael Watson
e1141,Catholic University Of America,Fordham University,Undirected,1,2013,Mark H. Tuohey III,Mark H. Tuohey III
e1142,Boston College,Fordham University,Undirected,1,2013,Thomas J. Maloney,Thomas J. Maloney
e1143,Brandeis University,George Washington University,Undirected,1,2013,James F. Humphreys,James F. Humphreys
e1144,Duke University,Johns Hopkins University,Undirected,1,2013,David M. Rubenstein,David M. Rubenstein
e1145,Andrews University,Loma Linda University,Undirected,1,2013,Dr. Lisa M. Beardsley-Hardy.,Dr. Lisa M. Beardsley-Hardy
e1146,Andrews University,Loma Linda University,Undirected,1,2013,Daniel R. Jackson,Daniel R. Jackson
e1147,Andrews University,Loma Linda University,Undirected,1,2013,Robert E. Lemon,Robert E. Lemon
e1148,Andrews University,Loma Linda University,Undirected,1,2013,"Dr. G. T. Ng, PhD","Dr. G. T. Ng, PhD"
e1149,Andrews University,Loma Linda University,Undirected,1,2013,"Dr. Ted N. C. Wilson, PhD","Dr. Ted N. C. Wilson, PhD"
e1150,Boston College,Loyola University Chicago,Undirected,1,2013,"Rev. Bradley M. Schaeffer, S.J","Rev. Bradley M. Schaeffer, S.J"
e1151,Fordham University,Loyola University Chicago,Undirected,1,2013,"Rev. Michael J. Garanzini, S.J","Rev. Michael J. Garanzini, S.J"
e1152,Boston College,Marquette University,Undirected,1,2013,"Dr. Timothy R. Lannon, S.J","Dr. Timothy R. Lannon, S.J"
e1153,Creighton University,Marquette University,Undirected,1,2013,"Dr. Timothy R. Lannon, S.J","Dr. Timothy R. Lannon, S.J"
e1154,Harvard University,Massachusetts Institute Of Technology,Undirected,1,2013,"Dr. Eve J. Higginbotham, MD","Dr. Eve J. Higginbotham, MD"
e1155,Boston University,Massachusetts Institute Of Technology,Undirected,1,2013,"Cleve L. Killingsworth, Jr.","Cleve L. Killingsworth, Jr"
e1156,Fordham University,New School,Undirected,1,2013,Lilian Shiao-Yen Wu,Lilian Shiao-Yen Wu
e1157,Cornell University,New School,Undirected,1,2013,Paul A. Gould,Paul A. Gould
e1158,Long Island University,New York University,Undirected,1,2013,Charles Zegar,Charles Zegar
e1159,Georgetown University,New York University,Undirected,1,2013,William R. Berkley,William R. Berkley
e1160,Illinois Institute Of Technology,Northwestern University,Undirected,1,2013,Arie Steven Crown,Arie Steven Crown
e1161,Fordham University,Northwestern University,Undirected,1,2013,Dennis J. FitzSimons,Dennis J. FitzSimons
e1162,New York University,Polytechnic Institute Of New York University,Undirected,1,2013,Charles J. Hinkaty,Charles J. Hinkaty
e1163,New York University,Polytechnic Institute Of New York University,Undirected,1,2013,Jeffrey Hayden Lynford,Jeffrey Hayden Lynford
e1164,New York University,Polytechnic Institute Of New York University,Undirected,1,2013,Dr. John Edward Sexton,Dr. John Edward Sexton
e1165,Howard University,Princeton University,Undirected,1,2013,Dr. Ruth J. Simmons,Dr. Ruth J. Simmons
e1166,Carnegie Mellon University,Rensselaer Polytechnic Institute,Undirected,1,2013,William L. Meaney,William L. Meaney
e1167,Baylor College Of Medicine,Rice University,Undirected,1,2013,"James T. ""Jim"" Hackett","James T. ""Jim"" Hackett"
e1168,Baylor College Of Medicine,Rice University,Undirected,1,2013,Laura Elena Arnold,Laura Elena Arnold
e1169,New School,Rockefeller University,Undirected,1,2013,Susan M. Lyne,Susan M. Lyne
e1170,Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2013,David H. Koch,David H. Koch
e1171,Georgetown University,Saint Louis University,Undirected,1,2013,"Rev. Robert L. ""Bob"" Niehoff, S.J.","Rev. Robert L. ""Bob"" Niehoff, S.J"
e1172,Baylor University,Saint Louis University,Undirected,1,2013,"Albert C. Black, Jr","Albert C. Black, Jr."
e1173,Seton Hall University,St Johns University,Undirected,1,2013,"The Most Reverend David M. O'Connell, CM","The Most Reverend David M. O'Connell, CM"
e1174,Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2013,Linda S. Sanford,Linda S. Sanford
e1175,Depaul University,St Johns University,Undirected,1,2013,"Sister Margaret Mary Fitzpatrick, SC","Sister Margaret Mary Fitzpatrick, SC"
e1176,Rockefeller University,Stanford University,Undirected,1,2013,Robert Muse Bass,Robert Muse Bass
e1177,Rensselaer Polytechnic Institute,Syracuse University,Undirected,1,2013,Nancy Cantor,Nancy Cantor
e1178,Syracuse University,Temple University,Undirected,1,2013,Theodore A. McKee,Theodore A. McKee
e1179,Dartmouth College,Texas Christian University,Undirected,1,2013,Trevor Rees-Jones,Trevor Rees-Jones
e1180,Duke University,University Of Chicago,Undirected,1,2013,David M. Rubenstein,David M. Rubenstein
e1181,Johns Hopkins University,University Of Chicago,Undirected,1,2013,David M. Rubenstein,David M. Rubenstein
e1182,Loyola University Chicago,University Of Chicago,Undirected,1,2013,Mary Ann Tolan,Mary Ann Tolan
e1183,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2013,Craig J. Duchossois,Craig J. Duchossois
e1184,Carnegie Mellon University,University Of Notre Dame,Undirected,1,2013,James E. Rohr,James E. Rohr
e1185,Dartmouth College,University Of Notre Dame,Undirected,1,2013,Dr. Marye Anne Fox,Dr. Marye Anne Fox
e1186,Pennsylvania State University,University Of Pennsylvania,Undirected,1,2013,"Thomas ""Tom"" Corbett","Thomas ""Tom"" Corbett"
e1187,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2013,Luke Ravenstahl,Luke Ravenstahl
e1188,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2013,"Thomas ""Tom"" Corbett","Thomas ""Tom"" Corbett"
e1189,University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2013,"Thomas ""Tom"" Corbett","Thomas ""Tom"" Corbett"
e1190,Rochester Institute Of Technology,University Of Rochester,Undirected,1,2013,"Thomas S. ""Tom"" Richards","Thomas S. ""Tom"" Richards"
e1191,Rochester Institute Of Technology,University Of Rochester,Undirected,1,2013,Richard E. Sands,Richard E. Sands
e1192,Syracuse University,University Of Rochester,Undirected,1,2013,"Thomas C. Wilmot, Sr.","Thomas C. Wilmot, Sr."
e1193,Adelphi University,University Of Rochester,Undirected,1,2013,Laurence Kessler,Laurence Kessler.
e1194,Massachusetts Institute Of Technology,University Of Rochester,Undirected,1,2013,Arunas A. Chesonis,Arunas A. Chesonis
e1195,Chapman University,University Of San Diego,Undirected,1,2013,"James V. ""Jim"" Mazzo","James V. ""Jim"" Mazzo"
e1196,Cornell University,University Of Southern California,Undirected,1,2013,Ratan N. Tata,Ratan N. Tata
e1197,Boston College,University Of St Thomas Minnesota,Undirected,1,2013,"Marianne D. Short, Esq.","Marianne D. Short, Esq"
e1198,Georgetown University,University Of St Thomas Minnesota,Undirected,1,2013,John J. 'Hap' Fauth IV,"John J. ""Hap"" Fauth IV"
e1199,University Of San Diego,University Of St Thomas Minnesota,Undirected,1,2013,"Ronald L. ""Ron"" Fowler","Ronald L. ""Ron"" Fowler"
e1200,St Johns University,University Of St Thomas Minnesota,Undirected,1,2013,"Sister Carol Keehan, DC","Sister Carol Keehan, DC"
e1201,University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2013,"Rev. Edward A. Malloy, CSC","Rev. Edward A. Malloy, CSC"
e1202,University Of Pacific,Washington University,Undirected,1,2013,"Steven F. ""Steve"" Leer","Steven F. ""Steve"" Leer"
e1203,Emory University,Washington University,Undirected,1,2013,Steven H. Lipstein,Steven H. Lipstein
e1204,University Of Denver,Washington University,Undirected,1,2013,Ralph J. Nagel,Ralph J. Nagel
e1205,Massachusetts Institute Of Technology,West Virginia University,Undirected,1,2013,Dr. Charles Marstiller Vest,Dr. Charles Marstiller Vest
e1206,Carnegie Mellon University,West Virginia University,Undirected,1,2013,"Raymond J. ""Ray"" Lane","Raymond J. ""Ray"" Lane"
e1207,Brown University,Howard University,Undirected,1,2013,Dr. Ruth J. Simmons,Dr. Ruth J. Simmons
e1208,Brown University,Princeton University,Undirected,1,2013,Dr. Ruth J. Simmons,Dr. Ruth J. Simmons
e1209,Dartmouth College,Rockefeller University,Undirected,1,2013,"Dr. Holly S. Andersen, MD","Dr. Holly S. Andersen, MD"
e1210,New Jersey Institute Of Technology,Princeton University,Undirected,1,2013,"Christopher J. ""Chris"" Christie","Christopher J. ""Chris"" Christie"
e1211,Baylor College Of Medicine,Baylor University,Undirected,1,2018,Mark A. McCollum,Mark A. McCollum
e1212,Baylor College Of Medicine,Baylor University,Undirected,1,2018,"William K. Robbins, Jr","William K. Robbins, Jr"
e1213,Baylor College Of Medicine,Baylor University,Undirected,1,2018,Larry P. Heard,Larry P. Heard
e1214,Boston College,Creighton University,Undirected,1,2018,"Rev. Daniel S. Hendrickson, S.J","Rev. Daniel S. Hendrickson, S.J"
e1215,Boston College,Creighton University,Undirected,1,2018,"Rev. William P. Leahy, S.J","Rev. William P. Leahy, S.J"
e1216,Clark Atlanta University,Emory University,Undirected,1,2018,Rev. Sue Haupert-Johnson,Rev. Sue Haupert-Johnson
e1217,Case Western Reserve University,Emory University,Undirected,1,2018,Mark A. Weinberger,Mark A. Weinberger
e1218,Drexel University,Fordham University,Undirected,1,2018,Sally J. Bellet,Sally J. Bellet
e1219,Andrews University,Loma Linda University,Undirected,1,2018,"Dr. G. T. Ng, PhD","Dr. G. T. Ng, PhD"
e1220,Andrews University,Loma Linda University,Undirected,1,2018,Juan R. Prestol-Puesan,Juan R. Prestol-Puesan
e1221,Andrews University,Loma Linda University,Undirected,1,2018,"Dr. Ted N. C. Wilson, PhD","Dr. Ted N. C. Wilson, PhD"
e1222,Andrews University,Loma Linda University,Undirected,1,2018,Dr. Lisa M. Beardsley-Hardy,Dr. Lisa M. Beardsley-Hardy
e1223,Andrews University,Loma Linda University,Undirected,1,2018,Daniel R. Jackson,Daniel R. Jackson
e1224,Illinois Institute Of Technology,Loyola University Chicago,Undirected,1,2018,Kevin W. Willer,Kevin W. Willer
e1225,Loyola Marymount University,Marquette University,Undirected,1,2018,"Rev. Michael A. Zampelli, S.J","Rev. Michael A. Zampelli, S.J"
e1226,Drexel University,New Jersey Institute Of Technology,Undirected,1,2018,Philip L. Rinaldi,Philip L. Rinaldi
e1227,Long Island University,New York University,Undirected,1,2018,Charles Zegar,Charles Zegar
e1228,Illinois Institute Of Technology,Northwestern University,Undirected,1,2018,Arie Steven Crown,Arie Steven Crown
e1229,Duke University,Northwestern University,Undirected,1,2018,"Jeffrey W. ""Jeff"" Ubben","Jeffrey W. ""Jeff"" Ubben"
e1230,Duke University,Northwestern University,Undirected,1,2018,"Jay Robert ""J. B."" Pritzker","Jay Robert ""J. B."" Pritzker"
e1231,Massachusetts Institute Of Technology,Rensselaer Polytechnic Institute,Undirected,1,2018,"Dr. Shirley Ann Jackson, PhD","Dr. Shirley Ann Jackson, PhD"
e1232,Baylor College Of Medicine,Rice University,Undirected,1,2018,"James T. ""Jim"" Hackett","James T. ""Jim"" Hackett"
e1233,Cornell University,Rockefeller University,Undirected,1,2018,Linda R. Macaulay,Linda R. Macaulay
e1234,Rice University,Rockefeller University,Undirected,1,2018,"Dr. Huda Y. Zoghbi, MD","Dr. Huda Y. Zoghbi, MD"
e1235,Johns Hopkins University,Rockefeller University,Undirected,1,2018,Andreas C. Dracopoulos,Andreas C. Dracopoulos
e1236,Loyola University Chicago,Saint Louis University,Undirected,1,2018,"Rev. Robert L. ""Bob"" Niehoff, S.J","Rev. Robert L. ""Bob"" Niehoff, S.J"
e1237,Catholic University Of America,Seton Hall University,Undirected,1,2018,Cardinal Joseph Tobin,Cardinal Joseph Tobin
e1238,Georgetown University,St Johns University,Undirected,1,2018,"Sister Carol Keehan, DC","Sister Carol Keehan, DC"
e1239,Rockefeller University,Stanford University,Undirected,1,2018,Robert Muse Bass,Robert Muse Bass
e1240,Pennsylvania State University,Temple University,Undirected,1,2018,"Thomas W. ""Tom"" Wolf","Thomas W. ""Tom"" Wolf"
e1241,Pennsylvania State University,Temple University,Undirected,1,2018,Pedro A. Rivera,Pedro A. Rivera
e1242,Loyola University Chicago,University Of Chicago,Undirected,1,2018,Mary Ann Tolan,Mary Ann Tolan
e1243,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2018,Craig J. Duchossois,Craig J. Duchossois
e1244,Northwestern University,University Of Denver,Undirected,1,2018,"Deborah L. ""Deb"" DeHaas, CPA","Deborah L. ""Deb"" DeHaas, CPA"
e1245,Boston University,University Of Louisville,Undirected,1,2018,Sandra A. Frazier,Sandra A. Frazier
e1246,Carnegie Mellon University,University Of Notre Dame,Undirected,1,2018,James E. Rohr,James E. Rohr
e1247,Rockefeller University,University Of Pennsylvania,Undirected,1,2018,Michael J. Price,Michael J. Price
e1248,Pennsylvania State University,University Of Pennsylvania,Undirected,1,2018,"Thomas W. ""Tom"" Wolf","Thomas W. ""Tom"" Wolf"
e1249,Temple University,University Of Pennsylvania,Undirected,1,2018,"Thomas W. ""Tom"" Wolf","Thomas W. ""Tom"" Wolf"
e1250,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2018,Pedro A. Rivera,Pedro A. Rivera
e1251,Temple University,University Of Pittsburgh,Undirected,1,2018,Pedro A. Rivera,Pedro A. Rivera
e1252,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2018,"Thomas W. ""Tom"" Wolf","Thomas W. ""Tom"" Wolf"
e1253,Temple University,University Of Pittsburgh,Undirected,1,2018,"Thomas W. ""Tom"" Wolf","Thomas W. ""Tom"" Wolf"
e1254,University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2018,"Thomas W. ""Tom"" Wolf","Thomas W. ""Tom"" Wolf"
e1255,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2018,"Edward J. ""Ed"" Grefenstette","Edward J. ""Ed"" Grefenstette"
e1256,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2018,Ira J. Gumberg,Ira J. Gumberg
e1257,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2018,"William ""Bill"" Peduto","William ""Bill"" Peduto"
e1258,Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018,Sandra A. Parker,Sandra A. Parker
e1259,Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018,Richard E. Sands,Richard E. Sands
e1260,Adelphi University,University Of Rochester,Undirected,1,2018,Laurence Kessler,Laurence Kessler
e1261,Georgetown University,University Of San Francisco,Undirected,1,2018,"Rev. Stephen V. Sundborg, S.J.","Rev. Stephen V. Sundborg, S.J"
e1262,Auburn University,University Of South Alabama,Undirected,1,2018,Kay Ivey,Kay Ivey
e1263,Cornell University,University Of Southern California,Undirected,1,2018,Ratan N. Tata,Ratan N. Tata
e1264,Rockefeller University,University Of Southern California,Undirected,1,2018,"Dr. Miriam O. Adelson, MD","Dr. Miriam O. Adelson, MD"
e1265,Loyola University Chicago,University Of St Thomas Minnesota,Undirected,1,2018,Dr. Julie H. Sullivan,Dr. Julie H. Sullivan
e1266,Georgetown University,University Of St Thomas Minnesota,Undirected,1,2018,Dr. Antoine M. Garibaldi,Dr. Antoine M. Garibaldi
e1267,Northwestern University,Vanderbilt University,Undirected,1,2018,Jay C. Hoag,Jay C. Hoag
e1268,Emory University,Washington University,Undirected,1,2018,"Steven H. ""Steve"" Lipstein","Steven H. ""Steve"" Lipstein"
e1269,Saint Louis University,Washington University,Undirected,1,2018,"George Paz, CPA","George Paz, CPA"
e1270,Saint Louis University,Washington University,Undirected,1,2018,Robert O'Loughlin,Robert O'Loughlin
e1271,Rowan University,Widener University,Undirected,1,2018,"Dr. Barbara Chamberlain, RN","Dr. Barbara Chamberlain, RN"
e1272,University Of Connecticut,Yale University,Undirected,1,2018,"Dannel P. ""Dan"" Malloy","Dannel P. ""Dan"" Malloy"
e1273,Vanderbilt University,Yeshiva University,Undirected,1,2018,Mark Wilf,Mark Wilf
e1274,Brown University,Rockefeller University,Undirected,1,2018,Jonathan Milton Nelson,Jonathan Milton Nelson
e1275,Harvard University,University Of Chicago,Undirected,1,2018,David Mark Rubenstein,David Mark Rubenstein
e1276,New Jersey Institute Of Technology,Princeton University,Undirected,1,2018,"Christopher J. ""Chris"" Christie","Christopher J. ""Chris"" Christie"
e1277,Northwestern University,Rutgers State University Of New Jersey,Undirected,1,2018,Mark A. Angelson,Mark A. Angelson
