Id,Label,Interlock_Count,AffiliationId,female_president,control,region,betweenness,closeness,eigenvector,degree,clustering
Adelphi University,Adelphi University,0.0,71965598.0,False,Private,Northeast,0.0,0.0,3.617032755517716e-14,0,0.0
American University,American University,0.0,181401687.0,False,Private,Northeast,0.0,0.0,3.617032755517716e-14,0,0.0
Andrews University,Andrews University,0.23809523809523808,102298084.0,False,Private,Midwest,0.0,0.0051813471502590676,2.0925673904933885e-12,1,0.0
Arizona State University,Arizona State University,1.9999999999999991,55732556.0,False,Public,West,0.0,0.010362694300518135,4.203937796615058e-05,2,0.9999999999999996
Auburn University,Auburn University,0.0625,82497590.0,False,Public,South,0.0,0.0051813471502590676,1.1444643723006878e-13,1,0.0
Ball State University,Ball State University,0.0,198089087.0,False,Public,Midwest,0.0,0.0,3.617032755517716e-14,0,0.0
Baylor College Of Medicine,Baylor College Of Medicine,0.09606758832565285,181547552.0,False,Private,South,0.00026986183074265976,0.016580310880829018,1.4859501904965831e-13,3,0.0
Baylor University,Baylor University,0.03225806451612903,157394403.0,False,Private,South,0.0,0.010362694300518135,8.49582019110912e-14,1,0.0
Biola University,Biola University,0.0,152479009.0,False,Private,West,0.0,0.0,3.617032755517716e-14,0,0.0
Boise State University,Boise State University,2.0,120156002.0,False,Public,West,0.0,0.010362694300518135,4.2039377966150696e-05,2,0.9999999999999998
Boston College,Boston College,0.10070603337612324,103531236.0,False,Private,Northeast,0.013762953367875646,0.07632156139737437,2.141897784960308e-13,4,0.0
Boston University,Boston University,0.0,111088046.0,False,Private,Northeast,0.0,0.0,3.617032755517716e-14,0,0.0
Bowling Green State University,Bowling Green State University,0.0,157417397.0,False,Public,Midwest,0.0,0.0,3.617032755517716e-14,0,0.0
Brandeis University,Brandeis University,0.06869369369369369,6902469.0,False,Private,Northeast,0.0012953367875647667,0.07449350004653904,1.8436746641026113e-13,3,0.00689687826366359
Brigham Young University,Brigham Young University,0.0,100005738.0,False,Private,West,0.0,0.0,3.617032755517716e-14,0,0.0
Brown University,Brown University,0.05202702702702703,27804330.0,True,Private,Northeast,0.0008635578583765112,0.06911341393206678,1.93487520185051e-13,2,0.0
California Institute Of Technology,California Institute Of Technology,0.08708687877666789,122411786.0,False,Private,West,0.003993955094991364,0.06652628079022471,1.6693554196935327e-13,4,0.0
Carnegie Mellon University,Carnegie Mellon University,0.056771799628942486,74973139.0,False,Private,Northeast,0.011873920552677029,0.0641258479782063,1.530561901564678e-13,2,0.0
Case Western Reserve University,Case Western Reserve University,0.0,58956616.0,True,Private,Midwest,0.0,0.0,3.617032755517716e-14,0,0.0
Catholic University Of America,Catholic University Of America,0.04939024390243903,84470341.0,False,Private,Northeast,0.0,0.04803248844699622,1.0684451551505427e-13,2,0.024795072750214833
Central Michigan University,Central Michigan University,0.0,1629065.0,False,Public,Midwest,0.0,0.0,3.617032755517716e-14,0,0.0
Chapman University,Chapman University,0.04522357723577236,185071736.0,False,Private,West,0.00032383419689119167,0.05952351439125369,9.758873345969161e-14,2,0.0
Clark Atlanta University,Clark Atlanta University,0.0,52064589.0,False,Private,South,0.0,0.0,3.617032755517716e-14,0,0.0
Clark University,Clark University,0.0,130785548.0,False,Private,Northeast,0.0,0.0,3.617032755517716e-14,0,0.0
Clarkson University,Clarkson University,0.034482758620689655,16944753.0,False,Private,Northeast,0.0,0.0051813471502590676,6.888018760402716e-14,1,0.0
Clemson University,Clemson University,0.021739130434782608,8078737.0,False,Public,South,0.0,0.0051813471502590676,5.4426817498318726e-14,1,0.0
Cleveland State University,Cleveland State University,0.0,102607778.0,False,Public,Midwest,0.0,0.0,3.617032755517716e-14,0,0.0
College Of William And Mary,College Of William And Mary,0.0,16285277.0,False,Public,South,0.0,0.0,3.617032755517716e-14,0,0.0
Colorado School Of Mines,Colorado School Of Mines,0.0,167576493.0,False,Public,West,0.0,0.0,3.617032755517716e-14,0,0.0
Columbia University,Columbia University,0.07475501011215296,78577930.0,False,Private,Northeast,0.0042098445595854924,0.07361192016433148,1.6211941270222557e-13,4,0.0034484391318317944
Cornell University,Cornell University,0.08446455505279035,205783295.0,False,Private,Northeast,0.0032923143350604487,0.0727509620337545,1.7512206723218257e-13,4,0.0032679738562091504
Creighton University,Creighton University,0.027777777777777776,114493937.0,False,Private,Midwest,0.0,0.05456322152531588,7.226243274296194e-14,1,0.0
Dartmouth College,Dartmouth College,0.05555555555555555,107672454.0,False,Private,Northeast,0.0,0.06445810625788613,1.9637408621932866e-13,1,0.0
Depaul University,Depaul University,0.07692307692307693,118353179.0,False,Private,Midwest,0.0,0.0069084628670120895,2.2022178463142222e-13,1,0.0
Drexel University,Drexel University,0.02564102564102564,72816309.0,False,Private,Northeast,0.0,0.03353211457620491,6.82160867305921e-14,1,0.0
Duke University,Duke University,0.05128205128205128,170897317.0,False,Private,South,0.0,0.07108808290155441,1.4565137939830498e-13,2,0.023762469292001275
Duquesne University,Duquesne University,0.0,165102784.0,False,Private,Northeast,0.0,0.0,3.617032755517716e-14,0,0.0
East Carolina University,East Carolina University,0.0,186335123.0,False,Public,South,0.0,0.0,3.617032755517716e-14,0,0.0
East Tennessee State University,East Tennessee State University,3.928571428571433,119443389.0,False,Public,South,0.0,0.02072538860103627,0.45115644314879194,4,0.9758976374126772
Eastern Michigan University,Eastern Michigan University,0.0,138216421.0,False,Public,Midwest,0.0,0.0,3.617032755517716e-14,0,0.0
Emory University,Emory University,0.0,150468666.0,False,Private,South,0.0,0.0,3.617032755517716e-14,0,0.0
Florida Agricultural And Mechanical University,Florida Agricultural And Mechanical University,0.0,8248082.0,False,Public,South,0.0,0.0,3.617032755517716e-14,0,0.0
Florida Atlantic University,Florida Atlantic University,0.0,63772739.0,False,Public,South,0.0,0.0,3.617032755517716e-14,0,0.0
Florida Institute Of Technology,Florida Institute Of Technology,0.0,106959904.0,False,Private,South,0.0,0.0,3.617032755517716e-14,0,0.0
Florida International University,Florida International University,0.0,19700959.0,False,Public,South,0.0,0.0,3.617032755517716e-14,0,0.0
Florida State University,Florida State University,0.0,103163165.0,False,Public,South,0.0,0.0,3.617032755517716e-14,0,0.0
Fordham University,Fordham University,0.10323886639676114,164389053.0,False,Private,Northeast,0.0017810880829015542,0.07317890886924718,2.667743509013853e-13,3,0.0
Gallaudet University,Gallaudet University,0.045454545454545456,66108857.0,False,Private,Northeast,0.0,0.007772020725388601,9.926948151766302e-14,1,0.0
George Mason University,George Mason University,0.0,162714631.0,False,Public,South,0.0,0.0,3.617032755517716e-14,0,0.0
George Washington University,George Washington University,0.0,193531525.0,False,Private,Northeast,0.0,0.0,3.617032755517716e-14,0,0.0
Georgetown University,Georgetown University,0.174484052532833,184565670.0,False,Private,Northeast,0.01025474956822107,0.07317890886924718,3.2802994732252727e-13,6,0.0
Harvard University,Harvard University,0.027777777777777776,136199984.0,False,Private,Northeast,0.0,0.05293793407562562,7.958053826452946e-14,1,0.0
Hofstra University,Hofstra University,0.038461538461538464,139290212.0,False,Private,Northeast,0.0,0.06379699747575396,1.1676299495147417e-13,1,0.0
Howard University,Howard University,0.030303030303030304,137853757.0,False,Private,Northeast,0.0,0.059809685133519336,1.153738174140308e-13,1,0.0
Idaho State University,Idaho State University,2.0,106969075.0,False,Public,West,0.0,0.010362694300518135,4.2039377966150696e-05,2,0.9999999999999998
Illinois Institute Of Technology,Illinois Institute Of Technology,0.06935817805383022,180949307.0,False,Private,Midwest,0.0021049222797927462,0.06347150259067358,1.6986777761212332e-13,2,0.0
