Id,Source,Target,Type,Weight,Year
e684,Baylor College Of Medicine,Baylor University,Undirected,0.04,2013
e685,Brown University,Carnegie Mellon University,Undirected,0.020833333333333332,2013
e686,Brandeis University,Cornell University,Undirected,0.022727272727272728,2013
e687,Boston College,Creighton University,Undirected,0.05128205128205128,2013
e688,Clark Atlanta University,Emory University,Undirected,0.03571428571428571,2013
e689,Catholic University Of America,Fordham University,Undirected,0.02702702702702703,2013
e690,Boston College,Fordham University,Undirected,0.02702702702702703,2013
e691,Brandeis University,George Washington University,Undirected,0.02702702702702703,2013
e692,Duke University,Johns Hopkins University,Undirected,0.025,2013
e693,Andrews University,Loma Linda University,Undirected,0.25,2013
e694,Boston College,Loyola University Chicago,Undirected,0.022727272727272728,2013
e695,Fordham University,Loyola University Chicago,Undirected,0.02702702702702703,2013
e696,Creighton University,Marquette University,Undirected,0.03333333333333333,2013
e697,Boston College,Marquette University,Undirected,0.03333333333333333,2013
e698,Harvard University,Massachusetts Institute Of Technology,Undirected,0.020833333333333332,2013
e699,Boston University,Massachusetts Institute Of Technology,Undirected,0.024390243902439025,2013
e700,Fordham University,New School,Undirected,0.02702702702702703,2013
e701,Cornell University,New School,Undirected,0.024390243902439025,2013
e702,Long Island University,New York University,Undirected,0.02631578947368421,2013
e703,Georgetown University,New York University,Undirected,0.029411764705882353,2013
e704,Illinois Institute Of Technology,Northwestern University,Undirected,0.030303030303030304,2013
e705,Fordham University,Northwestern University,Undirected,0.02702702702702703,2013
e706,New York University,Polytechnic Institute Of New York University,Undirected,0.10714285714285714,2013
e707,Howard University,Princeton University,Undirected,0.029411764705882353,2013
e708,Carnegie Mellon University,Rensselaer Polytechnic Institute,Undirected,0.03333333333333333,2013
e709,Baylor College Of Medicine,Rice University,Undirected,0.08,2013
e710,New School,Rockefeller University,Undirected,0.024390243902439025,2013
e711,Massachusetts Institute Of Technology,Rockefeller University,Undirected,0.022222222222222223,2013
e712,Georgetown University,Saint Louis University,Undirected,0.029411764705882353,2013
e713,Baylor University,Saint Louis University,Undirected,0.04,2013
e714,Seton Hall University,St Johns University,Undirected,0.03571428571428571,2013
e715,Rensselaer Polytechnic Institute,St Johns University,Undirected,0.03571428571428571,2013
e716,Depaul University,St Johns University,Undirected,0.03571428571428571,2013
e717,Rockefeller University,Stanford University,Undirected,0.03125,2013
e718,Rensselaer Polytechnic Institute,Syracuse University,Undirected,0.03333333333333333,2013
e719,Syracuse University,Temple University,Undirected,0.02857142857142857,2013
e720,Dartmouth College,Texas Christian University,Undirected,0.023809523809523808,2013
e721,Johns Hopkins University,University Of Chicago,Undirected,0.0196078431372549,2013
e722,Duke University,University Of Chicago,Undirected,0.025,2013
e723,Loyola University Chicago,University Of Chicago,Undirected,0.022727272727272728,2013
e724,Illinois Institute Of Technology,University Of Chicago,Undirected,0.030303030303030304,2013
e725,Carnegie Mellon University,University Of Notre Dame,Undirected,0.02127659574468085,2013
e726,Dartmouth College,University Of Notre Dame,Undirected,0.023809523809523808,2013
e727,Pennsylvania State University,University Of Pennsylvania,Undirected,0.04,2013
e728,Carnegie Mellon University,University Of Pittsburgh,Undirected,0.020833333333333332,2013
e729,University Of Pennsylvania,University Of Pittsburgh,Undirected,0.017857142857142856,2013
e730,Pennsylvania State University,University Of Pittsburgh,Undirected,0.04,2013
e731,Rochester Institute Of Technology,University Of Rochester,Undirected,0.041666666666666664,2013
e732,Syracuse University,University Of Rochester,Undirected,0.020833333333333332,2013
e733,Adelphi University,University Of Rochester,Undirected,0.041666666666666664,2013
e734,Massachusetts Institute Of Technology,University Of Rochester,Undirected,0.020833333333333332,2013
e735,Chapman University,University Of San Diego,Undirected,0.03125,2013
e736,Cornell University,University Of Southern California,Undirected,0.02127659574468085,2013
e737,Boston College,University Of St Thomas Minnesota,Undirected,0.02040816326530612,2013
e738,Georgetown University,University Of St Thomas Minnesota,Undirected,0.029411764705882353,2013
e739,University Of San Diego,University Of St Thomas Minnesota,Undirected,0.03125,2013
e740,St Johns University,University Of St Thomas Minnesota,Undirected,0.03571428571428571,2013
e741,University Of St Thomas Minnesota,Vanderbilt University,Undirected,0.02040816326530612,2013
e742,University Of Pacific,Washington University,Undirected,0.037037037037037035,2013
e743,Emory University,Washington University,Undirected,0.023255813953488372,2013
e744,University Of Denver,Washington University,Undirected,0.03571428571428571,2013
e745,Massachusetts Institute Of Technology,West Virginia University,Undirected,0.058823529411764705,2013
e746,Carnegie Mellon University,West Virginia University,Undirected,0.058823529411764705,2013
e747,Brown University,Princeton University,Undirected,0.02564102564102564,2013
e748,Brown University,Howard University,Undirected,0.029411764705882353,2013
e749,Dartmouth College,Rockefeller University,Undirected,0.023809523809523808,2013
e750,New Jersey Institute Of Technology,Princeton University,Undirected,0.02564102564102564,2013
