Id,Label,Interlock_Count,AffiliationId,female_president,control,region,betweenness,closeness,eigenvector,degree,clustering
Adelphi University,Adelphi University,0.0,71965598.0,False,Private,Northeast,0.0,0.0,5.694705638245669e-14,0,0.0
American University,American University,0.0,181401687.0,False,Private,Northeast,0.0,0.0,5.694705638245669e-14,0,0.0
Andrews University,Andrews University,0.25,102298084.0,False,Private,Midwest,0.0,0.005376344086021506,3.9514958237769e-12,1,0.0
Arizona State University,Arizona State University,1.9166666666666659,55732556.0,False,Public,West,0.0,0.010752688172043012,3.2747434816336484e-05,2,0.9436427902001638
Auburn University,Auburn University,0.0,82497590.0,False,Public,South,0.0,0.0,5.694705638245669e-14,0,0.0
Ball State University,Ball State University,0.0,198089087.0,False,Public,Midwest,0.0,0.0,5.694705638245669e-14,0,0.0
Baylor College Of Medicine,Baylor College Of Medicine,0.041666666666666664,181547552.0,False,Private,South,0.0,0.04967812676853424,1.5294661094305268e-13,1,0.0
Baylor University,Baylor University,0.0,157394403.0,False,Private,South,0.0,0.0,5.694705638245669e-14,0,0.0
Biola University,Biola University,0.0,152479009.0,False,Private,West,0.0,0.0,5.694705638245669e-14,0,0.0
Boston College,Boston College,0.09752019691352351,103531236.0,False,Private,Northeast,0.01147922115664051,0.07824948465095548,3.626170896472403e-13,4,0.008372118034938486
Boston University,Boston University,0.0,111088046.0,False,Private,Northeast,0.0,0.0,5.694705638245669e-14,0,0.0
Bowling Green State University,Bowling Green State University,0.0,157417397.0,True,Public,Midwest,0.0,0.0,5.694705638245669e-14,0,0.0
Brandeis University,Brandeis University,0.12372715004293952,6902469.0,False,Private,Northeast,0.017378668991572217,0.09097681046767717,3.854289198105458e-13,4,0.0
Brigham Young University,Brigham Young University,0.0,100005738.0,False,Private,West,0.0,0.0,5.694705638245669e-14,0,0.0
Brown University,Brown University,0.07919986989754432,27804330.0,True,Private,Northeast,0.0031967451322290033,0.07666066262758583,3.483387355728336e-13,3,0.0
