Institution,AffiliationId,eigenvector,betweenness,degree,strength,clustering,Year
University of South Florida,2613432.0,2.1744300648376195e-07,0.01718213058419244,2.0,0.051417270929466005,0.0,2000
University of Southern California,1174212.0,5.868242206436529e-08,0.0,1.0,0.0077519379844961,0.0,2000
University of Southern Mississippi,44854399.0,,,,,,2000
University of Southwestern Louisiana,79516672.0,,,,,,2000
University of St. Thomas - Minnesota,161515732.0,2.2782164333152088e-07,0.07882302405498282,3.0,0.0353444841086126,0.0,2000
University of St. Thomas Minnesota,161515732.0,2.2782164333152088e-07,0.07882302405498282,3.0,0.0353444841086126,0.0,2000
University of Tennessee Health Science Center,160606119.0,0.0001706311794901943,0.0,2.0,0.21605644546147978,0.0745628250710689,2000
University of Tennessee System,2799495847.0,0.0001706311794901943,0.0,2.0,0.21605644546147978,0.0745628250710689,2000
University of Tennessee at Knoxville,75027704.0,0.0001706311794901943,0.0,2.0,0.21605644546147978,0.0745628250710689,2000
University of Tennessee at Memphis,160606119.0,0.0001706311794901943,0.0,2.0,0.21605644546147978,0.0745628250710689,2000
University of Texas Health Science Center at Dallas,4210094379.0,,,,,,2000
University of Texas Health Science Center at Houston,919571938.0,,,,,,2000
University of Texas Health Science Center at San Antonio,165951966.0,,,,,,2000
University of Texas Medical Branch at Galveston,55302922.0,,,,,,2000
University of Texas Rio Grande Valley,2802326326.0,,,,,,2000
University of Texas Southwestern Medical Center at Dallas,4210094379.0,,,,,,2000
University of Texas System,16452829.0,,,,,,2000
University of Texas at Arlington,189196454.0,,,,,,2000
University of Texas at Austin,86519309.0,,,,,,2000
University of Texas at Brownsville/Texas Southmost College,2802326326.0,,,,,,2000
University of Texas at Dallas,162577319.0,,,,,,2000
University of Texas at EI Paso,164936912.0,,,,,,2000
University of Texas at El Paso,164936912.0,,,,,,2000
University of Texas at San Antonio,45438204.0,,,,,,2000
University of Texas at Tyler,221716585.0,,,,,,2000
University of Toledo,90871651.0,8.955776419970806e-08,0.023625429553264604,3.0,0.019191919191919,0.0,2000
University of Tulsa,87208437.0,0.0015198364213327212,0.0,1.0,0.0123456790123456,0.0,2000
University of Vermont,111236770.0,,,,,,2000
University of Virginia,51556381.0,5.361502519755748e-08,0.0,1.0,0.0075757575757575,0.0,2000
University of Washington,201448701.0,,,,,,2000
University of Wisconsin Madison,135310074.0,,,,,,2000
University of Wisconsin Milwaukee,43579087.0,,,,,,2000
University of Wisconsin System,1304256225.0,,,,,,2000
University of Wisconsin–Madison,135310074.0,,,,,,2000
University of Wisconsin–Milwaukee,43579087.0,,,,,,2000
University of Wyoming,12834331.0,,,,,,2000
University of the Pacific,119942576.0,3.932688849787499e-06,0.0,1.0,0.03125,0.0,2000
Vanderbilt University,200719446.0,,,,,,2000
Villanova University,7863295.0,8.754535163293103e-08,0.0,1.0,0.0140845070422535,0.0,2000
Virginia Commonwealth University,184840846.0,,,,,,2000
Virginia Polytechnic Institute and State University,859038795.0,,,,,,2000
Virginia Tech,859038795.0,,,,,,2000
Wake Forest University,47251452.0,8.644361418023113e-08,0.0,1.0,0.0113636363636363,0.0,2000
Washington State University,72951846.0,,,,,,2000
Washington University,204465549.0,1.4712470003516885e-07,0.0,2.0,0.0224648594377509,0.025810608353531918,2000
Washington University in St. Louis,204465549.0,1.4712470003516885e-07,0.0,2.0,0.0224648594377509,0.025810608353531918,2000
West Chester University,161171246.0,1.2618659707660604e-07,0.0,1.0,0.0133333333333333,0.0,2000
West Chester University of Pennsylvania,161171246.0,1.2618659707660604e-07,0.0,1.0,0.0133333333333333,0.0,2000
West Virginia University,12097938.0,0.7004985245559395,0.0,4.0,0.5074052609549565,0.0880479902957119,2000
Western Michigan University,141649380.0,,,,,,2000
Widener University,138659443.0,1.453369138636905e-07,0.0,1.0,0.024390243902439,0.0,2000
William & Mary,16285277.0,,,,,,2000
William & Mary College,16285277.0,,,,,,2000
William and Mary,16285277.0,,,,,,2000
William and Mary College,16285277.0,,,,,,2000
Worcester Polytechnic Institute,107077323.0,7.593125911982143e-08,0.0,1.0,0.0071428571428571,0.0,2000
Wright State University,19648265.0,8.955776419970806e-08,0.023625429553264604,3.0,0.019191919191919,0.0,2000
Yale University,32971472.0,3.8784317414343035e-07,0.009235395189003437,3.0,0.0581430745814306,0.0,2000
Yeshiva College,19772626.0,1.447131887275128e-07,0.23969072164948454,4.0,0.0278658172358585,0.0,2000
Yeshiva University,19772626.0,1.447131887275128e-07,0.23969072164948454,4.0,0.0278658172358585,0.0,2000
Adelphi University,71965598.0,,,,,,2005
American University,181401687.0,,,,,,2005
Andrews University,102298084.0,0.7066081369193078,0.0,1.0,0.0925925925925925,0.0,2005
Arizona State University,55732556.0,,,,,,2005
Auburn University,82497590.0,2.3646949507212033e-11,0.0008605851979345954,3.0,0.059669522643818695,0.11893046329770462,2005
Ball State University,198089087.0,,,,,,2005
Baylor University,157394403.0,2.5556978902512467e-14,0.0,1.0,0.0131578947368421,0.0,2005
Binghamton University,123946342.0,,,,,,2005
"Binghamton University, SUNY",123946342.0,,,,,,2005
Biola University,152479009.0,,,,,,2005
Boston College,103531236.0,1.6319866873481816e-12,0.0,2.0,0.0336856941508103,0.132981319636453,2005
Boston University,111088046.0,,,,,,2005
Bowling Green State University,157417397.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
Brandeis University,6902469.0,1.7721677395999793e-13,0.0,1.0,0.0066666666666666,0.0,2005
Brooklyn Polytechnic University,57206974.0,2.1518142370629093e-12,0.16121629374641422,9.0,0.0628391391813873,0.009079846699491384,2005
Brown University,27804330.0,4.4102146972234456e-13,0.0,1.0,0.0108695652173913,0.0,2005
California State University East Bay,184813773.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
California State University Fresno,67328108.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
California State University Fullerton,142934699.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
California State University Hayward,184813773.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
California State University Long Beach,59897056.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
California State University San Bernardino,43369023.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
California State University System,127339247.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
"California State University, East Bay",184813773.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
"California State University, Fresno",67328108.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
"California State University, Fullerton",142934699.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
"California State University, Hayward",184813773.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
"California State University, Long Beach",59897056.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
"California State University, San Bernardino",43369023.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
Carnegie Mellon University,74973139.0,3.1655318625920537e-13,0.12191623637406769,4.0,0.0499175585828161,0.0,2005
Case Western Reserve University,58956616.0,4.265226991820986e-65,0.0,1.0,0.0070921985815602,0.0,2005
Catholic University of America,84470341.0,4.420709501032818e-14,0.0,1.0,0.0126582278481012,0.0,2005
Central Michigan University,1629065.0,,,,,,2005
Chapman University,185071736.0,3.86626826787808e-12,0.0,1.0,0.0131578947368421,0.0,2005
Clark Atlanta University,52064589.0,5.937869951024006e-58,0.0005737234652897303,2.0,0.0355596784168212,0.0,2005
Clark College,130785548.0,,,,,,2005
Clark University,130785548.0,,,,,,2005
Clarkson University,16944753.0,2.1648731084656257e-13,0.03384968445209409,2.0,0.0223667693712198,0.0,2005
Clemson University,8078737.0,,,,,,2005
Cleveland State University,102607778.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
College of William and Mary,16285277.0,,,,,,2005
Colorado School of Mines,167576493.0,,,,,,2005
Columbia University,78577930.0,1.9510607337135624e-13,0.0,2.0,0.0131584642687096,0.06528031965369172,2005
Cornell University,205783295.0,7.726885681027659e-13,0.03384968445209409,3.0,0.034728100551494,0.04213373832390164,2005
Dartmouth College,107672454.0,8.433863239813925e-13,0.01778542742398164,3.0,0.0529480373230373,0.0,2005
Drexel University,72816309.0,4.00820499877244e-14,0.01721170395869191,2.0,0.0291986359761295,0.0,2005
Duke University,170897317.0,2.3768961263137165e-58,0.0,1.0,0.0140845070422535,0.0,2005
Duquesne University,165102784.0,6.144560537614427e-14,0.04647160068846815,2.0,0.0248415155535898,0.0,2005
East Carolina University,186335123.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
East Tennessee State University,119443389.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
Eastern Michigan University,138216421.0,,,,,,2005
Emory University,150468666.0,4.5642693811659124e-58,0.0005737234652897303,2.0,0.0292360221937686,0.0,2005
Florida Agricultural and Mechanical University,8248082.0,,,,,,2005
Florida Atlantic University,63772739.0,,,,,,2005
Florida Institute of Technology,106959904.0,,,,,,2005
Florida International University,19700959.0,,,,,,2005
Fordham University,164389053.0,9.469041140752216e-13,0.04905335628227194,4.0,0.0372010660946893,0.014453311821654541,2005
Fullerton University,142934699.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
George Mason University,162714631.0,3.9447327436831985e-14,0.0,2.0,0.0436974789915965,0.19818090116634546,2005
George Washington University,193531525.0,1.8048489131801068e-61,0.0,1.0,0.0232558139534883,0.0,2005
Georgetown University,184565670.0,4.42733437118206e-13,0.042742398164084906,5.0,0.060368813781578504,0.010418762833201518,2005
Georgia Institute of Technology,130701444.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,0.0,2005
Georgia Southern University,39815113.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,0.0,2005
Georgia State University,181565077.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,0.0,2005
Hartford University,162281398.0,,,,,,2005
Harvard University,136199984.0,9.165195484264847e-14,0.02122776821572002,2.0,0.0206349206349206,0.0,2005
Hofstra University,139290212.0,2.354488364348849e-13,0.01721170395869191,3.0,0.0261522695220011,0.02440165784424403,2005
Howard University,137853757.0,9.065046907553365e-14,0.0,1.0,0.0133333333333333,0.0,2005
Illinois Institute of Technology,180949307.0,2.479153792447649e-12,0.030407343660355704,2.0,0.0171743119266055,0.0,2005
Illinois State University,47301684.0,,,,,,2005
Indiana State University,86420138.0,1.0375497135711254e-58,0.0,1.0,0.0263157894736842,0.0,2005
Indiana University of Pennsylvania,200885203.0,,,,,,2005
Jackson State University,61937129.0,,,,,,2005
James Madison University,11883440.0,,,,,,2005
Johns Hopkins University,145311948.0,5.860464118450837e-13,0.008032128514056224,2.0,0.0159340659340659,0.0,2005
Kennesaw State University,172980758.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,0.0,2005
Kent State University,149910238.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
Lehigh University,186143895.0,3.196907018197753e-14,0.01721170395869191,2.0,0.0284669211195928,0.0,2005
Loma Linda University,26347476.0,0.7066081369193078,0.0,1.0,0.0925925925925925,0.0,2005
Long Island University,138873065.0,3.061711406144591e-14,0.0,1.0,0.0105263157894736,0.0,2005
Louisiana Tech University,919208787.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,0.0,2005
Loyola Marymount University,35566140.0,6.9805588979511876e-12,0.12650602409638553,8.0,0.0810470494323483,0.007846471091656437,2005
Loyola University Chicago,1925986.0,1.3134616112454847e-12,0.04847963281698221,5.0,0.0518536816176449,0.021970119056638024,2005
Marquette University,102461120.0,1.5722869068093332e-13,0.01721170395869191,2.0,0.022591857000992997,0.0,2005
Marshall University,88694374.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,0.0,2005
Massachusetts Institute of Technology,63966007.0,5.503513171873709e-13,0.07630522088353413,6.0,0.065604830160677,0.008426747664780328,2005
Mercer University,150149174.0,,,,,,2005
Miami University,83328450.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
Michigan State University,87216513.0,,,,,,2005
Michigan Technological University,11957088.0,,,,,,2005
Middle Tennessee State University,169615421.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
Mississippi Institutions of Higher Learning,4210141039.0,,,,,,2005
Mississippi State University,99041443.0,,,,,,2005
Missouri University of Science and Technology,20382870.0,,,,,,2005
Montclair State College,166088655.0,,,,,,2005
Montclair State University,166088655.0,,,,,,2005
Nevada System of Higher Education,68260882.0,,,,,,2005
New Jersey Institute of Technology,118118575.0,4.987299389190615e-13,0.05393000573723465,2.0,0.019454887218045003,0.0,2005
New School,102179633.0,3.2246197398906213e-12,0.10068846815834767,5.0,0.06089937512992281,0.02106027746349558,2005
New School University,102179633.0,3.2246197398906213e-12,0.10068846815834767,5.0,0.06089937512992281,0.02106027746349558,2005
New York University,57206974.0,2.1518142370629093e-12,0.16121629374641422,9.0,0.0628391391813873,0.009079846699491384,2005
New York University Polytechnic,57206974.0,2.1518142370629093e-12,0.16121629374641422,9.0,0.0628391391813873,0.009079846699491384,2005
New York University-Polytechnic,57206974.0,2.1518142370629093e-12,0.16121629374641422,9.0,0.0628391391813873,0.009079846699491384,2005
North Carolina Agricultural and Technical State University,35777872.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
North Carolina State University,137902535.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
North Dakota State University,57328836.0,1.103480744672965e-64,0.0,1.0,0.018348623853211,0.0,2005
North Dakota University,24571045.0,1.103480744672965e-64,0.0,1.0,0.018348623853211,0.0,2005
North Dakota University System,4210127926.0,1.103480744672965e-64,0.0,1.0,0.018348623853211,0.0,2005
Northern Arizona University,203172682.0,,,,,,2005
Northern Illinois University,102502594.0,1.6221598346608372e-14,0.0,1.0,0.0158730158730158,0.0,2005
Nova Southeastern University,203088144.0,,,,,,2005
Oakland University,177721651.0,,,,,,2005
Ohio State University,52357470.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
Ohio University,4210106879.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
Oklahoma State University,115475287.0,,,,,,2005
Old Dominion University,81365321.0,,,,,,2005
Pace University,126863827.0,,,,,,2005
Pennsylvania State System of Higher Education,29957033.0,,,,,,2005
Pennsylvania State University,130769515.0,2.180045863522124e-14,0.034997131382673546,3.0,0.0272162919221742,0.041904961075137394,2005
Pennsylvania State University (PSU),130769515.0,2.180045863522124e-14,0.034997131382673546,3.0,0.0272162919221742,0.041904961075137394,2005
Polytechnic Institute Of New York University,57206974.0,2.1518142370629093e-12,0.16121629374641422,9.0,0.0628391391813873,0.009079846699491384,2005
Polytechnic University,57206974.0,2.1518142370629093e-12,0.16121629374641422,9.0,0.0628391391813873,0.009079846699491384,2005
Princeton University,20089843.0,3.083339143464898e-12,0.1523235800344234,4.0,0.0464276633613017,0.0,2005
Purdue University,219193219.0,,,,,,2005
Purdue University West Lafayette,219193219.0,,,,,,2005
Rensselaer Polytechnic Institute,165799507.0,8.829714119181253e-14,0.014343086632243257,2.0,0.0350724637681159,0.0,2005
Rice University,74775410.0,,,,,,2005
Rochester Institute of Technology,155173764.0,8.272616358974759e-14,0.01721170395869191,2.0,0.0242063492063491,0.0,2005
Rowan University,44265643.0,,,,,,2005
Rutgers State University of New Jersey,102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
Rutgers State University of New Jersey New Brunswick,102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
Rutgers State University of New Jersey Newark,102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
"Rutgers, State University of New Jersey",102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
"Rutgers, State University of New Jersey, New Brunswick",102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
"Rutgers, State University of New Jersey, Newark",102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
"Rutgers, The State University of New Jersey",102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
"Rutgers, The State University of New Jersey, New Brunswick",102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
"Rutgers, The State University of New Jersey, Newark",102322142.0,5.423064063212327e-13,0.01721170395869191,2.0,0.0171618504951837,0.0,2005
SUNY Binghamton,123946342.0,,,,,,2005
SUNY Stony Brook,59553526.0,,,,,,2005
Sam Houston State University,191429286.0,,,,,,2005
San Diego State University,26538001.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
San Francisco State University,71838634.0,1.1304101250282997e-10,0.0,1.0,0.0784313725490196,0.0,2005
Seton Hall University,12524447.0,,,,,,2005
Southern Illinois University,2801502357.0,,,,,,2005
Southern Illinois University System,2801502357.0,,,,,,2005
Southwest Texas State University,13511017.0,,,,,,2005
St John's University,142823887.0,,,,,,2005
St Johns University,142823887.0,,,,,,2005
Stanford University,97018004.0,,,,,,2005
State University System of Florida,2801649442.0,,,,,,2005
State University of New York,1327163397.0,,,,,,2005
State University of New York System,1327163397.0,,,,,,2005
State University of New York at Albany,392282.0,,,,,,2005
State University of New York at Binghamton,123946342.0,,,,,,2005
State University of New York at Buffalo,63190737.0,,,,,,2005
State University of New York at Stony Brook,59553526.0,,,,,,2005
"State University of New York, Stony Brook",59553526.0,,,,,,2005
Stony Brook University,59553526.0,,,,,,2005
"Stony Brook University, State University of New York",59553526.0,,,,,,2005
Syracuse University,70983195.0,,,,,,2005
Tarleton State University,75063564.0,,,,,,2005
Temple University,84392919.0,3.0448495324676025e-14,0.01721170395869191,3.0,0.0431756756756756,0.041904961075137394,2005
Tennessee State University,75256744.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
Tennessee Technological University,63920570.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
Texas A&M University,91045830.0,,,,,,2005
Texas A&M University College Station,91045830.0,,,,,,2005
Texas A&M University Commerce,206651237.0,,,,,,2005
Texas A&M University Corpus Christi,96749437.0,,,,,,2005
Texas A&M University Galveston,164185940.0,,,,,,2005
Texas A&M University Kingsville,181414168.0,,,,,,2005
Texas A&M University System,173268674.0,,,,,,2005
Texas A&M University at Galveston,164185940.0,,,,,,2005
Texas A&M University-College Station,91045830.0,,,,,,2005
Texas A&M University-Commerce,206651237.0,,,,,,2005
Texas A&M University-Corpus Christi,96749437.0,,,,,,2005
Texas A&M University-Kingsville,181414168.0,,,,,,2005
Texas Christian University,128956969.0,,,,,,2005
Texas State University,13511017.0,,,,,,2005
Texas State University San Marcos,13511017.0,,,,,,2005
Texas State University System,2801273398.0,,,,,,2005
Texas State University-San Marcos,13511017.0,,,,,,2005
Texas Tech University,12315562.0,,,,,,2005
Texas Tech University Health Sciences Center,926076166.0,,,,,,2005
Texas Tech University System,4210088475.0,,,,,,2005
Texas Woman's University,150913223.0,1.659315012768366e-13,0.0,1.0,0.0151515151515151,0.0,2005
The Catholic University of America,84470341.0,4.420709501032818e-14,0.0,1.0,0.0126582278481012,0.0,2005
The George Washington University,193531525.0,1.8048489131801068e-61,0.0,1.0,0.0232558139534883,0.0,2005
The Ohio State University,52357470.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
The University of Texas Health Science Center at San Antonio,165951966.0,,,,,,2005
Tufts University,121934306.0,3.284401567254576e-12,0.03413654618473895,3.0,0.0447196944163576,0.0,2005
Universitv of Alabama Tuscaloosa,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University System of Georgia,1289702989.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,0.0,2005
University System of New Hampshire,2800453862.0,2.48066759142163e-13,0.0,1.0,0.0238095238095238,0.0,2005
University System of Ohio,2802096936.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
University and Community College System of Nevada,68260882.0,,,,,,2005
University at Albany,392282.0,,,,,,2005
"University at Albany, SUNY",392282.0,,,,,,2005
"University at Albany, State University of New York",392282.0,,,,,,2005
University at Buffalo,63190737.0,,,,,,2005
"University at Buffalo, SUNY",63190737.0,,,,,,2005
"University at Buffalo, State University of New York",63190737.0,,,,,,2005
University of Akron,110152177.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
University of Alabama,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alabama - Tuscaloosa,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alabama Birmingham,32389192.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alabama Huntsville,82495205.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alabama System,2800507078.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alabama at Birmingham,32389192.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alabama in Huntsville,82495205.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alabama-Tuscaloosa,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.3567913898931139,2005
University of Alaska Fairbanks,141472210.0,,,,,,2005
University of Alaska System,2802090665.0,,,,,,2005
University of Arizona,138006243.0,,,,,,2005
University of Arkansas,78715868.0,,,,,,2005
University of Arkansas System,2799691083.0,,,,,,2005
University of Arkansas at Fayetteville,78715868.0,,,,,,2005
University of Arkansas at Little Rock,102401767.0,,,,,,2005
University of Arkansas for Medical Sciences,79620101.0,,,,,,2005
"University of Arkansas, Fayetteville",78715868.0,,,,,,2005
University of California Berkeley,95457486.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of California Davis,84218800.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of California Irvine,204250578.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of California Los Angeles,161318765.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of California Merced,156087764.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of California Riverside,103635307.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of California San Diego,36258959.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of California System,2803209242.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Berkeley",95457486.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Davis",84218800.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Irvine",204250578.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Los Angeles",161318765.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Merced",156087764.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Riverside",103635307.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, San Diego",36258959.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, San Francisco",180670191.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Santa Barbara",154570441.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
"University of California, Santa Cruz",185103710.0,1.1666884936689143e-10,0.027538726333907054,3.0,0.10547815617475051,0.0,2005
University of Central Florida,106165777.0,,,,,,2005
University of Chicago,40347166.0,2.0729187815075808e-11,0.1818703384968445,6.0,0.06209191249779129,0.005613437310883392,2005
University of Cincinnati,63135867.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
University of Colorado Boulder,188538660.0,,,,,,2005
University of Colorado Colorado Springs,888729015.0,,,,,,2005
University of Colorado Denver,921990950.0,,,,,,2005
University of Colorado Health Sciences Center,921990950.0,,,,,,2005
University of Colorado System,2802236040.0,,,,,,2005
University of Colorado at Boulder,188538660.0,,,,,,2005
University of Colorado at Colorado Springs,888729015.0,,,,,,2005
University of Colorado at Denver,921990950.0,,,,,,2005
University of Colorado at Denver Health Sciences Center,921990950.0,,,,,,2005
University of Connecticut,140172145.0,3.0752593052967374e-13,0.0,2.0,0.0237879767291531,0.10418762833201518,2005
University of Dayton,127591826.0,,,,,,2005
University of Delaware,86501945.0,,,,,,2005
University of Florida,33213144.0,,,,,,2005
University of Georgia,165733156.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,0.0,2005
University of Hartford,162281398.0,,,,,,2005
University of Hawaii Manoa,117965899.0,,,,,,2005
University of Hawaii System,1331384533.0,,,,,,2005
University of Hawaii at Manoa,117965899.0,,,,,,2005
University of Houston,44461941.0,,,,,,2005
University of Houston System,2801525821.0,,,,,,2005
University of Illinois,2801919071.0,7.361980306855019e-14,0.0,1.0,0.0109890109890109,0.0,2005
University of Illinois Chicago,39422238.0,7.361980306855019e-14,0.0,1.0,0.0109890109890109,0.0,2005
University of Illinois System,2801919071.0,7.361980306855019e-14,0.0,1.0,0.0109890109890109,0.0,2005
University of Illinois Urbana-Champaign,157725225.0,7.361980306855019e-14,0.0,1.0,0.0109890109890109,0.0,2005
University of Illinois at Chicago,39422238.0,7.361980306855019e-14,0.0,1.0,0.0109890109890109,0.0,2005
University of Illinois at Urbana-Champaign,157725225.0,7.361980306855019e-14,0.0,1.0,0.0109890109890109,0.0,2005
University of Kentucky,143302722.0,,,,,,2005
University of La Verne,708430.0,5.015288048972463e-15,0.0,1.0,0.0133333333333333,0.0,2005
University of Louisiana,79516672.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,0.0,2005
University of Louisiana Lafayette,79516672.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,0.0,2005
University of Louisiana System,2799628689.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,0.0,2005
University of Louisiana at Lafayette,79516672.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,0.0,2005
University of Louisville,142740786.0,,,,,,2005
University of Maine,7947594.0,5.724271075700407e-14,0.002294893861158921,3.0,0.065856777493606,0.06606030038878181,2005
University of Maine (Orono),7947594.0,5.724271075700407e-14,0.002294893861158921,3.0,0.065856777493606,0.06606030038878181,2005
University of Maine Orono,7947594.0,5.724271075700407e-14,0.002294893861158921,3.0,0.065856777493606,0.06606030038878181,2005
University of Maine System,2802397601.0,5.724271075700407e-14,0.002294893861158921,3.0,0.065856777493606,0.06606030038878181,2005
University of Massachusetts Amherst,24603500.0,,,,,,2005
University of Massachusetts Boston,33434090.0,,,,,,2005
University of Massachusetts Chan Medical School,166722992.0,,,,,,2005
University of Massachusetts Dartmouth,100633361.0,,,,,,2005
University of Massachusetts Lowell,133738476.0,,,,,,2005
University of Massachusetts System,2802841742.0,,,,,,2005
University of Massachusetts Worcester,166722992.0,,,,,,2005
University of Massachusetts at Amherst,24603500.0,,,,,,2005
University of Massachusetts at Boston,33434090.0,,,,,,2005
University of Massachusetts at Dartmouth,100633361.0,,,,,,2005
University of Massachusetts at Lowell,133738476.0,,,,,,2005
University of Massachusetts at Worcester,166722992.0,,,,,,2005
