Year,Institution,AffiliationId,female_president,PrimarySample,total_members,male,female,unknown,total_ethnicity,white,poc,unknown_eth,board_turnover,male_change,female_change,unknown_change,white_change,poc_change,unknown_eth_change,StateSystem,carnegie_id_x,region,num_billionaires,betweenness,closeness,eigenvector,degree,strength,clustering,carnegie_id_y,year_x,admissions.admission_rate.overall,year_y,student.demographics.age_entry,student.demographics.female_share,student.demographics.married,student.demographics.dependent,student.demographics.avg_family_income,student.students_with_pell_grant,student.demographics.poverty_rate,student.demographics.unemployment,student.demographics.men,student.demographics.women,student.demographics.share_white.home_ZIP,student.demographics.share_black.home_ZIP,student.demographics.share_asian.home_ZIP,student.demographics.share_hispanic.home_ZIP,student.demographics.share_bachelors_degree_age25.home_ZIP,student.demographics.share_professional_degree_age25.home_ZIP,student.demographics.share_born_US.home_ZIP,student.demographics.faculty.women,carnegie_id,state,control
1999,New York University,57206974.0,False,True,32,29,3,0,22,20,2,0,0.0,0,0,0,0,0,0,False,193900.0,Northeast,0,0.0081967213114754,0.0540583997941857,4.190880141562753e-62,3.0,0.0289241871909575,0.0,,,,,,,,,,,,,,,,,,,,,,,193900.0,NY,Private
1999,New York University,57206974.0,False,True,32,29,3,0,22,20,2,0,0.0,0,0,0,0,0,0,False,193900.0,Northeast,0,0.0,0.0054347826086956,1.9004643751816337e-63,1.0,0.0158730158730158,0.0,,,,,,,,,,,,,,,,,,,,,,,193900.0,NY,Private
1999,Princeton University,20089843.0,False,True,41,31,8,2,19,18,1,0,0.0,0,0,0,0,0,0,False,186131.0,Northeast,0,0.002375861249703,0.0454520873891412,2.5908369814766177e-61,2.0,0.0274454609429978,0.0,,,,,,,,,,,,,,,,,,,,,,,186131.0,NJ,Private
1999,Purdue University,219193219.0,False,True,9,7,1,1,7,7,0,0,0.0,0,0,0,0,0,0,False,243780.0,Midwest,0,0.0,0.0,2.129019912228421e-64,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,243780.0,IN,Public
1999,Rensselaer Polytechnic Institute,165799507.0,False,True,33,27,5,1,17,16,1,0,0.0,0,0,0,0,0,0,False,194824.0,Northeast,0,0.0,0.0054347826086956,1.9004643751816337e-63,1.0,0.0158730158730158,0.0,,,,,,,,,,,,,,,,,,,,,,,194824.0,NY,Private
1999,Rice University,74775410.0,False,True,19,16,1,2,14,14,0,0,0.0,0,0,0,0,0,0,False,227757.0,South,0,0.0,0.0379081724697817,3.730758656367832e-62,1.0,0.0172413793103448,0.0,,,,,,,,,,,,,,,,,,,,,,,227757.0,TX,Private
1999,Rochester Institute Of Technology,155173764.0,False,True,48,45,3,0,25,23,2,0,0.0,0,0,0,0,0,0,False,195003.0,Northeast,1,0.0,0.0395492188970449,4.299736366321356e-63,1.0,0.0099009900990099,0.0,,,,,,,,,,,,,,,,,,,,,,,195003.0,NY,Private
1999,Rowan University,44265643.0,False,True,14,10,4,0,9,9,0,0,0.0,0,0,0,0,0,0,False,184782.0,Northeast,0,0.0,0.0,2.129019912228421e-64,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,184782.0,NJ,Public
1999,Rutgers State University Of New Jersey,102322142.0,False,True,82,37,18,2,56,32,2,0,0.0,0,0,0,0,0,0,New Jersey University System,186380.0,Northeast,0,0.0,0.0,2.129019912228421e-64,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,186380.0,NJ,Public
1999,Seton Hall University,12524447.0,False,True,42,16,1,5,31,15,1,0,0.0,0,0,0,0,0,0,False,186584.0,Northeast,0,0.0001781895937277,0.0163043478260869,1.1229182743031094e-62,3.0,0.0459255021612001,0.0,,,,,,,,,,,,,,,,,,,,,,,186584.0,NJ,Private
