Source,Target,Type,Weight,Year
Boston College,Loyola University Chicago,Undirected,1,2013
Georgetown University,Loyola University Chicago,Undirected,1,2013
Fordham University,Loyola University Chicago,Undirected,1,2013
Illinois Institute Of Technology,Loyola University Chicago,Undirected,1,2013
Loyola University Chicago,Marquette University,Undirected,1,2013
Loyola University Chicago,Marquette University,Undirected,1,2013
Boston College,Marquette University,Undirected,1,2013
Boston College,Marquette University,Undirected,1,2013
Creighton University,Marquette University,Undirected,1,2013
West Virginia University,Marshall University,Undirected,1,2013
West Virginia University,Marshall University,Undirected,1,2013
Harvard University,Massachusetts Institute Of Technology,Undirected,1,2013
California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2013
Harvard University,Massachusetts Institute Of Technology,Undirected,1,2013
Boston University,Massachusetts Institute Of Technology,Undirected,1,2013
Rochester Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2013
University Of North Carolina At Greensboro,Massachusetts Institute Of Technology,Undirected,1,2013
Cornell University,Massachusetts Institute Of Technology,Undirected,1,2013
Howard University,Massachusetts Institute Of Technology,Undirected,1,2013
Boston University,Massachusetts Institute Of Technology,Undirected,1,2013
Johns Hopkins University,Massachusetts Institute Of Technology,Undirected,1,2013
Rockefeller University,Massachusetts Institute Of Technology,Undirected,1,2013
New School University,Massachusetts Institute Of Technology,Undirected,1,2013
New School,Massachusetts Institute Of Technology,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
Dartmouth College,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
Fordham University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New York University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
University Of Virginia,New School,Undirected,1,2013
Howard University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
Cornell University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
Florida State University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
Cornell University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
New School University,New School,Undirected,1,2013
Vanderbilt University,New York University,Undirected,1,2013
Brandeis University,New York University,Undirected,1,2013
Long Island University,New York University,Undirected,1,2013
Georgetown University,New York University,Undirected,1,2013
University Of Connecticut,New York University,Undirected,1,2013
Polytechnic Institute Of New York University,New York University,Undirected,1,2013
Polytechnic University,New York University,Undirected,1,2013
Indiana University Of Pennsylvania,North Dakota State University,Undirected,1,2013
Illinois Institute Of Technology,Northwestern University,Undirected,1,2013
Illinois Institute Of Technology,Northwestern University,Undirected,1,2013
Fordham University,Northwestern University,Undirected,1,2013
Depaul University,Northwestern University,Undirected,1,2013
University Of Miami,Nova Southeastern University,Undirected,1,2013
Thomas Jefferson University,Pennsylvania State University,Undirected,1,2013
University Of Pacific,Pepperdine University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
New York University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Clarkson University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
New York University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
New York University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2013
University Of Virginia,Princeton University,Undirected,1,2013
Howard University,Princeton University,Undirected,1,2013
New School University,Princeton University,Undirected,1,2013
New School,Princeton University,Undirected,1,2013
Carnegie Mellon University,Rensselaer Polytechnic Institute,Undirected,1,2013
St Johns University,Rensselaer Polytechnic Institute,Undirected,1,2013
Syracuse University,Rensselaer Polytechnic Institute,Undirected,1,2013
Georgetown University,Rensselaer Polytechnic Institute,Undirected,1,2013
Baylor College Of Medicine,Rice University,Undirected,1,2013
Baylor College Of Medicine,Rice University,Undirected,1,2013
Baylor College Of Medicine,Rice University,Undirected,1,2013
Brown University,Rockefeller University,Undirected,1,2013
Yeshiva University,Rockefeller University,Undirected,1,2013
New School,Rockefeller University,Undirected,1,2013
Brown University,Rockefeller University,Undirected,1,2013
University Of Chicago,Rockefeller University,Undirected,1,2013
Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2013
Johns Hopkins University,Rockefeller University,Undirected,1,2013
Fordham University,Rockefeller University,Undirected,1,2013
University Of Pennsylvania,Rockefeller University,Undirected,1,2013
Stanford University,Rockefeller University,Undirected,1,2013
Thomas Jefferson University,Rutgers State University Of New Jersey,Undirected,1,2013
Catholic University Of America,Seton Hall University,Undirected,1,2013
Southern Illinois University System,Southern Illinois University,Undirected,1,2013
Southern Illinois University System,Southern Illinois University,Undirected,1,2013
Southern Illinois University System,Southern Illinois University,Undirected,1,2013
Seton Hall University,St Johns University,Undirected,1,2013
Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2013
University Of St Thomas Minnesota,St Johns University,Undirected,1,2013
Depaul University,St Johns University,Undirected,1,2013
Catholic University Of America,St Johns University,Undirected,1,2013
Rockefeller University,Stanford University,Undirected,1,2013
Johns Hopkins University,Stanford University,Undirected,1,2013
Rice University,Stanford University,Undirected,1,2013
Worcester Polytechnic Institute,Stevens Institute Of Technology,Undirected,1,2013
Rochester Institute Of Technology,Syracuse University,Undirected,1,2013
Temple University,Syracuse University,Undirected,1,2013
Rensselaer Polytechnic Institute,Syracuse University,Undirected,1,2013
Rensselaer Polytechnic Institute,Syracuse University,Undirected,1,2013
Syracuse University,Temple University,Undirected,1,2013
Dartmouth College,Texas Christian University,Undirected,1,2013
Tufts University,University Of Chicago,Undirected,1,2013
Duke University,University Of Chicago,Undirected,1,2013
Johns Hopkins University,University Of Chicago,Undirected,1,2013
Princeton University,University Of Chicago,Undirected,1,2013
Loyola University Chicago,University Of Chicago,Undirected,1,2013
Purdue University,University Of Chicago,Undirected,1,2013
Illinois Institute Of Technology,University Of Chicago,Undirected,1,2013
Howard University,University Of Delaware,Undirected,1,2013
Washington University,University Of Denver,Undirected,1,2013
Carnegie Mellon University,University Of Notre Dame,Undirected,1,2013
Creighton University,University Of Notre Dame,Undirected,1,2013
Dartmouth College,University Of Notre Dame,Undirected,1,2013
Pennsylvania State University,University Of Pennsylvania,Undirected,1,2013
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2013
Cornell University,University Of Pittsburgh,Undirected,1,2013
Hofstra University,University Of Pittsburgh,Undirected,1,2013
Pennsylvania State University,University Of Pittsburgh,Undirected,1,2013
University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2013
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2013
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2013
University Of Chicago,University Of Rochester,Undirected,1,2013
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2013
University Of North Carolina At Greensboro,University Of Rochester,Undirected,1,2013
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2013
Syracuse University,University Of Rochester,Undirected,1,2013
Adelphi University,University Of Rochester,Undirected,1,2013
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2013
Massachusetts Institute Of Technology,University Of Rochester,Undirected,1,2013
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2013
Syracuse University,University Of Rochester,Undirected,1,2013
University Of St Thomas Minnesota,University Of San Diego,Undirected,1,2013
Chapman University,University Of San Diego,Undirected,1,2013
Loyola Marymount University,University Of San Francisco,Undirected,1,2013
Cornell University,University Of Southern California,Undirected,1,2013
Ball State University,University Of Southern California,Undirected,1,2013
Loyola Marymount University,University Of Southern California,Undirected,1,2013
University Of Chicago,University Of Southern California,Undirected,1,2013
Vanderbilt University,University Of St Thomas Minnesota,Undirected,1,2013
University Of Notre Dame,University Of St Thomas Minnesota,Undirected,1,2013
Marquette University,University Of St Thomas Minnesota,Undirected,1,2013
Catholic University Of America,University Of St Thomas Minnesota,Undirected,1,2013
University Of San Diego,University Of St Thomas Minnesota,Undirected,1,2013
St Johns University,University Of St Thomas Minnesota,Undirected,1,2013
George Washington University,University Of Virginia,Undirected,1,2013
University Of Chicago,Vanderbilt University,Undirected,1,2013
University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2013
University Of Notre Dame,Vanderbilt University,Undirected,1,2013
Montclair State University,Villanova University,Undirected,1,2013
George Mason University,Virginia Commonwealth University,Undirected,1,2013
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2013
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2013
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2013
George Washington University,Washington State University,Undirected,1,2013
University Of Pacific,Washington University,Undirected,1,2013
Emory University,Washington University,Undirected,1,2013
University Of Denver,Washington University,Undirected,1,2013
Massachusetts Institute Of Technology,West Virginia University,Undirected,1,2013
Carnegie Mellon University,West Virginia University,Undirected,1,2013
Thomas Jefferson University,Widener University,Undirected,1,2013
Cornell University,Yeshiva University,Undirected,1,2013
Columbia University,Yeshiva University,Undirected,1,2013
