Id,Label,Year,Interlock_Count,AffiliationId,female_president
Miami University,Miami University,2013,20,83328450.0,unknown
Michigan State University,Michigan State University,2013,3,87216513.0,False
Middle Tennessee State University,Middle Tennessee State University,2013,472,169615421.0,unknown
Mississippi State University,Mississippi State University,2013,52,99041443.0,False
Montclair State University,Montclair State University,2013,1,166088655.0,True
New Jersey Institute Of Technology,New Jersey Institute Of Technology,2013,15,118118575.0,False
New Mexico State University,New Mexico State University,2013,5,10052268.0,unknown
New School University,New School University,2013,225,102179633.0,False
New York University,New York University,2013,105,57206974.0,False
Northern Arizona University,Northern Arizona University,2013,179,203172682.0,unknown
Nova Southeastern University,Nova Southeastern University,2013,5,203088144.0,False
Ohio State University,Ohio State University,2013,8,52357470.0,unknown
Ohio University,Ohio University,2013,54,4210106879.0,unknown
Oklahoma State University,Oklahoma State University,2013,50,115475287.0,unknown
Old Dominion University,Old Dominion University,2013,4,81365321.0,False
Pennsylvania State University,Pennsylvania State University,2013,40,130769515.0,False
Pepperdine University,Pepperdine University,2013,18,100191712.0,False
Polytechnic University,Polytechnic University,2013,57,57206974.0,False
Princeton University,Princeton University,2013,51,20089843.0,True
Purdue University,Purdue University,2013,1,219193219.0,False
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,2013,31,165799507.0,True
Rice University,Rice University,2013,32,74775410.0,False
Rochester Institute Of Technology,Rochester Institute Of Technology,2013,25,155173764.0,False
Rutgers State University Of New Jersey,Rutgers State University Of New Jersey,2013,1,102322142.0,False
Seton Hall University,Seton Hall University,2013,22,12524447.0,False
South Dakota State University,South Dakota State University,2013,67,177156846.0,unknown
Southern Illinois University,Southern Illinois University,2013,23,2801502357.0,False
St Johns University,St Johns University,2013,22,142823887.0,False
Stanford University,Stanford University,2013,49,97018004.0,False
State University Of New York At Albany,State University Of New York At Albany,2013,18,392282.0,unknown
State University Of New York At Buffalo,State University Of New York At Buffalo,2013,3,63190737.0,unknown
State University Of New York At Stony Brook,State University Of New York At Stony Brook,2013,8,59553526.0,unknown
Syracuse University,Syracuse University,2013,16,70983195.0,True
Temple University,Temple University,2013,24,84392919.0,False
Texas Christian University,Texas Christian University,2013,3,128956969.0,False
Thomas Jefferson University,Thomas Jefferson University,2013,25,149251103.0,unknown
Tufts University,Tufts University,2013,41,121934306.0,False
Union Institute,Union Institute,2013,15,204669301.0,unknown
University Of Akron,University Of Akron,2013,83,110152177.0,unknown
University Of Alabama,University Of Alabama,2013,4,17301866.0,unknown
University Of Arizona,University Of Arizona,2013,175,138006243.0,unknown
University Of Chicago,University Of Chicago,2013,92,40347166.0,False
University Of Cincinnati,University Of Cincinnati,2013,53,63135867.0,unknown
University Of Connecticut,University Of Connecticut,2013,34,140172145.0,True
University Of Dayton,University Of Dayton,2013,4,127591826.0,False
University Of Delaware,University Of Delaware,2013,14,86501945.0,False
University Of Denver,University Of Denver,2013,2,131651094.0,False
University Of Idaho,University Of Idaho,2013,50,155093810.0,unknown
University Of Illinois At Urbana Champaign,University Of Illinois At Urbana Champaign,2013,1,157725225.0,unknown
University Of Iowa,University Of Iowa,2013,69,126307644.0,unknown
University Of Kansas,University Of Kansas,2013,152,146416000.0,unknown
University Of Massachusetts Worcester,University Of Massachusetts Worcester,2013,9,166722992.0,unknown
University Of Miami,University Of Miami,2013,5,145608581.0,True
University Of Michigan,University Of Michigan,2013,14,27837315.0,True
University Of Mississippi,University Of Mississippi,2013,52,368840534.0,unknown
University Of New Mexico,University Of New Mexico,2013,11,169521973.0,False
University Of North Carolina At Charlotte,University Of North Carolina At Charlotte,2013,5,102149020.0,unknown
University Of North Carolina At Greensboro,University Of North Carolina At Greensboro,2013,12,169335092.0,unknown
University Of North Texas,University Of North Texas,2013,2,123534392.0,unknown
University Of Notre Dame,University Of Notre Dame,2013,39,107639228.0,False
University Of Oklahoma,University Of Oklahoma,2013,54,8692664.0,unknown
University Of Pacific,University Of Pacific,2013,4,119942576.0,True
University Of Pittsburgh,University Of Pittsburgh,2013,76,170201317.0,False
University Of Rochester,University Of Rochester,2013,21,5388228.0,False
University Of San Diego,University Of San Diego,2013,22,160856358.0,True
University Of South Alabama,University Of South Alabama,2013,14,83809506.0,False
University Of South Carolina,University Of South Carolina,2013,1,155781252.0,False
University Of South Dakota,University Of South Dakota,2013,67,189957204.0,unknown
University Of Southern California,University Of Southern California,2013,36,1174212.0,False
University Of Southern Mississippi,University Of Southern Mississippi,2013,54,44854399.0,unknown
University Of St Thomas Minnesota,University Of St Thomas Minnesota,2013,48,161515732.0,False
University Of Texas At Brownsville/Texas Southmost College,University Of Texas At Brownsville/Texas Southmost College,2013,14,2802326326.0,unknown
University Of Tulsa,University Of Tulsa,2013,14,87208437.0,False
University Of Utah,University Of Utah,2013,150,223532165.0,unknown
University Of Virginia,University Of Virginia,2013,20,51556381.0,True
University Of Washington,University Of Washington,2013,1,201448701.0,False
Utah State University,Utah State University,2013,157,121980950.0,unknown
Vanderbilt University,Vanderbilt University,2013,22,200719446.0,False
Villanova University,Villanova University,2013,13,7863295.0,False
Virginia Commonwealth University,Virginia Commonwealth University,2013,7,184840846.0,False
Virginia Polytechnic Institute And State University,Virginia Polytechnic Institute And State University,2013,35,859038795.0,False
Wake Forest University,Wake Forest University,2013,9,47251452.0,False
Washington State University,Washington State University,2013,7,72951846.0,False
Washington University,Washington University,2013,7,204465549.0,False
West Chester University Of Pennsylvania,West Chester University Of Pennsylvania,2013,12,161171246.0,unknown
West Virginia University,West Virginia University,2013,61,12097938.0,False
Wichita State University,Wichita State University,2013,147,39587148.0,unknown
Widener University,Widener University,2013,14,138659443.0,False
Worcester Polytechnic Institute,Worcester Polytechnic Institute,2013,19,107077323.0,False
Yale University,Yale University,2013,42,32971472.0,False
Yeshiva University,Yeshiva University,2013,57,19772626.0,False
Rockefeller University,Rockefeller University,2013,125,83399316.0,False
Saint Louis University,Saint Louis University,2013,3,47838141.0,False
Southern Illinois University System,Southern Illinois University System,2013,23,2801502357.0,False
Southern Methodist University,Southern Methodist University,2013,5,178169726.0,False
Stevens Institute Of Technology,Stevens Institute Of Technology,2013,6,108468826.0,False
Tennessee State University,Tennessee State University,2013,473,75256744.0,unknown
Tennessee Technological University,Tennessee Technological University,2013,464,63920570.0,unknown
University At Albany Suny,University At Albany Suny,2013,12,392282.0,unknown
University Of Memphis,University Of Memphis,2013,460,94658018.0,unknown
University Of Pennsylvania,University Of Pennsylvania,2013,57,79576946.0,True
University Of San Francisco,University Of San Francisco,2013,9,76766440.0,False
Florida Agricultural And Mechanical University,Florida Agricultural And Mechanical University,2013,2,8248082.0,unknown
Florida State University,Florida State University,2013,4,103163165.0,unknown
Montana State University Bozeman,Montana State University Bozeman,2013,10,23732399.0,unknown
State University Of New York Stony Brook,State University Of New York Stony Brook,2013,8,59553526.0,unknown
Union Institute & University,Union Institute & University,2013,15,204669301.0,unknown
University At Buffalo State University Of New York,University At Buffalo State University Of New York,2013,3,63190737.0,unknown
New School,New School,2013,226,102179633.0,False
University Of California Los Angeles,University Of California Los Angeles,2013,7,161318765.0,unknown
Baylor College Of Medicine,Baylor College Of Medicine,2013,35,181547552.0,False
Boise State University,Boise State University,2013,27,120156002.0,unknown
Montana State University,Montana State University,2013,10,23732399.0,unknown
Northeastern University,Northeastern University,2013,5,12912129.0,False
Northwestern University,Northwestern University,2013,18,111979921.0,False
North Dakota State University,North Dakota State University,2013,3,57328836.0,False
Virginia Tech,Virginia Tech,2013,25,859038795.0,False
Polytechnic Institute Of New York University,Polytechnic Institute Of New York University,2013,46,57206974.0,False
