Id,Label,Year,Interlock_Count,AffiliationId,female_president
Adelphi University,Adelphi University,2013,37,71965598.0,False
Andrews University,Andrews University,2013,66,102298084.0,False
Arizona State University,Arizona State University,2013,168,55732556.0,False
Auburn University,Auburn University,2013,38,82497590.0,False
Ball State University,Ball State University,2013,6,198089087.0,False
Baylor University,Baylor University,2013,12,157394403.0,False
Boston College,Boston College,2013,75,103531236.0,False
Boston University,Boston University,2013,40,111088046.0,False
Brandeis University,Brandeis University,2013,67,6902469.0,False
Brown University,Brown University,2013,49,27804330.0,True
California Institute Of Technology,California Institute Of Technology,2013,73,122411786.0,unknown
Carnegie Mellon University,Carnegie Mellon University,2013,78,74973139.0,False
Case Western Reserve University,Case Western Reserve University,2013,12,58956616.0,False
Catholic University Of America,Catholic University Of America,2013,26,84470341.0,False
Central Michigan University,Central Michigan University,2013,3,1629065.0,False
Chapman University,Chapman University,2013,21,185071736.0,False
Clark Atlanta University,Clark Atlanta University,2013,12,52064589.0,False
Clark University,Clark University,2013,4,130785548.0,False
Clarkson University,Clarkson University,2013,7,16944753.0,False
Clemson University,Clemson University,2013,5,8078737.0,False
Cleveland State University,Cleveland State University,2013,50,102607778.0,unknown
College Of William And Mary,College Of William And Mary,2013,2,16285277.0,False
Columbia University,Columbia University,2013,50,78577930.0,False
Cornell University,Cornell University,2013,114,205783295.0,False
Creighton University,Creighton University,2013,17,114493937.0,False
Dartmouth College,Dartmouth College,2013,22,107672454.0,True
Depaul University,Depaul University,2013,14,118353179.0,False
Drexel University,Drexel University,2013,29,72816309.0,False
Duke University,Duke University,2013,27,170897317.0,False
Duquesne University,Duquesne University,2013,45,165102784.0,False
East Tennessee State University,East Tennessee State University,2013,469,119443389.0,unknown
Emory University,Emory University,2013,24,150468666.0,False
Florida Institute Of Technology,Florida Institute Of Technology,2013,2,106959904.0,False
Fordham University,Fordham University,2013,55,164389053.0,False
Gallaudet University,Gallaudet University,2013,2,66108857.0,unknown
George Mason University,George Mason University,2013,1,162714631.0,False
George Washington University,George Washington University,2013,28,193531525.0,False
Georgetown University,Georgetown University,2013,91,184565670.0,False
Hampton University,Hampton University,2013,3,151328261.0,unknown
Harvard University,Harvard University,2013,38,136199984.0,False
Hofstra University,Hofstra University,2013,19,139290212.0,False
Howard University,Howard University,2013,32,137853757.0,False
Idaho State University,Idaho State University,2013,55,106969075.0,unknown
Illinois Institute Of Technology,Illinois Institute Of Technology,2013,34,180949307.0,False
Indiana University Of Pennsylvania,Indiana University Of Pennsylvania,2013,16,200885203.0,unknown
Iowa State University,Iowa State University,2013,69,173911158.0,unknown
James Madison University,James Madison University,2013,4,11883440.0,False
Johns Hopkins University,Johns Hopkins University,2013,62,145311948.0,False
Kansas State University,Kansas State University,2013,149,189590672.0,unknown
Kent State University,Kent State University,2013,80,149910238.0,unknown
Lehigh University,Lehigh University,2013,9,186143895.0,True
Loma Linda University,Loma Linda University,2013,66,26347476.0,False
Long Island University,Long Island University,2013,4,138873065.0,False
Loyola Marymount University,Loyola Marymount University,2013,24,35566140.0,False
Loyola University Chicago,Loyola University Chicago,2013,52,1925986.0,False
Marquette University,Marquette University,2013,36,102461120.0,False
Marshall University,Marshall University,2013,52,88694374.0,False
Massachusetts Institute Of Technology,Massachusetts Institute Of Technology,2013,115,63966007.0,False
Mercer University,Mercer University,2013,28,150149174.0,False
