Source,Target,Type,Weight,Year
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2007
University Of Memphis,Tennessee Technological University,Undirected,1,2007
Tennessee State University,Tennessee Technological University,Undirected,1,2007
East Tennessee State University,Tennessee Technological University,Undirected,1,2007
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2007
Drexel University,Thomas Jefferson University,Undirected,1,2007
Widener University,Thomas Jefferson University,Undirected,1,2007
University Of Chicago,Tufts University,Undirected,1,2007
Brown University,Tufts University,Undirected,1,2007
Union Institute,Union Institute & University,Undirected,1,2007
Union Institute,Union Institute & University,Undirected,1,2007
Union Institute,Union Institute & University,Undirected,1,2007
Union Institute,Union Institute & University,Undirected,1,2007
State University Of New York At Albany,University At Albany Suny,Undirected,1,2007
State University Of New York At Albany,University At Albany Suny,Undirected,1,2007
State University Of New York At Buffalo,University At Buffalo State University Of New York,Undirected,1,2007
Case Western Reserve University,University Of Akron,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Arizona State University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Arizona State University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Arizona State University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Arizona State University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Northern Arizona University,University Of Arizona,Undirected,1,2007
Arizona State University,University Of Arizona,Undirected,1,2007
New School University,University Of California Los Angeles,Undirected,1,2007
Auburn University,University Of California Los Angeles,Undirected,1,2007
Yale University,University Of California Los Angeles,Undirected,1,2007
Duquesne University,University Of California Los Angeles,Undirected,1,2007
Georgetown University,University Of California Los Angeles,Undirected,1,2007
University Of Texas At Brownsville/Texas Southmost College,University Of California Los Angeles,Undirected,1,2007
Illinois Institute Of Technology,University Of Chicago,Undirected,1,2007
New School University,University Of Chicago,Undirected,1,2007
New School,University Of Chicago,Undirected,1,2007
Carnegie Mellon University,University Of Chicago,Undirected,1,2007
Princeton University,University Of Chicago,Undirected,1,2007
Princeton University,University Of Chicago,Undirected,1,2007
Tufts University,University Of Chicago,Undirected,1,2007
Rockefeller University,University Of Chicago,Undirected,1,2007
Yale University,University Of Connecticut,Undirected,1,2007
Marquette University,University Of Dayton,Undirected,1,2007
Tufts University,University Of Delaware,Undirected,1,2007
Georgetown University,University Of Delaware,Undirected,1,2007
Idaho State University,University Of Idaho,Undirected,1,2007
Idaho State University,University Of Idaho,Undirected,1,2007
Idaho State University,University Of Idaho,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Iowa State University,University Of Iowa,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Wichita State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Wichita State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Wichita State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Wichita State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Wichita State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Kansas State University,University Of Kansas,Undirected,1,2007
Wichita State University,University Of Kansas,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Tennessee Technological University,University Of Memphis,Undirected,1,2007
Tennessee State University,University Of Memphis,Undirected,1,2007
East Tennessee State University,University Of Memphis,Undirected,1,2007
Middle Tennessee State University,University Of Memphis,Undirected,1,2007
Central Michigan University,University Of Michigan,Undirected,1,2007
Tufts University,University Of New Mexico,Undirected,1,2007
Massachusetts Institute Of Technology,University Of North Carolina At Greensboro,Undirected,1,2007
Creighton University,University Of Notre Dame,Undirected,1,2007
New Jersey Institute Of Technology,University Of Notre Dame,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
Oklahoma State University,University Of Oklahoma,Undirected,1,2007
New York University,University Of Pennsylvania,Undirected,1,2007
Pennsylvania State University,University Of Pennsylvania,Undirected,1,2007
University Of Pittsburgh,University Of Pennsylvania,Undirected,1,2007
Temple University,University Of Pennsylvania,Undirected,1,2007
California Institute Of Technology,University Of Pennsylvania,Undirected,1,2007
Lehigh University,University Of Pennsylvania,Undirected,1,2007
Widener University,University Of Pennsylvania,Undirected,1,2007
Pennsylvania State University,University Of Pittsburgh,Undirected,1,2007
University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2007
Temple University,University Of Pittsburgh,Undirected,1,2007
Pennsylvania State University,University Of Pittsburgh,Undirected,1,2007
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2007
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2007
Hofstra University,University Of Pittsburgh,Undirected,1,2007
Chapman University,University Of San Diego,Undirected,1,2007
Wake Forest University,University Of San Diego,Undirected,1,2007
Auburn University,University Of South Alabama,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
South Dakota State University,University Of South Dakota,Undirected,1,2007
Loyola Marymount University,University Of Southern California,Undirected,1,2007
Loyola Marymount University,University Of Southern California,Undirected,1,2007
Ball State University,University Of Southern California,Undirected,1,2007
Cornell University,University Of Southern California,Undirected,1,2007
University Of Notre Dame,University Of St Thomas Minnesota,Undirected,1,2007
Marquette University,University Of St Thomas Minnesota,Undirected,1,2007
Cornell University,University Of Tulsa,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Utah State University,University Of Utah,Undirected,1,2007
Princeton University,University Of Virginia,Undirected,1,2007
Virginia Polytechnic Institute And State University,University Of Virginia,Undirected,1,2007
Virginia Polytechnic Institute And State University,University Of Virginia,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
University Of Utah,Utah State University,Undirected,1,2007
New York University,Vanderbilt University,Undirected,1,2007
University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2007
University Of Notre Dame,Vanderbilt University,Undirected,1,2007
New York University,Virginia Commonwealth University,Undirected,1,2007
University Of San Diego,Wake Forest University,Undirected,1,2007
George Washington University,Washington State University,Undirected,1,2007
Indiana University Of Pennsylvania,West Chester University Of Pennsylvania,Undirected,1,2007
Indiana University Of Pennsylvania,West Chester University Of Pennsylvania,Undirected,1,2007
Marshall University,West Virginia University,Undirected,1,2007
Lehigh University,West Virginia University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
Kansas State University,Wichita State University,Undirected,1,2007
University Of Kansas,Wichita State University,Undirected,1,2007
University Of Pennsylvania,Widener University,Undirected,1,2007
University Of Connecticut,Yale University,Undirected,1,2007
New School University,Yale University,Undirected,1,2007
Massachusetts Institute Of Technology,Yale University,Undirected,1,2007
Stanford University,Yale University,Undirected,1,2007
Fordham University,Yeshiva University,Undirected,1,2007
Johns Hopkins University,Yeshiva University,Undirected,1,2007
Boston College,Yeshiva University,Undirected,1,2007
Johns Hopkins University,Yeshiva University,Undirected,1,2007
Boston College,Yeshiva University,Undirected,1,2007
Cornell University,Yeshiva University,Undirected,1,2007
New York University,Yeshiva University,Undirected,1,2007
Columbia University,Yeshiva University,Undirected,1,2007
Rockefeller University,Yeshiva University,Undirected,1,2007
