Id,Label,Year,Interlock_Count,AffiliationId,female_president
Adelphi University,Adelphi University,1999,1,71965598.0,False
Andrews University,Andrews University,1999,2,102298084.0,False
Arizona State University,Arizona State University,1999,19,55732556.0,False
Auburn University,Auburn University,1999,2,82497590.0,False
Boston University,Boston University,1999,1,111088046.0,False
Brandeis University,Brandeis University,1999,2,6902469.0,False
Brown University,Brown University,1999,1,27804330.0,False
California Institute Of Technology,California Institute Of Technology,1999,2,122411786.0,False
Carnegie Mellon University,Carnegie Mellon University,1999,8,74973139.0,False
Case Western Reserve University,Case Western Reserve University,1999,2,58956616.0,False
Clark Atlanta University,Clark Atlanta University,1999,1,52064589.0,False
Columbia University,Columbia University,1999,1,78577930.0,False
Dartmouth College,Dartmouth College,1999,1,107672454.0,False
Depaul University,Depaul University,1999,1,118353179.0,False
Duquesne University,Duquesne University,1999,3,165102784.0,False
Emory University,Emory University,1999,1,150468666.0,False
Fordham University,Fordham University,1999,2,164389053.0,False
George Washington University,George Washington University,1999,3,193531525.0,False
Georgetown University,Georgetown University,1999,3,184565670.0,False
Hampton University,Hampton University,1999,1,151328261.0,False
Harvard University,Harvard University,1999,1,136199984.0,False
Hofstra University,Hofstra University,1999,1,139290212.0,False
Howard University,Howard University,1999,1,137853757.0,False
Idaho State University,Idaho State University,1999,2,106969075.0,False
Illinois Institute Of Technology,Illinois Institute Of Technology,1999,2,180949307.0,False
Indiana University Of Pennsylvania,Indiana University Of Pennsylvania,1999,2,200885203.0,False
Iowa State University,Iowa State University,1999,9,173911158.0,False
Johns Hopkins University,Johns Hopkins University,1999,3,145311948.0,False
Kansas State University,Kansas State University,1999,16,189590672.0,False
Kent State University,Kent State University,1999,32,149910238.0,True
Lehigh University,Lehigh University,1999,1,186143895.0,False
Loma Linda University,Loma Linda University,1999,2,26347476.0,True
Loyola Marymount University,Loyola Marymount University,1999,1,35566140.0,False
Loyola University Chicago,Loyola University Chicago,1999,1,1925986.0,False
Marquette University,Marquette University,1999,3,102461120.0,False
Marshall University,Marshall University,1999,16,88694374.0,False
Massachusetts Institute Of Technology,Massachusetts Institute Of Technology,1999,2,63966007.0,False
Middle Tennessee State University,Middle Tennessee State University,1999,1,169615421.0,False
Mississippi State University,Mississippi State University,1999,19,99041443.0,False
New Jersey Institute Of Technology,New Jersey Institute Of Technology,1999,2,118118575.0,False
New Mexico State University,New Mexico State University,1999,1,10052268.0,False
New School University,New School University,1999,2,102179633.0,False
New York University,New York University,1999,2,57206974.0,False
Northern Arizona University,Northern Arizona University,1999,17,203172682.0,True
Ohio State University,Ohio State University,1999,1,52357470.0,False
Ohio University,Ohio University,1999,32,4210106879.0,False
Oklahoma State University,Oklahoma State University,1999,3,115475287.0,False
Old Dominion University,Old Dominion University,1999,1,81365321.0,False
Pennsylvania State University,Pennsylvania State University,1999,2,130769515.0,False
Pepperdine University,Pepperdine University,1999,2,100191712.0,False
Polytechnic University,Polytechnic University,1999,1,57206974.0,False
Princeton University,Princeton University,1999,1,20089843.0,False
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,1999,1,165799507.0,False
Rice University,Rice University,1999,1,74775410.0,False
Rochester Institute Of Technology,Rochester Institute Of Technology,1999,1,155173764.0,False
Seton Hall University,Seton Hall University,1999,2,12524447.0,False
South Dakota State University,South Dakota State University,1999,4,177156846.0,True
State University Of New York At Albany,State University Of New York At Albany,1999,1,392282.0,True
Temple University,Temple University,1999,2,84392919.0,False
Thomas Jefferson University,Thomas Jefferson University,1999,1,149251103.0,False
Tufts University,Tufts University,1999,3,121934306.0,False
University Of Akron,University Of Akron,1999,32,110152177.0,True
University Of Alabama,University Of Alabama,1999,2,17301866.0,False
