Year,Name,Position,Institution,SubInstitution,Education,AffiliationId,carnegie_id,PrimarySample,FixedPosition
2011,Mark S. Blumenkranz,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2011,Rabbi Laura Geller,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2011,Donald C. Hood,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2011,Robin A. Lenhardt,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2011,Matthew J. Mallow,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2011,Samuel M. Mencoff,Fellow,Brown University,,Brown U 1978 AB: Harvard 1981 MBA,27804330.0,217156.0,True,Trustee
2011,Steven L. Rattner,Fellow,Brown University,,Brown U 1974 AB,27804330.0,217156.0,True,Trustee
2011,Stephen Robert,Fellow,Brown University,,Brown U 1962 AB,27804330.0,217156.0,True,Trustee
2011,Charles M. Royce,Fellow,Brown University,,Brown U 1961 AB; Columbia 1963 MBA,27804330.0,217156.0,True,Trustee
2011,Ruth J. Simmons,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2011,Peter S. Voss,Fellow,Brown University,,Brown U 1968 BA,27804330.0,217156.0,True,Trustee
2011,Glen T. Becerra,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Kristine Butcher,Faculty Regent,California Lutheran University,,Stanford 1989 PhD,176611909.0,110413.0,False,Member
2011,Evan Clark,Student Regent,California Lutheran University,,,176611909.0,110413.0,False,Other Board Member
2011,"Dennis Erickson, Ph.D",Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Randall Foster,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Rod Gilbert,Vice Chairman,California Lutheran University,,,176611909.0,110413.0,False,Board Vice President
2011,Shawn Howie,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Ted Jensen,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,William Krantz,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Susan Lundeen-Smuck,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Ron McDaniel,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Rev. Frank Nausin,Regent,California Lutheran University,,Cal Lutheran U 1970 BA; Pacific Lutheran Sem MDiv,176611909.0,110413.0,False,Member
2011,Rev. Dean W. Nelson,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2011,Sasan Nikoomanesh,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
