Id,Label,Year,Interlock_Count,AffiliationId,female_president
Adelphi University,Adelphi University,2000,1,71965598.0,False
Andrews University,Andrews University,2000,6,102298084.0,False
Arizona State University,Arizona State University,2000,55,55732556.0,False
Auburn University,Auburn University,2000,9,82497590.0,False
Boston College,Boston College,2000,1,103531236.0,False
Boston University,Boston University,2000,3,111088046.0,False
Brandeis University,Brandeis University,2000,7,6902469.0,False
Brown University,Brown University,2000,4,27804330.0,False
California Institute Of Technology,California Institute Of Technology,2000,7,122411786.0,False
Carnegie Mellon University,Carnegie Mellon University,2000,21,74973139.0,False
Case Western Reserve University,Case Western Reserve University,2000,6,58956616.0,False
Catholic University Of America,Catholic University Of America,2000,1,84470341.0,False
Central Michigan University,Central Michigan University,2000,1,1629065.0,False
Chapman University,Chapman University,2000,2,185071736.0,False
Clark Atlanta University,Clark Atlanta University,2000,3,52064589.0,False
Cleveland State University,Cleveland State University,2000,47,102607778.0,True
Columbia University,Columbia University,2000,3,78577930.0,False
Cornell University,Cornell University,2000,2,205783295.0,False
Creighton University,Creighton University,2000,1,114493937.0,False
Dartmouth College,Dartmouth College,2000,3,107672454.0,False
Depaul University,Depaul University,2000,1,118353179.0,unknown
Duquesne University,Duquesne University,2000,9,165102784.0,False
East Tennessee State University,East Tennessee State University,2000,72,119443389.0,False
Emory University,Emory University,2000,3,150468666.0,False
Fordham University,Fordham University,2000,6,164389053.0,False
George Washington University,George Washington University,2000,7,193531525.0,False
Georgetown University,Georgetown University,2000,12,184565670.0,False
Hampton University,Hampton University,2000,3,151328261.0,False
Harvard University,Harvard University,2000,3,136199984.0,False
Hofstra University,Hofstra University,2000,4,139290212.0,False
Howard University,Howard University,2000,3,137853757.0,False
Idaho State University,Idaho State University,2000,6,106969075.0,False
Illinois Institute Of Technology,Illinois Institute Of Technology,2000,6,180949307.0,False
Indiana University Of Pennsylvania,Indiana University Of Pennsylvania,2000,6,200885203.0,False
Iowa State University,Iowa State University,2000,22,173911158.0,False
Johns Hopkins University,Johns Hopkins University,2000,9,145311948.0,False
Kansas State University,Kansas State University,2000,36,189590672.0,False
Kent State University,Kent State University,2000,80,149910238.0,True
Lehigh University,Lehigh University,2000,3,186143895.0,False
Loma Linda University,Loma Linda University,2000,6,26347476.0,True
Loyola Marymount University,Loyola Marymount University,2000,2,35566140.0,False
Loyola University Chicago,Loyola University Chicago,2000,10,1925986.0,False
Marquette University,Marquette University,2000,11,102461120.0,False
Marshall University,Marshall University,2000,38,88694374.0,False
Massachusetts Institute Of Technology,Massachusetts Institute Of Technology,2000,9,63966007.0,False
Middle Tennessee State University,Middle Tennessee State University,2000,74,169615421.0,False
Mississippi State University,Mississippi State University,2000,52,99041443.0,False
New Jersey Institute Of Technology,New Jersey Institute Of Technology,2000,6,118118575.0,False
New Mexico State University,New Mexico State University,2000,4,10052268.0,False
New School University,New School University,2000,9,102179633.0,False
New York University,New York University,2000,9,57206974.0,False
Northern Arizona University,Northern Arizona University,2000,54,203172682.0,True
Ohio State University,Ohio State University,2000,3,52357470.0,False
Ohio University,Ohio University,2000,54,4210106879.0,False
Oklahoma State University,Oklahoma State University,2000,8,115475287.0,False
Old Dominion University,Old Dominion University,2000,3,81365321.0,False
Pennsylvania State University,Pennsylvania State University,2000,6,130769515.0,False
Pepperdine University,Pepperdine University,2000,4,100191712.0,unknown
Polytechnic University,Polytechnic University,2000,4,57206974.0,False
Princeton University,Princeton University,2000,3,20089843.0,False
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,2000,4,165799507.0,True
Rice University,Rice University,2000,3,74775410.0,False
Rochester Institute Of Technology,Rochester Institute Of Technology,2000,2,155173764.0,False
Seton Hall University,Seton Hall University,2000,7,12524447.0,False
South Dakota State University,South Dakota State University,2000,9,177156846.0,True
Southern Illinois University,Southern Illinois University,2000,6,2801502357.0,False
Stanford University,Stanford University,2000,4,97018004.0,False
State University Of New York At Albany,State University Of New York At Albany,2000,7,392282.0,True
Temple University,Temple University,2000,4,84392919.0,False
