Id,Label,Year,Interlock_Count,AffiliationId,female_president
Thomas Jefferson University,Thomas Jefferson University,2000,3,149251103.0,False
Tufts University,Tufts University,2000,9,121934306.0,False
University Of Akron,University Of Akron,2000,80,110152177.0,False
University Of Alabama,University Of Alabama,2000,4,17301866.0,unknown
University Of Arizona,University Of Arizona,2000,51,138006243.0,False
University Of Chicago,University Of Chicago,2000,15,40347166.0,False
University Of Cincinnati,University Of Cincinnati,2000,53,63135867.0,False
University Of Connecticut,University Of Connecticut,2000,5,140172145.0,False
University Of Dayton,University Of Dayton,2000,2,127591826.0,False
University Of Delaware,University Of Delaware,2000,6,86501945.0,False
University Of Idaho,University Of Idaho,2000,6,155093810.0,False
University Of Illinois At Urbana Champaign,University Of Illinois At Urbana Champaign,2000,1,157725225.0,unknown
University Of Iowa,University Of Iowa,2000,22,126307644.0,True
University Of Kansas,University Of Kansas,2000,37,146416000.0,False
University Of Massachusetts Worcester,University Of Massachusetts Worcester,2000,1,166722992.0,unknown
University Of Michigan,University Of Michigan,2000,1,27837315.0,False
University Of Mississippi,University Of Mississippi,2000,52,368840534.0,False
University Of New Mexico,University Of New Mexico,2000,4,169521973.0,False
University Of North Carolina At Greensboro,University Of North Carolina At Greensboro,2000,3,169335092.0,True
University Of North Texas,University Of North Texas,2000,2,123534392.0,False
University Of Notre Dame,University Of Notre Dame,2000,7,107639228.0,False
University Of Oklahoma,University Of Oklahoma,2000,12,8692664.0,False
University Of Pittsburgh,University Of Pittsburgh,2000,12,170201317.0,False
University Of Rochester,University Of Rochester,2000,7,5388228.0,unknown
University Of San Diego,University Of San Diego,2000,3,160856358.0,True
University Of South Alabama,University Of South Alabama,2000,6,83809506.0,False
University Of South Dakota,University Of South Dakota,2000,9,189957204.0,False
University Of Southern California,University Of Southern California,2000,4,1174212.0,False
University Of Southern Mississippi,University Of Southern Mississippi,2000,54,44854399.0,False
University Of St Thomas Minnesota,University Of St Thomas Minnesota,2000,5,161515732.0,False
University Of Texas At Brownsville/Texas Southmost College,University Of Texas At Brownsville/Texas Southmost College,2000,2,2802326326.0,True
University Of Tulsa,University Of Tulsa,2000,4,87208437.0,False
University Of Utah,University Of Utah,2000,37,223532165.0,False
University Of Washington,University Of Washington,2000,1,201448701.0,False
Utah State University,Utah State University,2000,37,121980950.0,False
Villanova University,Villanova University,2000,3,7863295.0,False
Wake Forest University,Wake Forest University,2000,2,47251452.0,False
West Chester University Of Pennsylvania,West Chester University Of Pennsylvania,2000,6,161171246.0,True
West Virginia University,West Virginia University,2000,38,12097938.0,False
Wichita State University,Wichita State University,2000,35,39587148.0,False
Widener University,Widener University,2000,3,138659443.0,False
Worcester Polytechnic Institute,Worcester Polytechnic Institute,2000,5,107077323.0,False
Yale University,Yale University,2000,4,32971472.0,False
Yeshiva University,Yeshiva University,2000,4,19772626.0,False
Rockefeller University,Rockefeller University,2000,8,83399316.0,False
Saint Louis University,Saint Louis University,2000,1,47838141.0,False
Southern Illinois University System,Southern Illinois University System,2000,6,2801502357.0,False
Stevens Institute Of Technology,Stevens Institute Of Technology,2000,2,108468826.0,False
Tennessee State University,Tennessee State University,2000,73,75256744.0,False
Tennessee Technological University,Tennessee Technological University,2000,58,63920570.0,False
University At Albany Suny,University At Albany Suny,2000,6,392282.0,True
University Of Memphis,University Of Memphis,2000,73,94658018.0,False
University Of Pennsylvania,University Of Pennsylvania,2000,3,79576946.0,True
University Of San Francisco,University Of San Francisco,2000,2,76766440.0,False
