Id,Label,Year,Interlock_Count,AffiliationId,female_president
Adelphi University,Adelphi University,2005,3,71965598.0,False
Andrews University,Andrews University,2005,13,102298084.0,False
Arizona State University,Arizona State University,2005,78,55732556.0,False
Auburn University,Auburn University,2005,12,82497590.0,False
Ball State University,Ball State University,2005,1,198089087.0,False
Boston College,Boston College,2005,12,103531236.0,False
Boston University,Boston University,2005,4,111088046.0,False
Brandeis University,Brandeis University,2005,16,6902469.0,False
Brown University,Brown University,2005,6,27804330.0,True
California Institute Of Technology,California Institute Of Technology,2005,15,122411786.0,False
Carnegie Mellon University,Carnegie Mellon University,2005,31,74973139.0,False
Case Western Reserve University,Case Western Reserve University,2005,8,58956616.0,False
Catholic University Of America,Catholic University Of America,2005,2,84470341.0,False
Central Michigan University,Central Michigan University,2005,2,1629065.0,False
Chapman University,Chapman University,2005,4,185071736.0,False
Clark Atlanta University,Clark Atlanta University,2005,4,52064589.0,False
Clarkson University,Clarkson University,2005,1,16944753.0,False
Cleveland State University,Cleveland State University,2005,48,102607778.0,False
Columbia University,Columbia University,2005,11,78577930.0,False
Cornell University,Cornell University,2005,11,205783295.0,False
Creighton University,Creighton University,2005,7,114493937.0,False
Dartmouth College,Dartmouth College,2005,7,107672454.0,False
Depaul University,Depaul University,2005,1,118353179.0,unknown
Drexel University,Drexel University,2005,1,72816309.0,False
Duke University,Duke University,2005,1,170897317.0,False
Duquesne University,Duquesne University,2005,14,165102784.0,False
East Tennessee State University,East Tennessee State University,2005,156,119443389.0,False
Emory University,Emory University,2005,5,150468666.0,False
Florida Institute Of Technology,Florida Institute Of Technology,2005,1,106959904.0,False
Fordham University,Fordham University,2005,13,164389053.0,False
George Washington University,George Washington University,2005,8,193531525.0,False
Georgetown University,Georgetown University,2005,29,184565670.0,False
Hampton University,Hampton University,2005,3,151328261.0,unknown
Harvard University,Harvard University,2005,10,136199984.0,False
Hofstra University,Hofstra University,2005,8,139290212.0,False
Howard University,Howard University,2005,6,137853757.0,False
Idaho State University,Idaho State University,2005,14,106969075.0,False
Illinois Institute Of Technology,Illinois Institute Of Technology,2005,8,180949307.0,False
Indiana University Of Pennsylvania,Indiana University Of Pennsylvania,2005,8,200885203.0,True
Iowa State University,Iowa State University,2005,30,173911158.0,False
James Madison University,James Madison University,2005,1,11883440.0,False
Johns Hopkins University,Johns Hopkins University,2005,15,145311948.0,False
Kansas State University,Kansas State University,2005,52,189590672.0,False
Kent State University,Kent State University,2005,80,149910238.0,True
Lehigh University,Lehigh University,2005,5,186143895.0,False
Loma Linda University,Loma Linda University,2005,13,26347476.0,False
Loyola Marymount University,Loyola Marymount University,2005,7,35566140.0,False
Loyola University Chicago,Loyola University Chicago,2005,21,1925986.0,False
Marquette University,Marquette University,2005,14,102461120.0,False
Marshall University,Marshall University,2005,41,88694374.0,False
Massachusetts Institute Of Technology,Massachusetts Institute Of Technology,2005,26,63966007.0,True
Mercer University,Mercer University,2005,3,150149174.0,False
Miami University,Miami University,2005,3,83328450.0,unknown
Middle Tennessee State University,Middle Tennessee State University,2005,157,169615421.0,False
Mississippi State University,Mississippi State University,2005,52,99041443.0,False
New Jersey Institute Of Technology,New Jersey Institute Of Technology,2005,8,118118575.0,False
New Mexico State University,New Mexico State University,2005,5,10052268.0,False
New School University,New School University,2005,22,102179633.0,False
New York University,New York University,2005,24,57206974.0,False
Northern Arizona University,Northern Arizona University,2005,76,203172682.0,False
Ohio State University,Ohio State University,2005,3,52357470.0,True
Ohio University,Ohio University,2005,54,4210106879.0,False
Oklahoma State University,Oklahoma State University,2005,16,115475287.0,False
Old Dominion University,Old Dominion University,2005,3,81365321.0,True
Pennsylvania State University,Pennsylvania State University,2005,9,130769515.0,False
Pepperdine University,Pepperdine University,2005,6,100191712.0,unknown
Polytechnic University,Polytechnic University,2005,7,57206974.0,False
Princeton University,Princeton University,2005,9,20089843.0,True
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,2005,9,165799507.0,True
Rice University,Rice University,2005,4,74775410.0,False
Rochester Institute Of Technology,Rochester Institute Of Technology,2005,5,155173764.0,False
Seton Hall University,Seton Hall University,2005,8,12524447.0,False
South Dakota State University,South Dakota State University,2005,19,177156846.0,True
Southern Illinois University,Southern Illinois University,2005,8,2801502357.0,False
St Johns University,St Johns University,2005,1,142823887.0,False
Stanford University,Stanford University,2005,12,97018004.0,False
State University Of New York At Albany,State University Of New York At Albany,2005,10,392282.0,False
State University Of New York At Buffalo,State University Of New York At Buffalo,2005,1,63190737.0,False
State University Of New York At Stony Brook,State University Of New York At Stony Brook,2005,4,59553526.0,True
Temple University,Temple University,2005,8,84392919.0,False
Thomas Jefferson University,Thomas Jefferson University,2005,4,149251103.0,False
Tufts University,Tufts University,2005,15,121934306.0,False
Union Institute,Union Institute,2005,6,204669301.0,False
University Of Akron,University Of Akron,2005,81,110152177.0,False
University Of Alabama,University Of Alabama,2005,4,17301866.0,unknown
University Of Arizona,University Of Arizona,2005,74,138006243.0,False
University Of Chicago,University Of Chicago,2005,24,40347166.0,False
University Of Cincinnati,University Of Cincinnati,2005,53,63135867.0,True
University Of Connecticut,University Of Connecticut,2005,10,140172145.0,False
University Of Dayton,University Of Dayton,2005,2,127591826.0,False
University Of Delaware,University Of Delaware,2005,8,86501945.0,False
University Of Idaho,University Of Idaho,2005,14,155093810.0,False
University Of Illinois At Urbana Champaign,University Of Illinois At Urbana Champaign,2005,1,157725225.0,unknown
University Of Iowa,University Of Iowa,2005,30,126307644.0,False
University Of Kansas,University Of Kansas,2005,55,146416000.0,False
University Of Massachusetts Worcester,University Of Massachusetts Worcester,2005,3,166722992.0,unknown
University Of Michigan,University Of Michigan,2005,5,27837315.0,True
University Of Mississippi,University Of Mississippi,2005,52,368840534.0,unknown
University Of New Mexico,University Of New Mexico,2005,6,169521973.0,False
University Of North Carolina At Greensboro,University Of North Carolina At Greensboro,2005,5,169335092.0,True
University Of North Texas,University Of North Texas,2005,2,123534392.0,unknown
University Of Notre Dame,University Of Notre Dame,2005,12,107639228.0,False
University Of Oklahoma,University Of Oklahoma,2005,20,8692664.0,False
University Of Pittsburgh,University Of Pittsburgh,2005,20,170201317.0,False
University Of Rochester,University Of Rochester,2005,9,5388228.0,unknown
University Of San Diego,University Of San Diego,2005,5,160856358.0,True
University Of South Alabama,University Of South Alabama,2005,7,83809506.0,False
University Of South Carolina,University Of South Carolina,2005,1,155781252.0,False
University Of South Dakota,University Of South Dakota,2005,19,189957204.0,False
University Of Southern California,University Of Southern California,2005,7,1174212.0,False
University Of Southern Mississippi,University Of Southern Mississippi,2005,54,44854399.0,unknown
University Of St Thomas Minnesota,University Of St Thomas Minnesota,2005,9,161515732.0,False
University Of Texas At Brownsville/Texas Southmost College,University Of Texas At Brownsville/Texas Southmost College,2005,4,2802326326.0,True
University Of Tulsa,University Of Tulsa,2005,6,87208437.0,False
University Of Utah,University Of Utah,2005,62,223532165.0,False
University Of Virginia,University Of Virginia,2005,2,51556381.0,False
University Of Washington,University Of Washington,2005,1,201448701.0,False
Utah State University,Utah State University,2005,62,121980950.0,False
Vanderbilt University,Vanderbilt University,2005,1,200719446.0,False
Villanova University,Villanova University,2005,5,7863295.0,False
Virginia Polytechnic Institute And State University,Virginia Polytechnic Institute And State University,2005,1,859038795.0,False
Wake Forest University,Wake Forest University,2005,3,47251452.0,False
Washington State University,Washington State University,2005,1,72951846.0,False
Washington University,Washington University,2005,1,204465549.0,False
West Chester University Of Pennsylvania,West Chester University Of Pennsylvania,2005,8,161171246.0,True
West Virginia University,West Virginia University,2005,42,12097938.0,False
Wichita State University,Wichita State University,2005,53,39587148.0,False
Widener University,Widener University,2005,4,138659443.0,False
Worcester Polytechnic Institute,Worcester Polytechnic Institute,2005,6,107077323.0,False
Yale University,Yale University,2005,11,32971472.0,False
Yeshiva University,Yeshiva University,2005,14,19772626.0,False
Rockefeller University,Rockefeller University,2005,29,83399316.0,False
Saint Louis University,Saint Louis University,2005,2,47838141.0,False
Southern Illinois University System,Southern Illinois University System,2005,8,2801502357.0,False
Stevens Institute Of Technology,Stevens Institute Of Technology,2005,2,108468826.0,unknown
Tennessee State University,Tennessee State University,2005,158,75256744.0,False
Tennessee Technological University,Tennessee Technological University,2005,142,63920570.0,False
University At Albany Suny,University At Albany Suny,2005,8,392282.0,False
University Of Memphis,University Of Memphis,2005,163,94658018.0,True
University Of Pennsylvania,University Of Pennsylvania,2005,14,79576946.0,True
University Of San Francisco,University Of San Francisco,2005,6,76766440.0,False
State University Of New York Stony Brook,State University Of New York Stony Brook,2005,4,59553526.0,True
Union Institute & University,Union Institute & University,2005,6,204669301.0,False
University At Buffalo State University Of New York,University At Buffalo State University Of New York,2005,1,63190737.0,False
