Id,Label,Year,Interlock_Count,AffiliationId,female_president
University Of Mississippi,University Of Mississippi,2018,52,368840534.0,unknown
University Of New Mexico,University Of New Mexico,2018,11,169521973.0,False
University Of North Carolina At Charlotte,University Of North Carolina At Charlotte,2018,5,102149020.0,unknown
University Of North Carolina At Greensboro,University Of North Carolina At Greensboro,2018,14,169335092.0,unknown
University Of North Texas,University Of North Texas,2018,2,123534392.0,unknown
University Of Notre Dame,University Of Notre Dame,2018,43,107639228.0,False
University Of Oklahoma,University Of Oklahoma,2018,54,8692664.0,unknown
University Of Pacific,University Of Pacific,2018,5,119942576.0,True
University Of Pittsburgh,University Of Pittsburgh,2018,85,170201317.0,False
University Of Rochester,University Of Rochester,2018,35,5388228.0,False
University Of San Diego,University Of San Diego,2018,23,160856358.0,False
University Of South Alabama,University Of South Alabama,2018,15,83809506.0,False
University Of South Carolina,University Of South Carolina,2018,14,155781252.0,False
University Of South Dakota,University Of South Dakota,2018,67,189957204.0,unknown
University Of Southern California,University Of Southern California,2018,43,1174212.0,False
University Of Southern Mississippi,University Of Southern Mississippi,2018,54,44854399.0,unknown
University Of St Thomas Minnesota,University Of St Thomas Minnesota,2018,55,161515732.0,True
University Of Texas At Brownsville/Texas Southmost College,University Of Texas At Brownsville/Texas Southmost College,2018,21,2802326326.0,unknown
University Of Tulsa,University Of Tulsa,2018,15,87208437.0,False
University Of Utah,University Of Utah,2018,150,223532165.0,unknown
University Of Virginia,University Of Virginia,2018,35,51556381.0,False
University Of Washington,University Of Washington,2018,1,201448701.0,True
Utah State University,Utah State University,2018,164,121980950.0,unknown
Vanderbilt University,Vanderbilt University,2018,27,200719446.0,False
Villanova University,Villanova University,2018,14,7863295.0,False
Virginia Commonwealth University,Virginia Commonwealth University,2018,9,184840846.0,False
Virginia Polytechnic Institute And State University,Virginia Polytechnic Institute And State University,2018,36,859038795.0,False
Wake Forest University,Wake Forest University,2018,9,47251452.0,False
Washington State University,Washington State University,2018,7,72951846.0,False
Washington University,Washington University,2018,12,204465549.0,False
West Chester University Of Pennsylvania,West Chester University Of Pennsylvania,2018,12,161171246.0,unknown
West Virginia University,West Virginia University,2018,63,12097938.0,False
Wichita State University,Wichita State University,2018,147,39587148.0,unknown
Widener University,Widener University,2018,17,138659443.0,True
Worcester Polytechnic Institute,Worcester Polytechnic Institute,2018,20,107077323.0,True
Yale University,Yale University,2018,51,32971472.0,False
Yeshiva University,Yeshiva University,2018,60,19772626.0,False
Rockefeller University,Rockefeller University,2018,139,83399316.0,False
Saint Louis University,Saint Louis University,2018,9,47838141.0,False
Southern Illinois University System,Southern Illinois University System,2018,23,2801502357.0,False
Southern Methodist University,Southern Methodist University,2018,5,178169726.0,False
Stevens Institute Of Technology,Stevens Institute Of Technology,2018,8,108468826.0,False
Tennessee State University,Tennessee State University,2018,473,75256744.0,unknown
Tennessee Technological University,Tennessee Technological University,2018,464,63920570.0,unknown
University At Albany Suny,University At Albany Suny,2018,12,392282.0,unknown
University Of Memphis,University Of Memphis,2018,460,94658018.0,unknown
University Of Pennsylvania,University Of Pennsylvania,2018,64,79576946.0,True
University Of San Francisco,University Of San Francisco,2018,17,76766440.0,False
Florida Agricultural And Mechanical University,Florida Agricultural And Mechanical University,2018,2,8248082.0,unknown
Florida State University,Florida State University,2018,4,103163165.0,unknown
Montana State University Bozeman,Montana State University Bozeman,2018,10,23732399.0,unknown
Oregon Health & Science University,Oregon Health & Science University,2018,13,165690674.0,False
State University Of New York Stony Brook,State University Of New York Stony Brook,2018,8,59553526.0,unknown
Union Institute & University,Union Institute & University,2018,15,204669301.0,unknown
University At Buffalo State University Of New York,University At Buffalo State University Of New York,2018,3,63190737.0,unknown
New School,New School,2018,249,102179633.0,False
University Of California Los Angeles,University Of California Los Angeles,2018,14,161318765.0,unknown
Baylor College Of Medicine,Baylor College Of Medicine,2018,45,181547552.0,False
Boise State University,Boise State University,2018,27,120156002.0,unknown
Montana State University,Montana State University,2018,10,23732399.0,unknown
Northeastern University,Northeastern University,2018,6,12912129.0,False
Northwestern University,Northwestern University,2018,27,111979921.0,False
North Dakota State University,North Dakota State University,2018,3,57328836.0,unknown
Virginia Tech,Virginia Tech,2018,25,859038795.0,False
Polytechnic Institute Of New York University,Polytechnic Institute Of New York University,2018,48,57206974.0,False
