Year,Name,Position,Institution,SubInstitution,Education,AffiliationId,carnegie_id,PrimarySample,FixedPosition
2010,Mark S. Blumenkranz,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,Elizabeth Z. Chace,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,"Timothy C. ""Tim"" Forbes",Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,Kathryn S. Fuller,Fellow,Brown University,,Brown 1968 BA; Texas 1976 JD,27804330.0,217156.0,True,Trustee
2010,Donald C. Hood,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,Steven R. Jordan,Fellow,Brown University,,Brown 1982 BS,27804330.0,217156.0,True,Trustee
2010,Artemis A. W. Joukowsky,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,Robin A. Lenhardt,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,David E. McKinney,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,"Steven L. ""Steve"" Rattner",Fellow,Brown University,,Brown 1974 AB,27804330.0,217156.0,True,Trustee
2010,Stephen Robert,Fellow,Brown University,,Brown 1962 AB,27804330.0,217156.0,True,Trustee
2010,Ruth J. Simmons,Fellow,Brown University,,,27804330.0,217156.0,True,Trustee
2010,Glen T. Becerra,Regent,California Lutheran University,,UC Berkeley 1993 BA,176611909.0,110413.0,False,Member
2010,Kristine Butcher,Faculty Regent,California Lutheran University,,Stanford 1989 PhD,176611909.0,110413.0,False,Member
2010,"Dennis Erickson, Ph.D",Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,Randall Foster,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,Rod Gilbert,Vice Chairman,California Lutheran University,,,176611909.0,110413.0,False,Board Vice President
2010,Shawn Howie,Regent,California Lutheran University,,Harvard MBA,176611909.0,110413.0,False,Member
2010,Ted Jensen,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,William J. Kane,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,William Krantz,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,Susan Lundeen-Smuck,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,Ron McDaniel,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,Rev. Frank Nausin,Regent,California Lutheran University,,Cal Lutheran U 1970 BA; Pacific Lutheran Sem MDiv,176611909.0,110413.0,False,Member
2010,Sasan Nikoomanesh,Regent,California Lutheran University,,Cal Lutheran U 1999 MBA,176611909.0,110413.0,False,Member
2010,Terry Noonan,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,Karen Bornemann Spies,Chairman,California Lutheran University,,Cal Lutheran U 1970,176611909.0,110413.0,False,Board President
2010,James Swenson,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,GayLyn Talbot,Secretary,California Lutheran University,,,176611909.0,110413.0,False,Other Board Member
2010,Reshai Tate,Student Regent,California Lutheran University,,,176611909.0,110413.0,False,Other Board Member
2010,Stephanie Taylor-Dinwiddie,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,David L. Tiede,Regent,California Lutheran University,,St Olaf 1962 BA; Luther Sem 1966 BD; Harvard 1971 PhD,176611909.0,110413.0,False,Member
2010,"George Ullman, Jr.",Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,"Timothy H. ""Tim"" Wennes",Regent,California Lutheran University,,USC BS; Cal State (Fullerton) MBA,176611909.0,110413.0,False,Member
2010,Joan R. Young,Regent,California Lutheran University,,,176611909.0,110413.0,False,Member
2010,Bill L. Amick,Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,"John J. ""J. J."" Britton",Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,"Leon J. ""Bill"" Hendrix, Jr.",Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,Louis B. Lynn,Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,Patricia Herring McAbee,Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,"John N. ""Nicky"" McCarter, Jr.",Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,"Leslie G. ""Les"" McCraw",Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,Ellison Smyth McKissick III,Trustee,Clemson University,,Clemson BS; South Carolina MBA,8078737.0,217882.0,True,Member
2010,"Thomas B. McTeer, Jr",Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,Robert L. Peeler,Trustee,Clemson University,,,8078737.0,217882.0,True,Member
2010,"William C. Smith, Jr",Vice Chairman,Clemson University,,,8078737.0,217882.0,True,Board Vice President
2010,Joseph D. Swann,Trustee,Clemson University,,Clemson; Case Western 1969 MBA,8078737.0,217882.0,True,Member
2010,C. Thomas Bauer,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Barney T. Bishop III,Overseer,Emerson College,,Emerson BS,87650153.0,165662.0,False,Trustee
2010,Daniel Black,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Kathryn Boutilier,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Maureen Case,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Bonnie A. Comley,Overseer,Emerson College,,Emerson 1985,87650153.0,165662.0,False,Trustee
2010,John Charles Ford,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Jan E. Jacobs Greenhawt,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Alyce Holstein,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Denise Kaigler,Overseer,Emerson College,,,87650153.0,165662.0,False,Trustee
2010,Andrew C. Agwunobi,Trustee,Gonzaga University,,U Jos (Nigeria) MD; Stanford MBA,119888943.0,235316.0,False,Regent
2010,Timothy Barnard,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Anthony ""Tony"" Bonanzino",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Paul W. Brajcich,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Fred Brown,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Frank E. Case, S.J.",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Timothy Clancy, S.J.",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Gerri Craves,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,J. Donald Curran,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Rev. John P. Fitzgibbons, S.J.",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Donald H. Herak,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Rev. Joseph W. Koterski, S.J.",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Rev. Steve Kuder, S.J.",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"David Leigh, S.J.",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Rita Illig Liebelt,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,John Luger,Vice Chairman,Gonzaga University,,,119888943.0,235316.0,False,Board Vice President
2010,Kathleen Magnuson Sheppard,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Shannon McCambridge,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,John McCann,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Philip G. McCarthey,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Thayne M. McCulloh,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Kevin McQuilkin,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Scott L. Morris,Trustee,Gonzaga University,,"Gonzaga 1980 BA, 1990",119888943.0,235316.0,False,Regent
2010,Donald P. Nelles,Chairman,Gonzaga University,,,119888943.0,235316.0,False,Board President
2010,Michael A. Patterson,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Joseph S. Rossi, S.J.",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Peter F. Stanton,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Peter Arkison,Regent,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,John M. Stone,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Edward Taylor,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,Robert H. Tomlinson,Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,"Alvin J. ""Pappy"" Wolff, Jr",Trustee,Gonzaga University,,,119888943.0,235316.0,False,Regent
2010,James R. Houghton,Fellow,Harvard University,,"Harvard 1958 AB, 1962 MBA",136199984.0,166027.0,True,Overseer
2010,Nannerl Overholser Keohane,Fellow,Harvard University,Laurance S Rockefeller Distinguished Visiting Professor Of Public Affairs,"Wellesley 1961 BA; Oxford (UK) 1963 BA, MA; Yale 1967 PhD",136199984.0,166027.0,True,Overseer
2010,Patricia A. King,Fellow,Harvard University,Law Center,Wheaton (MA) 1963; Harvard 1969 JD,136199984.0,166027.0,True,Overseer
2010,Robert D. Reischauer,Fellow,Harvard University,,"Harvard 1963 AB; Columbia 1966 MIA, 1971 PhD",136199984.0,166027.0,True,Overseer
2010,James F. Rothenberg,Treasurer,Harvard University,,"Harvard 1968 AB, 1970 MBA",136199984.0,166027.0,True,Other Board Member
2010,James F. Rothenberg,Fellow,Harvard University,,"Harvard 1968 AB, 1970 MBA",136199984.0,166027.0,True,Overseer
2010,"Robert E. ""Bob"" Rubin",Fellow,Harvard University,,Harvard 1960 AB; Yale 1964 LLB; London School Econ (UK),136199984.0,166027.0,True,Overseer
2010,Charlotte Bollinger,Regent,Louisiana State University System,,,107341208.0,,False,Member
2010,Scott O. Brame,Regent,Louisiana State University System,,,107341208.0,,False,Member
2010,Robert J. Bruno,Regent,Louisiana State University System,,LSU 1980 BA; Tulane JD,107341208.0,,False,Member
