Source,Target,Type,Weight,Year
Brandeis University,Cornell University,Undirected,1,2011
New School University,Cornell University,Undirected,1,2011
New School,Cornell University,Undirected,1,2011
Columbia University,Depaul University,Undirected,1,2011
Villanova University,Drexel University,Undirected,1,2011
Brown University,Drexel University,Undirected,1,2011
Brown University,Drexel University,Undirected,1,2011
Brown University,Drexel University,Undirected,1,2011
Brown University,Drexel University,Undirected,1,2011
Brown University,Drexel University,Undirected,1,2011
Brown University,Drexel University,Undirected,1,2011
Emory University,Duke University,Undirected,1,2011
Johns Hopkins University,Duke University,Undirected,1,2011
University Of Chicago,Duke University,Undirected,1,2011
Mercer University,Emory University,Undirected,1,2011
Duke University,Emory University,Undirected,1,2011
Clark Atlanta University,Emory University,Undirected,1,2011
Clark Atlanta University,Emory University,Undirected,1,2011
Clark Atlanta University,Emory University,Undirected,1,2011
Catholic University Of America,Fordham University,Undirected,1,2011
Boston College,Fordham University,Undirected,1,2011
Northwestern University,Fordham University,Undirected,1,2011
Carnegie Mellon University,George Washington University,Undirected,1,2011
Northeastern University,George Washington University,Undirected,1,2011
Yeshiva University,George Washington University,Undirected,1,2011
University Of St Thomas Minnesota,Georgetown University,Undirected,1,2011
Old Dominion University,Georgetown University,Undirected,1,2011
California Institute Of Technology,Harvard University,Undirected,1,2011
Yeshiva University,Hofstra University,Undirected,1,2011
Boston College,Howard University,Undirected,1,2011
George Washington University,Howard University,Undirected,1,2011
Massachusetts Institute Of Technology,Howard University,Undirected,1,2011
New School University,Howard University,Undirected,1,2011
New School,Howard University,Undirected,1,2011
University Of Connecticut,Illinois Institute Of Technology,Undirected,1,2011
Northwestern University,Illinois Institute Of Technology,Undirected,1,2011
University Of Chicago,Illinois Institute Of Technology,Undirected,1,2011
Duke University,Johns Hopkins University,Undirected,1,2011
University Of Chicago,Johns Hopkins University,Undirected,1,2011
Brown University,Johns Hopkins University,Undirected,1,2011
Andrews University,Loma Linda University,Undirected,1,2011
Andrews University,Loma Linda University,Undirected,1,2011
Georgetown University,Loyola University Chicago,Undirected,1,2011
Illinois Institute Of Technology,Loyola University Chicago,Undirected,1,2011
Loyola University Chicago,Marquette University,Undirected,1,2011
Boston College,Marquette University,Undirected,1,2011
Loyola University Chicago,Marquette University,Undirected,1,2011
West Virginia University,Marshall University,Undirected,1,2011
University Of North Carolina At Greensboro,Massachusetts Institute Of Technology,Undirected,1,2011
Cornell University,Massachusetts Institute Of Technology,Undirected,1,2011
Yale University,Massachusetts Institute Of Technology,Undirected,1,2011
California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2011
Harvard University,Massachusetts Institute Of Technology,Undirected,1,2011
Boston University,Massachusetts Institute Of Technology,Undirected,1,2011
Clemson University,Mercer University,Undirected,1,2011
Thomas Jefferson University,New Jersey Institute Of Technology,Undirected,1,2011
New School University,New School,Undirected,1,2011
New York University,New School,Undirected,1,2011
Fordham University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
Cornell University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
Florida State University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
Cornell University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
Dartmouth College,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
Massachusetts Institute Of Technology,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
Howard University,New School,Undirected,1,2011
New School University,New School,Undirected,1,2011
Brandeis University,New York University,Undirected,1,2011
New School University,New York University,Undirected,1,2011
New School,New York University,Undirected,1,2011
Georgetown University,New York University,Undirected,1,2011
University Of Connecticut,New York University,Undirected,1,2011
Vanderbilt University,New York University,Undirected,1,2011
Polytechnic University,New York University,Undirected,1,2011
Polytechnic University,New York University,Undirected,1,2011
Indiana University Of Pennsylvania,North Dakota State University,Undirected,1,2011
George Washington University,Northeastern University,Undirected,1,2011
Depaul University,Northwestern University,Undirected,1,2011
Illinois Institute Of Technology,Northwestern University,Undirected,1,2011
Fordham University,Northwestern University,Undirected,1,2011
University Of Miami,Nova Southeastern University,Undirected,1,2011
University Of Pittsburgh,Pennsylvania State University,Undirected,1,2011
Thomas Jefferson University,Pennsylvania State University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
New York University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
New York University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Clarkson University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
New York University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
Polytechnic University,Polytechnic Institute Of New York University,Undirected,1,2011
New School University,Princeton University,Undirected,1,2011
New School,Princeton University,Undirected,1,2011
California Institute Of Technology,Princeton University,Undirected,1,2011
St Johns University,Rensselaer Polytechnic Institute,Undirected,1,2011
Georgetown University,Rensselaer Polytechnic Institute,Undirected,1,2011
Baylor College Of Medicine,Rice University,Undirected,1,2011
Baylor College Of Medicine,Rice University,Undirected,1,2011
Syracuse University,Rochester Institute Of Technology,Undirected,1,2011
Worcester Polytechnic Institute,Rochester Institute Of Technology,Undirected,1,2011
Brown University,Rockefeller University,Undirected,1,2011
Yeshiva University,Rockefeller University,Undirected,1,2011
Brown University,Rockefeller University,Undirected,1,2011
University Of Chicago,Rockefeller University,Undirected,1,2011
Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2011
Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2011
Johns Hopkins University,Rockefeller University,Undirected,1,2011
Stanford University,Rockefeller University,Undirected,1,2011
University Of Pennsylvania,Rockefeller University,Undirected,1,2011
Catholic University Of America,Seton Hall University,Undirected,1,2011
Southern Illinois University System,Southern Illinois University,Undirected,1,2011
Southern Illinois University System,Southern Illinois University,Undirected,1,2011
Southern Illinois University System,Southern Illinois University,Undirected,1,2011
Southern Illinois University System,Southern Illinois University,Undirected,1,2011
Southern Illinois University System,Southern Illinois University,Undirected,1,2011
Baylor College Of Medicine,Southern Methodist University,Undirected,1,2011
Catholic University Of America,St Johns University,Undirected,1,2011
Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2011
Catholic University Of America,St Johns University,Undirected,1,2011
Rockefeller University,Stanford University,Undirected,1,2011
Johns Hopkins University,Stanford University,Undirected,1,2011
Rice University,Stanford University,Undirected,1,2011
Worcester Polytechnic Institute,Stevens Institute Of Technology,Undirected,1,2011
Rochester Institute Of Technology,Syracuse University,Undirected,1,2011
Temple University,Syracuse University,Undirected,1,2011
Dartmouth College,Texas Christian University,Undirected,1,2011
Widener University,Thomas Jefferson University,Undirected,1,2011
Drexel University,Thomas Jefferson University,Undirected,1,2011
Pennsylvania State University,Thomas Jefferson University,Undirected,1,2011
Union Institute,Union Institute & University,Undirected,1,2011
Tufts University,University Of Chicago,Undirected,1,2011
Georgetown University,University Of Chicago,Undirected,1,2011
Loyola University Chicago,University Of Chicago,Undirected,1,2011
Duke University,University Of Chicago,Undirected,1,2011
Johns Hopkins University,University Of Chicago,Undirected,1,2011
Illinois Institute Of Technology,University Of Chicago,Undirected,1,2011
Princeton University,University Of Chicago,Undirected,1,2011
Yale University,University Of Connecticut,Undirected,1,2011
Howard University,University Of Delaware,Undirected,1,2011
Tufts University,University Of New Mexico,Undirected,1,2011
Carnegie Mellon University,University Of Notre Dame,Undirected,1,2011
Creighton University,University Of Notre Dame,Undirected,1,2011
Pepperdine University,University Of Pacific,Undirected,1,2011
Pennsylvania State University,University Of Pennsylvania,Undirected,1,2011
Pennsylvania State University,University Of Pittsburgh,Undirected,1,2011
University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2011
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2011
Cornell University,University Of Pittsburgh,Undirected,1,2011
Hofstra University,University Of Pittsburgh,Undirected,1,2011
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2011
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2011
Chapman University,University Of San Diego,Undirected,1,2011
Auburn University,University Of South Alabama,Undirected,1,2011
Ball State University,University Of Southern California,Undirected,1,2011
Cornell University,University Of Southern California,Undirected,1,2011
California Institute Of Technology,University Of Southern California,Undirected,1,2011
Loyola Marymount University,University Of Southern California,Undirected,1,2011
St Johns University,University Of St Thomas Minnesota,Undirected,1,2011
Vanderbilt University,University Of St Thomas Minnesota,Undirected,1,2011
Georgetown University,University Of St Thomas Minnesota,Undirected,1,2011
Catholic University Of America,University Of St Thomas Minnesota,Undirected,1,2011
University Of San Diego,University Of St Thomas Minnesota,Undirected,1,2011
Marquette University,University Of St Thomas Minnesota,Undirected,1,2011
Cornell University,University Of Tulsa,Undirected,1,2011
Virginia Polytechnic Institute And State University,University Of Virginia,Undirected,1,2011
New School University,University Of Virginia,Undirected,1,2011
New School,University Of Virginia,Undirected,1,2011
Howard University,University Of Virginia,Undirected,1,2011
University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2011
New York University,Virginia Commonwealth University,Undirected,1,2011
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2011
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2011
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2011
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2011
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2011
Virginia Tech,Virginia Polytechnic Institute And State University,Undirected,1,2011
George Washington University,Washington State University,Undirected,1,2011
University Of Pacific,Washington University,Undirected,1,2011
Carnegie Mellon University,West Virginia University,Undirected,1,2011
University Of Pennsylvania,Widener University,Undirected,1,2011
Tufts University,Worcester Polytechnic Institute,Undirected,1,2011
New School University,Yale University,Undirected,1,2011
University Of Connecticut,Yale University,Undirected,1,2011
Massachusetts Institute Of Technology,Yale University,Undirected,1,2011
Cornell University,Yeshiva University,Undirected,1,2011
Columbia University,Yeshiva University,Undirected,1,2011
