Id,Label,Year,Interlock_Count,AffiliationId,female_president
Adelphi University,Adelphi University,2011,34,71965598.0,False
Andrews University,Andrews University,2011,59,102298084.0,False
Arizona State University,Arizona State University,2011,168,55732556.0,False
Auburn University,Auburn University,2011,38,82497590.0,False
Ball State University,Ball State University,2011,5,198089087.0,False
Baylor University,Baylor University,2011,9,157394403.0,False
Boston College,Boston College,2011,52,103531236.0,False
Boston University,Boston University,2011,23,111088046.0,False
Brandeis University,Brandeis University,2011,58,6902469.0,False
Brown University,Brown University,2011,38,27804330.0,True
California Institute Of Technology,California Institute Of Technology,2011,70,122411786.0,False
Carnegie Mellon University,Carnegie Mellon University,2011,66,74973139.0,False
Case Western Reserve University,Case Western Reserve University,2011,11,58956616.0,True
Catholic University Of America,Catholic University Of America,2011,20,84470341.0,False
Central Michigan University,Central Michigan University,2011,3,1629065.0,False
Chapman University,Chapman University,2011,18,185071736.0,False
Clark Atlanta University,Clark Atlanta University,2011,9,52064589.0,False
Clark University,Clark University,2011,3,130785548.0,False
Clarkson University,Clarkson University,2011,6,16944753.0,False
Clemson University,Clemson University,2011,5,8078737.0,False
Cleveland State University,Cleveland State University,2011,50,102607778.0,unknown
College Of William And Mary,College Of William And Mary,2011,1,16285277.0,False
Columbia University,Columbia University,2011,47,78577930.0,False
Cornell University,Cornell University,2011,98,205783295.0,False
Creighton University,Creighton University,2011,13,114493937.0,False
Dartmouth College,Dartmouth College,2011,17,107672454.0,False
Depaul University,Depaul University,2011,9,118353179.0,False
Drexel University,Drexel University,2011,22,72816309.0,False
Duke University,Duke University,2011,21,170897317.0,False
Duquesne University,Duquesne University,2011,45,165102784.0,False
East Tennessee State University,East Tennessee State University,2011,469,119443389.0,unknown
Emory University,Emory University,2011,16,150468666.0,False
Florida Institute Of Technology,Florida Institute Of Technology,2011,2,106959904.0,False
Fordham University,Fordham University,2011,45,164389053.0,False
Gallaudet University,Gallaudet University,2011,2,66108857.0,False
George Washington University,George Washington University,2011,20,193531525.0,False
Georgetown University,Georgetown University,2011,84,184565670.0,False
Hampton University,Hampton University,2011,3,151328261.0,unknown
Harvard University,Harvard University,2011,34,136199984.0,False
Hofstra University,Hofstra University,2011,17,139290212.0,False
Howard University,Howard University,2011,26,137853757.0,False
Idaho State University,Idaho State University,2011,55,106969075.0,unknown
Illinois Institute Of Technology,Illinois Institute Of Technology,2011,28,180949307.0,False
Indiana University Of Pennsylvania,Indiana University Of Pennsylvania,2011,15,200885203.0,unknown
Iowa State University,Iowa State University,2011,69,173911158.0,unknown
James Madison University,James Madison University,2011,4,11883440.0,False
Johns Hopkins University,Johns Hopkins University,2011,54,145311948.0,False
Kansas State University,Kansas State University,2011,149,189590672.0,unknown
Kent State University,Kent State University,2011,80,149910238.0,unknown
Lehigh University,Lehigh University,2011,9,186143895.0,True
Loma Linda University,Loma Linda University,2011,59,26347476.0,False
Long Island University,Long Island University,2011,3,138873065.0,False
Loyola Marymount University,Loyola Marymount University,2011,22,35566140.0,False
Loyola University Chicago,Loyola University Chicago,2011,43,1925986.0,False
Marquette University,Marquette University,2011,29,102461120.0,False
Marshall University,Marshall University,2011,50,88694374.0,False
Massachusetts Institute Of Technology,Massachusetts Institute Of Technology,2011,98,63966007.0,True
Mercer University,Mercer University,2011,27,150149174.0,False
Miami University,Miami University,2011,20,83328450.0,unknown
Michigan State University,Michigan State University,2011,3,87216513.0,False
Middle Tennessee State University,Middle Tennessee State University,2011,472,169615421.0,unknown
Mississippi State University,Mississippi State University,2011,52,99041443.0,False
New Jersey Institute Of Technology,New Jersey Institute Of Technology,2011,15,118118575.0,False
New Mexico State University,New Mexico State University,2011,5,10052268.0,True
New School University,New School University,2011,202,102179633.0,False
New York University,New York University,2011,92,57206974.0,False
Northern Arizona University,Northern Arizona University,2011,179,203172682.0,unknown
Nova Southeastern University,Nova Southeastern University,2011,4,203088144.0,False
Ohio State University,Ohio State University,2011,7,52357470.0,unknown
Ohio University,Ohio University,2011,54,4210106879.0,unknown
Oklahoma State University,Oklahoma State University,2011,50,115475287.0,unknown
Old Dominion University,Old Dominion University,2011,4,81365321.0,False
Pennsylvania State University,Pennsylvania State University,2011,37,130769515.0,False
Pepperdine University,Pepperdine University,2011,17,100191712.0,False
Polytechnic University,Polytechnic University,2011,39,57206974.0,False
Princeton University,Princeton University,2011,46,20089843.0,True
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,2011,24,165799507.0,True
Rice University,Rice University,2011,25,74775410.0,False
Rochester Institute Of Technology,Rochester Institute Of Technology,2011,17,155173764.0,False
Seton Hall University,Seton Hall University,2011,20,12524447.0,False
South Dakota State University,South Dakota State University,2011,67,177156846.0,unknown
Southern Illinois University,Southern Illinois University,2011,20,2801502357.0,False
St Johns University,St Johns University,2011,13,142823887.0,False
Stanford University,Stanford University,2011,44,97018004.0,False
State University Of New York At Albany,State University Of New York At Albany,2011,18,392282.0,unknown
State University Of New York At Buffalo,State University Of New York At Buffalo,2011,3,63190737.0,unknown
State University Of New York At Stony Brook,State University Of New York At Stony Brook,2011,8,59553526.0,unknown
Syracuse University,Syracuse University,2011,8,70983195.0,True
Temple University,Temple University,2011,22,84392919.0,True
Texas Christian University,Texas Christian University,2011,1,128956969.0,False
Thomas Jefferson University,Thomas Jefferson University,2011,22,149251103.0,False
Tufts University,Tufts University,2011,39,121934306.0,False
Union Institute,Union Institute,2011,15,204669301.0,False
University Of Akron,University Of Akron,2011,83,110152177.0,unknown
University Of Alabama,University Of Alabama,2011,4,17301866.0,unknown
