Source,Target,Type,Weight,Year
Auburn University,Marquette University,Undirected,1,2018
Yale University,Marquette University,Undirected,1,2018
Duquesne University,Marquette University,Undirected,1,2018
Georgetown University,Marquette University,Undirected,1,2018
University Of Texas At Brownsville/Texas Southmost College,Marquette University,Undirected,1,2018
Utah State University,Marquette University,Undirected,1,2018
New School University,Marquette University,Undirected,1,2018
University Of California Los Angeles,Marquette University,Undirected,1,2018
Auburn University,Marquette University,Undirected,1,2018
Yale University,Marquette University,Undirected,1,2018
Duquesne University,Marquette University,Undirected,1,2018
Georgetown University,Marquette University,Undirected,1,2018
University Of Texas At Brownsville/Texas Southmost College,Marquette University,Undirected,1,2018
Utah State University,Marquette University,Undirected,1,2018
Loyola Marymount University,Marquette University,Undirected,1,2018
West Virginia University,Marshall University,Undirected,1,2018
New School University,Massachusetts Institute Of Technology,Undirected,1,2018
New School,Massachusetts Institute Of Technology,Undirected,1,2018
Boston University,Massachusetts Institute Of Technology,Undirected,1,2018
Boston College,Massachusetts Institute Of Technology,Undirected,1,2018
Howard University,Massachusetts Institute Of Technology,Undirected,1,2018
Cornell University,Massachusetts Institute Of Technology,Undirected,1,2018
University Of North Carolina At Greensboro,Massachusetts Institute Of Technology,Undirected,1,2018
University Of Rochester,Massachusetts Institute Of Technology,Undirected,1,2018
Rochester Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2018
Drexel University,New Jersey Institute Of Technology,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New York University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
Cornell University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
Cornell University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
University Of Virginia,New School,Undirected,1,2018
Howard University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
New School University,New School,Undirected,1,2018
Polytechnic Institute Of New York University,New York University,Undirected,1,2018
Vanderbilt University,New York University,Undirected,1,2018
Georgetown University,New York University,Undirected,1,2018
University Of Connecticut,New York University,Undirected,1,2018
Long Island University,New York University,Undirected,1,2018
Illinois Institute Of Technology,Northwestern University,Undirected,1,2018
Fordham University,Northwestern University,Undirected,1,2018
Duke University,Northwestern University,Undirected,1,2018
Duke University,Northwestern University,Undirected,1,2018
Tufts University,Northwestern University,Undirected,1,2018
Marquette University,Oregon Health & Science University,Undirected,1,2018
New School University,Oregon Health & Science University,Undirected,1,2018
University Of California Los Angeles,Oregon Health & Science University,Undirected,1,2018
Auburn University,Oregon Health & Science University,Undirected,1,2018
Yale University,Oregon Health & Science University,Undirected,1,2018
Duquesne University,Oregon Health & Science University,Undirected,1,2018
Georgetown University,Oregon Health & Science University,Undirected,1,2018
University Of Texas At Brownsville/Texas Southmost College,Oregon Health & Science University,Undirected,1,2018
Utah State University,Oregon Health & Science University,Undirected,1,2018
Harvard University,Pace University,Undirected,1,2018
Harvard University,Pace University,Undirected,1,2018
Thomas Jefferson University,Pennsylvania State University,Undirected,1,2018
Thomas Jefferson University,Pennsylvania State University,Undirected,1,2018
University Of Pacific,Pepperdine University,Undirected,1,2018
Cornell University,Princeton University,Undirected,1,2018
Cornell University,Princeton University,Undirected,1,2018
Massachusetts Institute Of Technology,Rensselaer Polytechnic Institute,Undirected,1,2018
Georgetown University,Rensselaer Polytechnic Institute,Undirected,1,2018
Carnegie Mellon University,Rensselaer Polytechnic Institute,Undirected,1,2018
Baylor College Of Medicine,Rice University,Undirected,1,2018
Princeton University,Rice University,Undirected,1,2018
Howard University,Rice University,Undirected,1,2018
University Of Rochester,Rochester Institute Of Technology,Undirected,1,2018
Brown University,Rockefeller University,Undirected,1,2018
Yeshiva University,Rockefeller University,Undirected,1,2018
Cornell University,Rockefeller University,Undirected,1,2018
Brown University,Rockefeller University,Undirected,1,2018
Rice University,Rockefeller University,Undirected,1,2018
Brown University,Rockefeller University,Undirected,1,2018
Stanford University,Rockefeller University,Undirected,1,2018
University Of Pennsylvania,Rockefeller University,Undirected,1,2018
Johns Hopkins University,Rockefeller University,Undirected,1,2018
Brown University,Rockefeller University,Undirected,1,2018
Widener University,Rowan University,Undirected,1,2018
Washington University,Saint Louis University,Undirected,1,2018
Loyola University Chicago,Saint Louis University,Undirected,1,2018
University Of San Francisco,Saint Louis University,Undirected,1,2018
Catholic University Of America,Seton Hall University,Undirected,1,2018
Depaul University,St Johns University,Undirected,1,2018
Depaul University,St Johns University,Undirected,1,2018
Georgetown University,St Johns University,Undirected,1,2018
University Of St Thomas Minnesota,St Johns University,Undirected,1,2018
Depaul University,St Johns University,Undirected,1,2018
Catholic University Of America,St Johns University,Undirected,1,2018
Rockefeller University,Stanford University,Undirected,1,2018
George Washington University,Stevens Institute Of Technology,Undirected,1,2018
Worcester Polytechnic Institute,Stevens Institute Of Technology,Undirected,1,2018
Temple University,Syracuse University,Undirected,1,2018
Rensselaer Polytechnic Institute,Syracuse University,Undirected,1,2018
University Of Rochester,Syracuse University,Undirected,1,2018
Pennsylvania State University,Temple University,Undirected,1,2018
Indiana University Of Pennsylvania,Temple University,Undirected,1,2018
Pennsylvania State University,Temple University,Undirected,1,2018
Columbia University,Temple University,Undirected,1,2018
Tufts University,University Of Chicago,Undirected,1,2018
Loyola University Chicago,University Of Chicago,Undirected,1,2018
Princeton University,University Of Chicago,Undirected,1,2018
Illinois Institute Of Technology,University Of Chicago,Undirected,1,2018
Purdue University,University Of Chicago,Undirected,1,2018
Yale University,University Of Connecticut,Undirected,1,2018
Adelphi University,University Of Delaware,Undirected,1,2018
Stanford University,University Of Denver,Undirected,1,2018
Marquette University,University Of Denver,Undirected,1,2018
New School University,University Of Denver,Undirected,1,2018
University Of California Los Angeles,University Of Denver,Undirected,1,2018
Auburn University,University Of Denver,Undirected,1,2018
Yale University,University Of Denver,Undirected,1,2018
Duquesne University,University Of Denver,Undirected,1,2018
Georgetown University,University Of Denver,Undirected,1,2018
Oregon Health & Science University,University Of Denver,Undirected,1,2018
University Of Texas At Brownsville/Texas Southmost College,University Of Denver,Undirected,1,2018
Utah State University,University Of Denver,Undirected,1,2018
Marquette University,University Of Denver,Undirected,1,2018
New School University,University Of Denver,Undirected,1,2018
University Of California Los Angeles,University Of Denver,Undirected,1,2018
Auburn University,University Of Denver,Undirected,1,2018
Yale University,University Of Denver,Undirected,1,2018
Duquesne University,University Of Denver,Undirected,1,2018
Georgetown University,University Of Denver,Undirected,1,2018
Oregon Health & Science University,University Of Denver,Undirected,1,2018
University Of Texas At Brownsville/Texas Southmost College,University Of Denver,Undirected,1,2018
Utah State University,University Of Denver,Undirected,1,2018
University Of Michigan,University Of Denver,Undirected,1,2018
Northwestern University,University Of Denver,Undirected,1,2018
Creighton University,University Of La Verne,Undirected,1,2018
Boston University,University Of Louisville,Undirected,1,2018
Carnegie Mellon University,University Of Notre Dame,Undirected,1,2018
Rockefeller University,University Of Pennsylvania,Undirected,1,2018
Pennsylvania State University,University Of Pennsylvania,Undirected,1,2018
Temple University,University Of Pennsylvania,Undirected,1,2018
Temple University,University Of Pennsylvania,Undirected,1,2018
Pennsylvania State University,University Of Pittsburgh,Undirected,1,2018
Temple University,University Of Pittsburgh,Undirected,1,2018
Pennsylvania State University,University Of Pittsburgh,Undirected,1,2018
University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2018
Temple University,University Of Pittsburgh,Undirected,1,2018
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2018
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2018
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2018
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018
New York University,University Of Rochester,Undirected,1,2018
Polytechnic Institute Of New York University,University Of Rochester,Undirected,1,2018
University Of North Carolina At Greensboro,University Of Rochester,Undirected,1,2018
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018
Syracuse University,University Of Rochester,Undirected,1,2018
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018
Rochester Institute Of Technology,University Of Rochester,Undirected,1,2018
Adelphi University,University Of Rochester,Undirected,1,2018
Loyola Marymount University,University Of San Francisco,Undirected,1,2018
Loyola University Chicago,University Of San Francisco,Undirected,1,2018
Auburn University,University Of South Alabama,Undirected,1,2018
Marquette University,University Of South Carolina,Undirected,1,2018
New School University,University Of South Carolina,Undirected,1,2018
University Of California Los Angeles,University Of South Carolina,Undirected,1,2018
Auburn University,University Of South Carolina,Undirected,1,2018
Yale University,University Of South Carolina,Undirected,1,2018
Duquesne University,University Of South Carolina,Undirected,1,2018
Georgetown University,University Of South Carolina,Undirected,1,2018
Oregon Health & Science University,University Of South Carolina,Undirected,1,2018
University Of Texas At Brownsville/Texas Southmost College,University Of South Carolina,Undirected,1,2018
University Of Denver,University Of South Carolina,Undirected,1,2018
Utah State University,University Of South Carolina,Undirected,1,2018
Loyola Marymount University,University Of Southern California,Undirected,1,2018
Ball State University,University Of Southern California,Undirected,1,2018
Cornell University,University Of Southern California,Undirected,1,2018
Rockefeller University,University Of Southern California,Undirected,1,2018
Loyola University Chicago,University Of St Thomas Minnesota,Undirected,1,2018
Vanderbilt University,University Of St Thomas Minnesota,Undirected,1,2018
University Of Notre Dame,University Of St Thomas Minnesota,Undirected,1,2018
Georgetown University,University Of St Thomas Minnesota,Undirected,1,2018
University Of South Carolina,University Of Tulsa,Undirected,1,2018
Marquette University,University Of Virginia,Undirected,1,2018
New School University,University Of Virginia,Undirected,1,2018
University Of California Los Angeles,University Of Virginia,Undirected,1,2018
Auburn University,University Of Virginia,Undirected,1,2018
Yale University,University Of Virginia,Undirected,1,2018
Duquesne University,University Of Virginia,Undirected,1,2018
Georgetown University,University Of Virginia,Undirected,1,2018
Oregon Health & Science University,University Of Virginia,Undirected,1,2018
University Of Texas At Brownsville/Texas Southmost College,University Of Virginia,Undirected,1,2018
University Of Denver,University Of Virginia,Undirected,1,2018
University Of South Carolina,University Of Virginia,Undirected,1,2018
Utah State University,University Of Virginia,Undirected,1,2018
James Madison University,University Of Virginia,Undirected,1,2018
Virginia Commonwealth University,University Of Virginia,Undirected,1,2018
Northwestern University,Vanderbilt University,Undirected,1,2018
University Of Chicago,Vanderbilt University,Undirected,1,2018
Montclair State University,Villanova University,Undirected,1,2018
Duke University,Virginia Commonwealth University,Undirected,1,2018
Emory University,Washington University,Undirected,1,2018
Saint Louis University,Washington University,Undirected,1,2018
Saint Louis University,Washington University,Undirected,1,2018
University Of Denver,Washington University,Undirected,1,2018
Thomas Jefferson University,Widener University,Undirected,1,2018
Rowan University,Widener University,Undirected,1,2018
University Of Connecticut,Yale University,Undirected,1,2018
Vanderbilt University,Yeshiva University,Undirected,1,2018
