Source,Target,Type,Weight,Year
University Of Memphis,Middle Tennessee State University,Undirected,1,2005
University Of Memphis,Middle Tennessee State University,Undirected,1,2005
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2005
Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
University Of Memphis,Middle Tennessee State University,Undirected,1,2005
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2005
Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
University Of Memphis,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
University Of Memphis,Middle Tennessee State University,Undirected,1,2005
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2005
Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
Tennessee State University,Middle Tennessee State University,Undirected,1,2005
East Tennessee State University,Middle Tennessee State University,Undirected,1,2005
University Of Memphis,Middle Tennessee State University,Undirected,1,2005
University Of Notre Dame,New Jersey Institute Of Technology,Undirected,1,2005
Massachusetts Institute Of Technology,New School University,Undirected,1,2005
Dartmouth College,New School University,Undirected,1,2005
Cornell University,New School University,Undirected,1,2005
University Of Chicago,New School University,Undirected,1,2005
Cornell University,New School University,Undirected,1,2005
University Of Pennsylvania,New York University,Undirected,1,2005
New School University,New York University,Undirected,1,2005
University Of Chicago,New York University,Undirected,1,2005
Hofstra University,New York University,Undirected,1,2005
Georgetown University,New York University,Undirected,1,2005
Georgetown University,New York University,Undirected,1,2005
University Of Connecticut,New York University,Undirected,1,2005
Yeshiva University,New York University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
University Of Arizona,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
University Of Arizona,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
Arizona State University,Northern Arizona University,Undirected,1,2005
University Of Oklahoma,Oklahoma State University,Undirected,1,2005
Clarkson University,Polytechnic University,Undirected,1,2005
Rensselaer Polytechnic Institute,Polytechnic University,Undirected,1,2005
Carnegie Mellon University,Princeton University,Undirected,1,2005
Rockefeller University,Princeton University,Undirected,1,2005
St Johns University,Rensselaer Polytechnic Institute,Undirected,1,2005
Polytechnic University,Rensselaer Polytechnic Institute,Undirected,1,2005
Georgetown University,Rensselaer Polytechnic Institute,Undirected,1,2005
Cornell University,Rochester Institute Of Technology,Undirected,1,2005
University Of Rochester,Rochester Institute Of Technology,Undirected,1,2005
Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2005
Johns Hopkins University,Rockefeller University,Undirected,1,2005
Brown University,Rockefeller University,Undirected,1,2005
Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2005
Georgetown University,Rockefeller University,Undirected,1,2005
University Of Pennsylvania,Rockefeller University,Undirected,1,2005
University Of Pennsylvania,Rockefeller University,Undirected,1,2005
Dartmouth College,Rockefeller University,Undirected,1,2005
Brandeis University,Rockefeller University,Undirected,1,2005
Brandeis University,Rockefeller University,Undirected,1,2005
Princeton University,Rockefeller University,Undirected,1,2005
Georgetown University,Saint Louis University,Undirected,1,2005
Villanova University,Seton Hall University,Undirected,1,2005
University Of South Dakota,South Dakota State University,Undirected,1,2005
University Of South Dakota,South Dakota State University,Undirected,1,2005
Southern Illinois University,Southern Illinois University System,Undirected,1,2005
Southern Illinois University,Southern Illinois University System,Undirected,1,2005
Rockefeller University,Stanford University,Undirected,1,2005
Princeton University,Stanford University,Undirected,1,2005
Rice University,Stanford University,Undirected,1,2005
New York University,Stanford University,Undirected,1,2005
Harvard University,Stanford University,Undirected,1,2005
State University Of New York At Stony Brook,State University Of New York Stony Brook,Undirected,1,2005
State University Of New York At Stony Brook,State University Of New York Stony Brook,Undirected,1,2005
State University Of New York At Stony Brook,State University Of New York Stony Brook,Undirected,1,2005
State University Of New York At Stony Brook,State University Of New York Stony Brook,Undirected,1,2005
Pennsylvania State University,Temple University,Undirected,1,2005
University Of Memphis,Tennessee State University,Undirected,1,2005
Tennessee Technological University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
University Of Memphis,Tennessee State University,Undirected,1,2005
Tennessee Technological University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
University Of Memphis,Tennessee State University,Undirected,1,2005
Tennessee Technological University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
University Of Memphis,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
University Of Memphis,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
Tennessee Technological University,Tennessee State University,Undirected,1,2005
University Of Memphis,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee State University,Undirected,1,2005
East Tennessee State University,Tennessee State University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
University Of Memphis,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
University Of Memphis,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
University Of Memphis,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
University Of Memphis,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
University Of Memphis,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2005
Tennessee State University,Tennessee Technological University,Undirected,1,2005
East Tennessee State University,Tennessee Technological University,Undirected,1,2005
Widener University,Thomas Jefferson University,Undirected,1,2005
University Of Chicago,Tufts University,Undirected,1,2005
Brown University,Tufts University,Undirected,1,2005
Union Institute,Union Institute & University,Undirected,1,2005
Union Institute,Union Institute & University,Undirected,1,2005
Union Institute,Union Institute & University,Undirected,1,2005
Union Institute,Union Institute & University,Undirected,1,2005
Union Institute,Union Institute & University,Undirected,1,2005
Union Institute,Union Institute & University,Undirected,1,2005
State University Of New York At Albany,University At Albany Suny,Undirected,1,2005
State University Of New York At Albany,University At Albany Suny,Undirected,1,2005
State University Of New York At Buffalo,University At Buffalo State University Of New York,Undirected,1,2005
Case Western Reserve University,University Of Akron,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Northern Arizona University,University Of Arizona,Undirected,1,2005
Arizona State University,University Of Arizona,Undirected,1,2005
Tufts University,University Of Chicago,Undirected,1,2005
Rockefeller University,University Of Chicago,Undirected,1,2005
New School University,University Of Chicago,Undirected,1,2005
Illinois Institute Of Technology,University Of Chicago,Undirected,1,2005
Princeton University,University Of Chicago,Undirected,1,2005
Yale University,University Of Connecticut,Undirected,1,2005
New York University,University Of Connecticut,Undirected,1,2005
Georgetown University,University Of Connecticut,Undirected,1,2005
Tufts University,University Of Delaware,Undirected,1,2005
Georgetown University,University Of Delaware,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Idaho State University,University Of Idaho,Undirected,1,2005
Iowa State University,University Of Iowa,Undirected,1,2005
Iowa State University,University Of Iowa,Undirected,1,2005
Iowa State University,University Of Iowa,Undirected,1,2005
Iowa State University,University Of Iowa,Undirected,1,2005
Iowa State University,University Of Iowa,Undirected,1,2005
Iowa State University,University Of Iowa,Undirected,1,2005
Iowa State University,University Of Iowa,Undirected,1,2005
Kansas State University,University Of Kansas,Undirected,1,2005
Kansas State University,University Of Kansas,Undirected,1,2005
Kansas State University,University Of Kansas,Undirected,1,2005
Wichita State University,University Of Kansas,Undirected,1,2005
Kansas State University,University Of Kansas,Undirected,1,2005
Kansas State University,University Of Kansas,Undirected,1,2005
Kansas State University,University Of Kansas,Undirected,1,2005
Kansas State University,University Of Kansas,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Middle Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee State University,University Of Memphis,Undirected,1,2005
East Tennessee State University,University Of Memphis,Undirected,1,2005
Tennessee Technological University,University Of Memphis,Undirected,1,2005
Central Michigan University,University Of Michigan,Undirected,1,2005
New Mexico State University,University Of New Mexico,Undirected,1,2005
Tufts University,University Of New Mexico,Undirected,1,2005
Massachusetts Institute Of Technology,University Of North Carolina At Greensboro,Undirected,1,2005
University Of St Thomas Minnesota,University Of Notre Dame,Undirected,1,2005
University Of St Thomas Minnesota,University Of Notre Dame,Undirected,1,2005
New Jersey Institute Of Technology,University Of Notre Dame,Undirected,1,2005
Oklahoma State University,University Of Oklahoma,Undirected,1,2005
Oklahoma State University,University Of Oklahoma,Undirected,1,2005
Oklahoma State University,University Of Oklahoma,Undirected,1,2005
Oklahoma State University,University Of Oklahoma,Undirected,1,2005
Oklahoma State University,University Of Oklahoma,Undirected,1,2005
Oklahoma State University,University Of Oklahoma,Undirected,1,2005
Oklahoma State University,University Of Oklahoma,Undirected,1,2005
New York University,University Of Pennsylvania,Undirected,1,2005
Pennsylvania State University,University Of Pennsylvania,Undirected,1,2005
Temple University,University Of Pennsylvania,Undirected,1,2005
Rockefeller University,University Of Pennsylvania,Undirected,1,2005
Rockefeller University,University Of Pennsylvania,Undirected,1,2005
Case Western Reserve University,University Of Pennsylvania,Undirected,1,2005
Rockefeller University,University Of Pennsylvania,Undirected,1,2005
Hofstra University,University Of Pittsburgh,Undirected,1,2005
Temple University,University Of Pittsburgh,Undirected,1,2005
Pennsylvania State University,University Of Pittsburgh,Undirected,1,2005
University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2005
Temple University,University Of Pittsburgh,Undirected,1,2005
Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2005
Auburn University,University Of South Alabama,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
South Dakota State University,University Of South Dakota,Undirected,1,2005
Loyola Marymount University,University Of Southern California,Undirected,1,2005
Loyola Marymount University,University Of Southern California,Undirected,1,2005
Ball State University,University Of Southern California,Undirected,1,2005
University Of Notre Dame,University Of St Thomas Minnesota,Undirected,1,2005
Marquette University,University Of St Thomas Minnesota,Undirected,1,2005
University Of South Carolina,University Of Tulsa,Undirected,1,2005
Utah State University,University Of Utah,Undirected,1,2005
Utah State University,University Of Utah,Undirected,1,2005
Utah State University,University Of Utah,Undirected,1,2005
Utah State University,University Of Utah,Undirected,1,2005
Utah State University,University Of Utah,Undirected,1,2005
Utah State University,University Of Utah,Undirected,1,2005
Utah State University,University Of Utah,Undirected,1,2005
Princeton University,University Of Virginia,Undirected,1,2005
Virginia Polytechnic Institute And State University,University Of Virginia,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
University Of Utah,Utah State University,Undirected,1,2005
Harvard University,Vanderbilt University,Undirected,1,2005
Drexel University,Villanova University,Undirected,1,2005
