Source,Target,Type,Weight,Year
Massachusetts Institute Of Technology,Cornell University,Undirected,1,2009
Rochester Institute Of Technology,Cornell University,Undirected,1,2009
New School University,Cornell University,Undirected,1,2009
New School,Cornell University,Undirected,1,2009
University Of Notre Dame,Creighton University,Undirected,1,2009
Rockefeller University,Dartmouth College,Undirected,1,2009
University Of North Carolina At Charlotte,Depaul University,Undirected,1,2009
Columbia University,Depaul University,Undirected,1,2009
Thomas Jefferson University,Drexel University,Undirected,1,2009
Villanova University,Drexel University,Undirected,1,2009
Johns Hopkins University,Duke University,Undirected,1,2009
University Of Chicago,Duke University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
University Of Memphis,East Tennessee State University,Undirected,1,2009
Tennessee Technological University,East Tennessee State University,Undirected,1,2009
Tennessee State University,East Tennessee State University,Undirected,1,2009
Middle Tennessee State University,East Tennessee State University,Undirected,1,2009
Duke University,Emory University,Undirected,1,2009
Boston University,Florida Agricultural And Mechanical University,Undirected,1,2009
Yeshiva University,Fordham University,Undirected,1,2009
Georgetown University,Fordham University,Undirected,1,2009
Loyola University Chicago,Fordham University,Undirected,1,2009
Georgetown University,Fordham University,Undirected,1,2009
University Of St Thomas Minnesota,Georgetown University,Undirected,1,2009
Fordham University,Georgetown University,Undirected,1,2009
Pepperdine University,Georgetown University,Undirected,1,2009
Fordham University,Georgetown University,Undirected,1,2009
New York University,Georgetown University,Undirected,1,2009
University Of Connecticut,Georgetown University,Undirected,1,2009
Yeshiva University,Hofstra University,Undirected,1,2009
Massachusetts Institute Of Technology,Howard University,Undirected,1,2009
George Washington University,Howard University,Undirected,1,2009
New York University,Howard University,Undirected,1,2009
University Of Idaho,Idaho State University,Undirected,1,2009
Boise State University,Idaho State University,Undirected,1,2009
University Of Idaho,Idaho State University,Undirected,1,2009
Boise State University,Idaho State University,Undirected,1,2009
University Of Idaho,Idaho State University,Undirected,1,2009
Boise State University,Idaho State University,Undirected,1,2009
Boise State University,Idaho State University,Undirected,1,2009
University Of Idaho,Idaho State University,Undirected,1,2009
Boise State University,Idaho State University,Undirected,1,2009
Boise State University,Idaho State University,Undirected,1,2009
University Of Chicago,Illinois Institute Of Technology,Undirected,1,2009
University Of Connecticut,Illinois Institute Of Technology,Undirected,1,2009
University Of Iowa,Iowa State University,Undirected,1,2009
University Of Iowa,Iowa State University,Undirected,1,2009
University Of Iowa,Iowa State University,Undirected,1,2009
University Of Iowa,Iowa State University,Undirected,1,2009
University Of Iowa,Iowa State University,Undirected,1,2009
University Of Iowa,Iowa State University,Undirected,1,2009
University Of Iowa,Iowa State University,Undirected,1,2009
Duke University,Johns Hopkins University,Undirected,1,2009
University Of Chicago,Johns Hopkins University,Undirected,1,2009
Brown University,Johns Hopkins University,Undirected,1,2009
Yeshiva University,Johns Hopkins University,Undirected,1,2009
Boston College,Johns Hopkins University,Undirected,1,2009
Massachusetts Institute Of Technology,Johns Hopkins University,Undirected,1,2009
Rockefeller University,Johns Hopkins University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
University Of Kansas,Kansas State University,Undirected,1,2009
Wichita State University,Kansas State University,Undirected,1,2009
Andrews University,Loma Linda University,Undirected,1,2009
Andrews University,Loma Linda University,Undirected,1,2009
Andrews University,Loma Linda University,Undirected,1,2009
Andrews University,Loma Linda University,Undirected,1,2009
Andrews University,Loma Linda University,Undirected,1,2009
Andrews University,Loma Linda University,Undirected,1,2009
Boston College,Loyola Marymount University,Undirected,1,2009
Georgetown University,Loyola University Chicago,Undirected,1,2009
Marquette University,Loyola University Chicago,Undirected,1,2009
Loyola University Chicago,Marquette University,Undirected,1,2009
West Virginia University,Marshall University,Undirected,1,2009
West Virginia University,Marshall University,Undirected,1,2009
New School University,Massachusetts Institute Of Technology,Undirected,1,2009
New School,Massachusetts Institute Of Technology,Undirected,1,2009
Yale University,Massachusetts Institute Of Technology,Undirected,1,2009
University Of North Carolina At Greensboro,Massachusetts Institute Of Technology,Undirected,1,2009
Cornell University,Massachusetts Institute Of Technology,Undirected,1,2009
Howard University,Massachusetts Institute Of Technology,Undirected,1,2009
Rockefeller University,Massachusetts Institute Of Technology,Undirected,1,2009
California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2009
Pepperdine University,Massachusetts Institute Of Technology,Undirected,1,2009
California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2009
Harvard University,Massachusetts Institute Of Technology,Undirected,1,2009
Florida State University,Mercer University,Undirected,1,2009
Clemson University,Mercer University,Undirected,1,2009
Mercer University,Miami University,Undirected,1,2009
Mercer University,Miami University,Undirected,1,2009
Mercer University,Miami University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
University Of Memphis,Middle Tennessee State University,Undirected,1,2009
Tennessee Technological University,Middle Tennessee State University,Undirected,1,2009
Tennessee State University,Middle Tennessee State University,Undirected,1,2009
East Tennessee State University,Middle Tennessee State University,Undirected,1,2009
Montana State University Bozeman,Montana State University,Undirected,1,2009
Montana State University Bozeman,Montana State University,Undirected,1,2009
Montana State University Bozeman,Montana State University,Undirected,1,2009
Montana State University Bozeman,Montana State University,Undirected,1,2009
Montana State University Bozeman,Montana State University,Undirected,1,2009
Thomas Jefferson University,New Jersey Institute Of Technology,Undirected,1,2009
New School University,New School,Undirected,1,2009
Princeton University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
Dartmouth College,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
Massachusetts Institute Of Technology,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New York University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
Cornell University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
Florida State University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
Cornell University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
New School University,New School,Undirected,1,2009
Georgetown University,New York University,Undirected,1,2009
University Of Connecticut,New York University,Undirected,1,2009
Brandeis University,New York University,Undirected,1,2009
New School University,New York University,Undirected,1,2009
New School,New York University,Undirected,1,2009
Polytechnic University,New York University,Undirected,1,2009
Vanderbilt University,New York University,Undirected,1,2009
Polytechnic University,New York University,Undirected,1,2009
Indiana University Of Pennsylvania,North Dakota State University,Undirected,1,2009
University Of Massachusetts Worcester,Northeastern University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
University Of Arizona,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
Arizona State University,Northern Arizona University,Undirected,1,2009
Illinois Institute Of Technology,Northwestern University,Undirected,1,2009
Polytechnic University,Northwestern University,Undirected,1,2009
Loyola Marymount University,Northwestern University,Undirected,1,2009
Depaul University,Northwestern University,Undirected,1,2009
University Of Miami,Nova Southeastern University,Undirected,1,2009
University Of Chicago,Ohio State University,Undirected,1,2009
Brandeis University,Ohio State University,Undirected,1,2009
University Of Oklahoma,Oklahoma State University,Undirected,1,2009
University Of Oklahoma,Oklahoma State University,Undirected,1,2009
University Of Oklahoma,Oklahoma State University,Undirected,1,2009
University Of Oklahoma,Oklahoma State University,Undirected,1,2009
University Of Oklahoma,Oklahoma State University,Undirected,1,2009
University Of Oklahoma,Oklahoma State University,Undirected,1,2009
Thomas Jefferson University,Pennsylvania State University,Undirected,1,2009
University Of Pennsylvania,Pennsylvania State University,Undirected,1,2009
University Of Pittsburgh,Pennsylvania State University,Undirected,1,2009
Temple University,Pennsylvania State University,Undirected,1,2009
University Of Pittsburgh,Pennsylvania State University,Undirected,1,2009
University Of Chicago,Princeton University,Undirected,1,2009
California Institute Of Technology,Princeton University,Undirected,1,2009
University Of Chicago,Princeton University,Undirected,1,2009
St Johns University,Rensselaer Polytechnic Institute,Undirected,1,2009
Polytechnic University,Rensselaer Polytechnic Institute,Undirected,1,2009
Georgetown University,Rensselaer Polytechnic Institute,Undirected,1,2009
Baylor College Of Medicine,Rice University,Undirected,1,2009
Stanford University,Rice University,Undirected,1,2009
Brandeis University,Rockefeller University,Undirected,1,2009
Brown University,Rockefeller University,Undirected,1,2009
Yeshiva University,Rockefeller University,Undirected,1,2009
Brown University,Rockefeller University,Undirected,1,2009
Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2009
Johns Hopkins University,Rockefeller University,Undirected,1,2009
Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2009
University Of Chicago,Rockefeller University,Undirected,1,2009
University Of Pennsylvania,Rockefeller University,Undirected,1,2009
University Of Pennsylvania,Rockefeller University,Undirected,1,2009
Princeton University,Rockefeller University,Undirected,1,2009
Stanford University,Rockefeller University,Undirected,1,2009
Fordham University,Rockefeller University,Undirected,1,2009
Harvard University,Rockefeller University,Undirected,1,2009
University Of St Thomas Minnesota,Seton Hall University,Undirected,1,2009
Catholic University Of America,Seton Hall University,Undirected,1,2009
University Of South Dakota,South Dakota State University,Undirected,1,2009
University Of South Dakota,South Dakota State University,Undirected,1,2009
University Of South Dakota,South Dakota State University,Undirected,1,2009
University Of South Dakota,South Dakota State University,Undirected,1,2009
University Of South Dakota,South Dakota State University,Undirected,1,2009
University Of South Dakota,South Dakota State University,Undirected,1,2009
Southern Illinois University System,Southern Illinois University,Undirected,1,2009
Southern Illinois University System,Southern Illinois University,Undirected,1,2009
Southern Illinois University System,Southern Illinois University,Undirected,1,2009
Southern Illinois University System,Southern Illinois University,Undirected,1,2009
Southern Illinois University System,Southern Illinois University,Undirected,1,2009
Southern Illinois University System,Southern Illinois University,Undirected,1,2009
Southern Illinois University System,Southern Illinois University,Undirected,1,2009
Baylor College Of Medicine,Southern Methodist University,Undirected,1,2009
Catholic University Of America,St Johns University,Undirected,1,2009
Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2009
Rice University,Stanford University,Undirected,1,2009
Princeton University,Stanford University,Undirected,1,2009
Rockefeller University,Stanford University,Undirected,1,2009
Rice University,Stanford University,Undirected,1,2009
Worcester Polytechnic Institute,Stevens Institute Of Technology,Undirected,1,2009
Temple University,Syracuse University,Undirected,1,2009
Rochester Institute Of Technology,Syracuse University,Undirected,1,2009
Syracuse University,Temple University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee State University,Undirected,1,2009
Tennessee Technological University,Tennessee State University,Undirected,1,2009
East Tennessee State University,Tennessee State University,Undirected,1,2009
Middle Tennessee State University,Tennessee State University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
University Of Memphis,Tennessee Technological University,Undirected,1,2009
Tennessee State University,Tennessee Technological University,Undirected,1,2009
East Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
Middle Tennessee State University,Tennessee Technological University,Undirected,1,2009
