Id,Source,Target,Type,Weight,Year
e_2000_117,Case Western Reserve University,Columbia University,Undirected,0.013513513513513514,2000
e_2000_118,Chapman University,Cornell University,Undirected,0.010869565217391304,2000
e_2000_119,Clarkson University,Drexel University,Undirected,0.01639344262295082,2000
e_2000_120,Carnegie Mellon University,Duquesne University,Undirected,0.02142857142857143,2000
e_2000_121,Clark Atlanta University,Emory University,Undirected,0.047619047619047616,2000
e_2000_122,Brandeis University,Fordham University,Undirected,0.011764705882352941,2000
e_2000_123,Florida Institute Of Technology,Fordham University,Undirected,0.016129032258064516,2000
e_2000_124,Fordham University,Georgetown University,Undirected,0.02857142857142857,2000
e_2000_125,Clemson University,Illinois Institute Of Technology,Undirected,0.00847457627118644,2000
e_2000_126,Howard University,Johns Hopkins University,Undirected,0.012048192771084338,2000
e_2000_127,Clemson University,Johns Hopkins University,Undirected,0.01652892561983471,2000
e_2000_128,Brown University,Johns Hopkins University,Undirected,0.008547008547008548,2000
e_2000_129,Clemson University,Lehigh University,Undirected,0.010638297872340425,2000
e_2000_130,Arizona Board of Regents,Lehigh University,Undirected,0.02,2000
e_2000_131,Andrews University,Loma Linda University,Undirected,0.05084745762711865,2000
e_2000_132,Illinois Institute Of Technology,Loyola University Chicago,Undirected,0.021739130434782608,2000
e_2000_133,Boston College,Loyola University Chicago,Undirected,0.013333333333333334,2000
e_2000_134,Baylor University,Marquette University,Undirected,0.014084507042253521,2000
e_2000_135,George Washington University,Marquette University,Undirected,0.01282051282051282,2000
e_2000_136,Cornell University,Marshall University,Undirected,0.015873015873015872,2000
e_2000_137,Chapman University,Marshall University,Undirected,0.015873015873015872,2000
e_2000_138,Johns Hopkins University,Massachusetts Institute Of Technology,Undirected,0.00847457627118644,2000
e_2000_139,Clemson University,Massachusetts Institute Of Technology,Undirected,0.009174311926605505,2000
e_2000_140,Boston University,Massachusetts Institute Of Technology,Undirected,0.009433962264150943,2000
e_2000_141,Cornell University,Michigan State University,Undirected,0.017857142857142856,2000
e_2000_142,Carnegie Mellon University,New York University,Undirected,0.005494505494505495,2000
e_2000_143,Georgetown University,New York University,Undirected,0.00847457627118644,2000
e_2000_144,Carnegie Mellon University,Oklahoma State System of Higher Education,Undirected,0.007936507936507936,2000
e_2000_145,New York University,Rensselaer Polytechnic Institute,Undirected,0.017094017094017096,2000
e_2000_146,Cornell University,Rochester Institute Of Technology,Undirected,0.010752688172043012,2000
e_2000_147,Indiana State University,Rochester Institute Of Technology,Undirected,0.01818181818181818,2000
e_2000_148,Michigan Technological University,Rutgers State University Of New Jersey,Undirected,0.012048192771084338,2000
e_2000_149,Brown University,Rutgers State University Of New Jersey,Undirected,0.007633587786259542,2000
e_2000_150,Lehigh University,Seton Hall University,Undirected,0.012048192771084338,2000
e_2000_151,Catholic University Of America,Seton Hall University,Undirected,0.011627906976744186,2000
e_2000_152,New Jersey Institute Of Technology,St Johns University,Undirected,0.011111111111111112,2000
e_2000_153,Catholic University Of America,St Johns University,Undirected,0.014285714285714285,2000
e_2000_154,Rice University,Stanford University,Undirected,0.019230769230769232,2000
e_2000_155,New York University,Stanford University,Undirected,0.00847457627118644,2000
e_2000_156,Pennsylvania State University,Temple University,Undirected,0.013157894736842105,2000
e_2000_157,Emory University,Temple University,Undirected,0.012195121951219513,2000
e_2000_158,Duke University,Tennessee Board of Regents,Undirected,0.014084507042253521,2000
e_2000_159,Syracuse University,Texas A&M University System,Undirected,0.03333333333333333,2000
e_2000_160,New York University,Texas Christian University,Undirected,0.007633587786259542,2000
e_2000_161,Boston University,Texas Tech University System,Undirected,0.016129032258064516,2000
