Year,Name,Position,Institution,SubInstitution,Education,AffiliationId,carnegie_id,FixedPosition,StateSystem,PrimarySample
2018,Janice K. Clifford,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Dr. Christian M. de Virgilio,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,"Anthony F. ""Tony"" Digiovanni",Regent,Loyola Marymount University,,Loyola Marymount 1971 BBA; USC MBA,35566140.0,117946.0,Trustee,,True
2018,Kedric D. Dines,Regent,Loyola Marymount University,,Loyola Marymount 1986,35566140.0,117946.0,Trustee,,True
2018,Steven J. Dzida,Regent,Loyola Marymount University,,"Loyola Marymount 1971, 1974",35566140.0,117946.0,Trustee,,True
2018,Rita P. Garvin,Regent,Loyola Marymount University,,Loyola Marymount 1990,35566140.0,117946.0,Trustee,,True
2018,Michael J. Gavina,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,James R. Goodrich,Regent,Loyola Marymount University,,Loyola Marymount 1972,35566140.0,117946.0,Trustee,,True
2018,David A. Herbst,Regent,Loyola Marymount University,,Loyola Marymount 1991 BA,35566140.0,117946.0,Trustee,,True
2018,"James M. ""Jim"" Hindman, CPA",Regent,Loyola Marymount University,,Loyola Marymount 1982 BSAcc; Pepperdine MBA,35566140.0,117946.0,Trustee,,True
2018,Albert G. Kading,Regent,Loyola Marymount University,,Loyola Marymount 1972,35566140.0,117946.0,Trustee,,True
2018,Michele C. Kaplan,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Robert D. Kerslake,Regent,Loyola Marymount University,,Loyola Marymount 1958 BBA,35566140.0,117946.0,Trustee,,True
2018,Kevin T. Knight,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Jovana M. Lara-Brooks,Regent,Loyola Marymount University,,Loyola Marymount 1988,35566140.0,117946.0,Trustee,,True
2018,Rene B. LaVigne,Regent,Loyola Marymount University,,Loyola Marymount 1983 BSAcc,35566140.0,117946.0,Trustee,,True
2018,J. Neil LeVecke,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Thomas M. McGee,Regent,Loyola Marymount University,,Loyola Marymount 1989,35566140.0,117946.0,Trustee,,True
2018,Katherine Wilson Moret,Regent,Loyola Marymount University,,Loyola Marymount 1973,35566140.0,117946.0,Trustee,,True
2018,John G. Moutes,Regent,Loyola Marymount University,,"Loyola Marymount 1968, 1971, MSE",35566140.0,117946.0,Trustee,,True
2018,Peter J. Nelson,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Kathryn E. Nielsen,Regent,Loyola Marymount University,,Loyola Marymount 1976,35566140.0,117946.0,Trustee,,True
2018,Thomas J. Nolan,Regent,Loyola Marymount University,,"Loyola Marymount 1971 BBA, 1975 JD",35566140.0,117946.0,Trustee,,True
2018,Joseph P. Page,Regent,Loyola Marymount University,,"Loyola Marymount 1975, 1979 MBA",35566140.0,117946.0,Trustee,,True
2018,Anne H. Pomeroy,Regent,Loyola Marymount University,,Loyola Marymount 1980,35566140.0,117946.0,Trustee,,True
2018,Delia M. Roges,Regent,Loyola Marymount University,,Loyola Marymount 1985 BBA: USC MBA,35566140.0,117946.0,Trustee,,True
2018,Michael M. Rue,Regent,Loyola Marymount University,,"Loyola Marymount 1973, 1976 JD",35566140.0,117946.0,Trustee,,True
2018,Maria S. Salinas,Chair,Loyola Marymount University,,,35566140.0,117946.0,Board President,,True
2018,Yvonne Hernandez Slaught,Regent,Loyola Marymount University,,Loyola Marymount 1981,35566140.0,117946.0,Trustee,,True
2018,Michael B. Smith,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Donald W. Steiner,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Donald P. Tarantino,Regent,Loyola Marymount University,,,35566140.0,117946.0,Trustee,,True
2018,Ras J. Baraka,Ex Officio Trustee,New Jersey Institute Of Technology,,Howard U 1991 BA,118118575.0,185828.0,"Overseer, Ex Officio",,True
2018,Philip K. Beachem,Trustee,New Jersey Institute Of Technology,,,118118575.0,185828.0,Overseer,,True
2018,"Edward J. Bishof, Sr",Treasurer,New Jersey Institute Of Technology,,,118118575.0,185828.0,Other Board Member,,True
2018,Dennis M. Bone,Trustee,New Jersey Institute Of Technology,,West Virginia Tech 1973 BS; Rutgers 1984 MBA; Johns Hopkins MS,118118575.0,185828.0,Overseer,,True
2018,"Christopher J. ""Chris"" Christie",Ex Officio Trustee,New Jersey Institute Of Technology,,Delaware 1984 BA; Seton Hall 1987 JD,118118575.0,185828.0,"Overseer, Ex Officio",,True
2018,Peter A. Cistaro,Trustee,New Jersey Institute Of Technology,,NJIT 1968 PhD,118118575.0,185828.0,Overseer,,True
2018,"Gary C. Dahms, PE, PP, CME",Trustee,New Jersey Institute Of Technology,,,118118575.0,185828.0,Overseer,,True
2018,Vincent L. DeCaprio,Vice Chairman,New Jersey Institute Of Technology,,NJIT 1972,118118575.0,185828.0,Board Vice President,,True
2018,Stephen P. DePalma,Chairman,New Jersey Institute Of Technology,,NJIT 1972,118118575.0,185828.0,Board President,,True
2018,"Elizabeth ""Liz"" Garcia",Vice Chair,New Jersey Institute Of Technology,,,118118575.0,185828.0,Board Vice President,,True
2018,"Anthony J. Knapp, Jr",Trustee,New Jersey Institute Of Technology,,,118118575.0,185828.0,Overseer,,True
2018,Ranjini Poddar,Trustee,New Jersey Institute Of Technology,,,118118575.0,185828.0,Overseer,,True
2018,"Lawrence A. ""Larry"" Raia, PE",Vice Chair,New Jersey Institute Of Technology,,,118118575.0,185828.0,Board Vice President,,True
2018,"Anthony R. Slimowicz, Esq",Trustee,New Jersey Institute Of Technology,,Seton Hall BS: Quinnipiac U JD,118118575.0,185828.0,Overseer,,True
2018,Holly Stern,Secretary,New Jersey Institute Of Technology,,,118118575.0,185828.0,Other Board Member,,True
2018,Binay Sugla,Trustee,New Jersey Institute Of Technology,,,118118575.0,185828.0,Overseer,,True
2018,"Joseph M. ""Joe"" Taylor",Trustee,New Jersey Institute Of Technology,,,118118575.0,185828.0,Overseer,,True
2018,Mark A. Angelson,Governor,Rutgers State University Of New Jersey,,Rutgers 1972 BA; Rutgers (Newark) 1975 JD,102322142.0,186380.0,Trustee,,True
2018,Keith T. Banks,Governor,Rutgers State University Of New Jersey,,Rutgers 1977 BA; Columbia 1981 MBA,102322142.0,186380.0,Trustee,,True
2018,"Dr. Robert L. ""Bob"" Barchi, MD, PhD",Ex Officio Governor,Rutgers State University Of New Jersey,,,102322142.0,186380.0,"Trustee, Ex Officio",,True
2018,"Gregory Q. ""Greg"" Brown",Governor,Rutgers State University Of New Jersey,,Rutgers 1982 BA,102322142.0,186380.0,Trustee,,True
2018,Dr. Dorothy W. Cantor,Governor,Rutgers State University Of New Jersey,,CCNY 1957 BS; Kean Col 1968 MA,102322142.0,186380.0,Trustee,,True
2018,Margaret T. Derrick,Governor,Rutgers State University Of New Jersey,,Rutgers (Newark) 1971 BA,102322142.0,186380.0,Trustee,,True
2018,Peter R. Gillett,Faculty Representative Governor,Rutgers State University Of New Jersey,,Kansas 1996 PhD,102322142.0,186380.0,Other Board Member,,True
2018,John Michael Gower,Treasurer,Rutgers State University Of New Jersey,,,102322142.0,186380.0,Other Board Member,,True
