Id,Source,Target,Type,Weight,Year
e_2000_1,Carnegie Mellon University,Duquesne University,Undirected,3,2000
e_2000_2,Brandeis University,Fordham University,Undirected,1,2000
e_2000_3,Fordham University,Georgetown University,Undirected,1,2000
e_2000_4,Howard University,Johns Hopkins University,Undirected,1,2000
e_2000_5,Brown University,Johns Hopkins University,Undirected,1,2000
e_2000_6,Andrews University,Loma Linda University,Undirected,2,2000
e_2000_7,Boston College,Loyola University Chicago,Undirected,1,2000
e_2000_8,Illinois Institute Of Technology,Loyola University Chicago,Undirected,2,2000
e_2000_9,George Washington University,Marquette University,Undirected,1,2000
e_2000_10,Johns Hopkins University,Massachusetts Institute Of Technology,Undirected,1,2000
e_2000_11,Boston University,Massachusetts Institute Of Technology,Undirected,1,2000
e_2000_12,Georgetown University,New York University,Undirected,1,2000
e_2000_13,Pennsylvania State System Of Higher Education,Pennsylvania State University,Undirected,2,2000
e_2000_14,New York University,Rensselaer Polytechnic Institute,Undirected,2,2000
e_2000_15,Lehigh University,Seton Hall University,Undirected,1,2000
e_2000_16,Catholic University Of America,Seton Hall University,Undirected,1,2000
e_2000_17,Rice University,Stanford University,Undirected,1,2000
e_2000_18,Pennsylvania State System Of Higher Education,Temple University,Undirected,1,2000
e_2000_19,Pennsylvania State University,Temple University,Undirected,1,2000
e_2000_20,Brown University,Tufts University,Undirected,1,2000
e_2000_21,Tufts University,University Of Chicago,Undirected,1,2000
e_2000_22,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2000
e_2000_23,Marquette University,University Of Chicago,Undirected,1,2000
e_2000_24,New School,University Of Chicago,Undirected,1,2000
e_2000_25,Georgetown University,University Of Connecticut,Undirected,1,2000
e_2000_26,New York University,University Of Connecticut,Undirected,1,2000
e_2000_27,Marquette University,University Of Dayton,Undirected,1,2000
e_2000_28,Tufts University,University Of Delaware,Undirected,1,2000
e_2000_29,Georgetown University,University Of Delaware,Undirected,1,2000
e_2000_30,New York University,University Of Notre Dame,Undirected,1,2000
e_2000_31,New Jersey Institute Of Technology,University Of Notre Dame,Undirected,1,2000
e_2000_32,Pennsylvania State System Of Higher Education,University Of Pittsburgh,Undirected,2,2000
e_2000_33,Pennsylvania State University,University Of Pittsburgh,Undirected,2,2000
e_2000_34,Hofstra University,University Of Pittsburgh,Undirected,1,2000
e_2000_35,New Jersey Institute Of Technology,University Of Pittsburgh,Undirected,1,2000
e_2000_36,Temple University,University Of Pittsburgh,Undirected,1,2000
e_2000_37,Carnegie Mellon University,University Of Pittsburgh,Undirected,2,2000
e_2000_38,Loyola University Chicago,University Of San Diego,Undirected,2,2000
e_2000_39,Auburn University,University Of South Alabama,Undirected,2,2000
e_2000_40,Marquette University,University Of St Thomas Minnesota,Undirected,1,2000
e_2000_41,University Of Notre Dame,University Of St Thomas Minnesota,Undirected,1,2000
e_2000_42,Cornell University,University Of Tulsa,Undirected,1,2000
e_2000_43,Clark Atlanta University,University System Of Georgia,Undirected,2,2000
e_2000_44,Dartmouth College,University System Of New Hampshire,Undirected,1,2000
e_2000_45,University Of South Alabama,University of Alabama System,Undirected,1,2000
e_2000_46,Auburn University,University of Alabama System,Undirected,1,2000
e_2000_47,Seton Hall University,Villanova University,Undirected,1,2000
e_2000_48,Marshall University,West Virginia University,Undirected,12,2000
e_2000_49,Carnegie Mellon University,Worcester Polytechnic Institute,Undirected,1,2000
e_2000_50,New School,Yale University,Undirected,1,2000
e_2000_51,University Of Connecticut,Yale University,Undirected,1,2000
e_2000_52,Hofstra University,Yeshiva University,Undirected,1,2000
e_2000_53,Massachusetts Institute Of Technology,Yeshiva University,Undirected,1,2000
e_2000_54,Columbia University,Yeshiva University,Undirected,1,2000
e_2000_55,New York University,Yeshiva University,Undirected,1,2000
