AffiliationId,FullName
111236770,University of Vermont
51556381,University of Virginia
201448701,University of Washington
83683471,University of West Florida
1304256225,University of Wisconsin System
124727415,University of Wisconsin–Eau Claire
124727415,University of Wisconsin Eau Claire
129510320,University of Wisconsin–Green Bay
129510320,University of Wisconsin Green Bay
4657992,University of Wisconsin–La Crosse
4657992,University of Wisconsin La Crosse
135310074,University of Wisconsin–Madison
135310074,University of Wisconsin Madison
43579087,University of Wisconsin–Milwaukee
43579087,University of Wisconsin Milwaukee
64185308,University of Wisconsin–Oshkosh
64185308,University of Wisconsin Oshkosh
183437572,University of Wisconsin–Parkside
183437572,University of Wisconsin Parkside
1745920,University of Wisconsin–Platteville
1745920,University of Wisconsin Platteville
14403649,University of Wisconsin–River Falls
14403649,University of Wisconsin River Falls
191114373,University of Wisconsin–Stevens Point
191114373,University of Wisconsin Stevens Point
1921588,University of Wisconsin–Stout
1921588,University of Wisconsin Stout
61567134,University of Wisconsin–Superior
61567134,University of Wisconsin Superior
,University of Wisconsin-Waukesha
,University of Wisconsin Waukesha
183533211,University of Wisconsin–Whitewater
183533211,University of Wisconsin Whitewater
12834331,University of Wyoming
1289702989,University System of Georgia
,Georgia Health Sciences University
25041050,Augusta University
25041050,Augusta State University
130701444,Georgia Institute of Technology
39815113,Georgia Southern University
130075709,Georgia Southwestern State University
181565077,Georgia State University
172980758,Kennesaw State University
,Medical College of Georgia
,Gainesville State College
924760719,University of North Georgia
924760719,North Georgia College & State University
924760719,North Georgia College and State University
206426949,Southern Polytechnic State University
5950314,State University of West Georgia
5950314,University of West Georgia
165733156,University of Georgia
1317227900,University System of Maryland
324100,Bowie State University
47500952,Coppin State University
47500952,Coppin State College
152830075,Frostburg State University
9364636,Salisbury University
9364636,Salisbury State University
4322298,Towson University
6059380,University of Baltimore
126744593,"University of Maryland, Baltimore"
79272384,"University of Maryland, Baltimore County"
66946132,"University of Maryland, College Park"
22407884,University of Maryland Eastern Shore
22407884,"University of Maryland, Eastern Shore"
4210107443,University of Maryland Global Campus
4210107443,University of Maryland University College
2800453862,University System of New Hampshire
161057412,University of New Hampshire
161057412,University of New Hampshire Durham
2802096936,University System of Ohio
162212782,Central State University
150638750,Keene State College
89312276,Plymouth State University
89312276,Plymouth State College
179093154,University of New Hampshire at Manchester
179093154,University of New Hampshire-Manchester
179093154,"University of New Hampshire, Manchester"
60922557,Upper Iowa University
2801365484,Utah System Of Higher Education
121980950,Utah State University
149744451,Valparaiso University
200719446,Vanderbilt University
126820664,Vassar College
7863295,Villanova University
184840846,Virginia Commonwealth University
185641255,Virginia Military Institute
859038795,Virginia Tech
859038795,Virginia Polytechnic Institute and State University
24511612,Wabash College
47251452,Wake Forest University
127339705,Washburn University
28527212,Washington and Jefferson College
28527212,Washington & Jefferson College
184889055,Washington and Lee University
72951846,Washington State University
204465549,Washington University in St. Louis
204465549,Washington University
4210135078,Washington University Medical Center
185443292,Wayne State University
119261591,Weber State University
189731429,Wellesley College
100538780,Wesleyan University
12097938,West Virginia University
45013219,West Virginia Wesleyan College
94339441,Western Kentucky University
141649380,Western Michigan University
52669646,Western Washington University
156220630,Westminster College-Utah
156220630,Westminster College
53618229,Wheaton College-Massachusetts
53618229,Wheaton College Massachusetts
73236664,Wheaton College-Illinois
73236664,Wheaton College Illinois
18283598,Wheeling Jesuit University
138943879,Whitman College
168046917,Whitworth University
168046917,Whitworth College
39587148,Wichita State University
138659443,Widener University
141670070,Willamette University
22675022,Williams College
169086405,Winthrop University
18860807,Wittenberg College
18860807,Wittenberg University
130905186,Wofford College
107077323,Worcester Polytechnic Institute
19648265,Wright State University
194120229,Xavier University
169251466,Xavier University of Louisiana
32971472,Yale University
19772626,Yeshiva University
19772626,Yeshiva College
